BOR;AN;nofinesset;nofinessej;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2016;580780237;580000099;571;;;;;;;;;;;;;35845;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;580972636;580780971;7701;72;3;2;6;143;79;56;3;3;7;136;99;45459;3440;366;17;40;3674;2089;10197;720;;;;756;388;77084;1595;35;;;2000;1001;1;;0;;0;;0;;0;;;
PSY2;2016;580972693;580780039;1479;;;;;;;;;;;;;;;;;;;;2190;;;;;;;16680;;;;;;;1;0.9;0;;1;8.61;;;;;;
PSY2;2016;590000014;590780052;1986;3;0;0;0;44;5;;;;;;;17470;57;0;0;0;888;136;;;;;;;;19708;16;;;;111;1;0;;0;;0;;0;;0;;;
PSY2;2016;590000105;590780193;344;174;1;;2;53;19;219;1;;2;53;19;12021;5054;31;;27;2728;930;3466;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;590000428;590781605;572;9;1;;1;160;6;;;;;;;21598;1096;109;;7;7607;349;;;;;;;;;;;;;;;1;;0;;1;;0;;0;;;
PSY2;2016;590000469;590781662;126;4;;;;29;3;4;;;;30;3;3852;222;;;;500;7;;;;;;;;3092;;;;;23;;1;;0;;0;;0;;0;;;
PSY2;2016;590000535;590781803;689;19;2;;1;162;7;19;2;;1;190;8;18726;1931;724;;1;3903;227;5954;;;;;;;33995;230;24;;;25;;1;;0;;0;;0;;0;;;
PSY2;2016;590000592;590782165;295;12;;;1;94;3;12;;;1;94;3;9124;834;;;6;4436;63;4625;182;;;;341;;15950;123;;;;220;27;1;0.2;0;;0;;0;;0;;;
PSY2;2016;590000600;590782207;494;2;;;;35;5;2;;;;42;5;16622;19;;;;1145;78;5713;;;;;;;19598;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;590000782;590782660;21208;92;7;3;10;442;212;100;8;3;11;538;258;56294;4000;550;21;49;10682;4614;23673;421;207;;;158;103;262627;;;;;;;1;1.38;1;6.98;1;31.84;0;;0;;;
PSY2;2016;590000790;590782678;14093;46;6;1;8;283;86;53;6;0;5;286;102;63189;3894;743;0;21;5692;1393;12148;252;0;0;0;262;0;117951;683;122;2;31;1320;199;1;0.8;0;;1;10.63;0;;0;;;
PSY2;2016;590001004;590783239;8139;202;;;735;133;10;;;;;;;17172;1039;;;64;3247;128;9135;134;;;;73;;70929;1091;;;4038;157;;;;;;;;;;;;;
PSY2;2016;590001418;590034740;22587;103;1;;10;431;221;167;2;;12;570;268;69608;6376;65;;79;11953;6260;18786;640;43;;;1403;94;233743;979;;;;2506;1080;1;1;0;;1;29.57;0;;0;;;
PSY2;2016;590002317;590799912;33;;;;;;;;;;;;;2774;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;590005245;;873;;;;;;;;;;;;;36334;;;;;;;3915;;;;;;;;;;;;;;0;;1;14.4;0;;0;;0;;;
PSY2;2016;590009148;810002519;89;;;;;;;;;;;;;13238;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;590016408;590016358;393;;;;;;;;;;;;;14000;;;;;;;1980;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;590044665;750720575;53;;;;;;;;;;;;;6798;;;;;;;5141;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;590049060;810003319;80;;;;;;;;;;;;;14350;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;590053955;;1127;;;;;;;;;;;;;46371;;;;;;;16667;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;590785341;750005068;643;;;;;;;;;;;;;;;;;;;;7644;;;;;;;3299;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;590787529;590782215;9552;29;6;9;5;250;18;124;123;22;5;607;46;21235;1334;446;257;12;9984;793;17040;;193;;;141;;96629;81;103;6;1;112;14;1;0.8;0;0;0;;0;;0;;;
PSY2;2016;590797353;590051801;839;;;;;;;;;;;;;5702;;;;;;;530;;;;;;;13832;;;;;;;;;;;;;;;;;;
PSY2;2016;590816427;590781829;505;;;;;;;;;;;;;19310;;;;;;;2188;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;600000012;600100028;21963;226;17;4;32;922;280;254;12;6;44;1165;327;172826;19509;2065;232;208;57837;15246;38053;989;42;;;2830;398;339096;457;128;1;25;1560;219;1;3.2;1;25.5;1;9.88;0;;0;;;
PSY2;2016;600009054;600000798;428;;;;;;;;;;;;;16577;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;600107049;;2105;;;;;;;;;;;;;1155;;;;;;;8571;;;;;;;11819;;;;;;;0;;0;;1;5.3;0;;0;;;
PSY2;2016;610000028;610780025;906;34;2;2;18;180;183;34;2;2;26;187;185;40144;4446;59;171;204;7699;2056;9781;185;159;0;0;935;94;120391;37;2;1;29;384;0;1;;0;;1;36.04;0;;0;;;
PSY2;2016;610788325;610780165;288;14;;;;36;6;;;;;;;11258;677;;;;840;32;4025;407;;;;571;;25675;192;;;;346;12;1;;0;;1;3;0;;0;;;
PSY2;2016;620000034;620100057;4685;41;16;;25;126;22;41;16;;25;126;22;26885;2613;;;;4708;835;;;;;;;;;1144;;;;;;1;1;0;;0;;0;;0;;;
PSY2;2016;620000059;620100073;603;;;;;;;;;;;;;6889;;;;;;;0;;;;;;;6202;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;620000240;620100677;5864;27;;;;172;51;9;;;;131;65;27272;2079;;;;6638;741;;;;;;;;50169;120;;;;404;78;;;0;;1;;0;;0;;;
PSY2;2016;620000257;620100685;616;18;2;;5;121;16;18;2;;5;136;16;33403;955;365;;24;4546;467;5410;684;;;;;;14988;349;;;;64;;1;;0;;1;;0;;1;;;
PSY2;2016;620000281;620101287;2145;27;10;;37;412;204;33;14;;50;461;213;90478;3248;2351;;361;8702;2515;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;620000323;620101337;561;17;3;2;;180;12;17;3;2;;;12;14017;2031;72;16;;3703;1150;3929;243;78;;;158;;52876;912;200;;;2224;14;1;8.71;0;;1;4.92;0;;0;;;
PSY2;2016;620000638;;113;;;;;;;;;;;;;14893;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;620000653;620103440;3198;26;;;;97;;;;;;;;17803;3478;;;;5207;;2855;;;;;85;;36710;280;;;;701;;1;;0;;0;;0;;0;;;
PSY2;2016;620001834;;352;2;1;;1;42;35;2;1;;1;48;37;15989;180;366;;5;2220;1409;4213;;;;;;;13697;0;0;;0;0;0;1;0.5;0;;0;;0;;0;;;
PSY2;2016;620002154;620112607;34;;;;;;;;;;;;;10037;;;;;;;;;;;;;;;;;;;;;1;9.6;0;;1;26;0;;0;;;
PSY2;2016;620003202;620103432;2087;4;;;;34;;;;;;;;13797;366;;;;368;;11859;367;;;;367;;11746;12;;;;214;;1;1;1;0.1;0;;0;;0;;;
PSY2;2016;620003475;620100685;144;;;;;;;;;;;;;2306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;620018143;620100057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.2;0;;0;;0;;0;;;
PSY2;2016;620024349;620024299;1064;;;;;;;;;;;;;28219;;;;;;;8057;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;620025387;620025361;1013;;;;;;;;;;;;;22903;;;;;;;7629;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;620100347;590039863;560;;;;;;;;;;;;;22572;;;;;;;3036;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;620105973;590039863;30;;;;;;;;;;;;;4544;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;630000412;630780997;38;;;;;;1;;;;;;;;;;;;;;1649;;;;;;75;3116;4;;;;;47;0;;0;;0;;0;;0;;;
PSY2;2016;630000446;630781029;246;9;0;0;0;41;9;10;;;;46;9;7230;345;;;;793;171;4411;;;;;;;16849;0;0;0;0;0;0;1;;0;;0;;0;;0;;;
PSY2;2016;630780195;630786754;8734;124;4;2;52;358;208;;;;;;;70126;6628;489;64;171;14172;6372;40353;813;405;;;144;33;90973;1052;116;4;623;405;93;0;;0;;0;;0;;0;;;
PSY2;2016;630780401;630000172;814;;;;;;;;;;;;;40149;;;;;;;;;;;;;;;;;;;;;0;;1;;0;;0;;0;;;
PSY2;2016;630781417;630000578;826;;;;;;;;;;;;;24871;;;;;;;3631;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;630781771;630780989;7343;;;2;;158;9;;;2;;169;9;49567;;;14;;5613;187;12062;;;;;5;;36055;;;;;32;;1;;1;;1;;0;;0;;;
PSY2;2016;630781821;750043994;1139;;;;;;;;;;;;;50402;;;;;;;7875;;;;;;;;;;;;;;0;;1;14.17;0;;0;;0;;;
PSY2;2016;640000162;640780417;2712;;;3;;;;;;3;;;;4077;;;14;;;;;;;;;;;24946;;;32;;;;1;;0;;1;2;0;;0;;;
PSY2;2016;640000436;640780862;14057;70;6;4;19;570;82;71;6;4;20;614;82;59436;5818;463;44;425;28356;3087;38811;782;375;8;0;6054;604;185105;1841;142;19;22;13398;977;;;1;64.02;1;56.98;;;;;;
PSY2;2016;640018255;640007019;1430;;;;;;;;;;;;;32765;;;;;;;10236;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;640780334;640017893;611;;;;;;;;;;;;;19527;;;;;;;1705;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;640780409;640000154;1200;;;;;;;;;;;;;18091;;;;;;;2514;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;640781365;750052292;523;;;;;;;;;;;;;15227;;;;;;;3353;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;640781399;750057838;516;;;;;;;;;;;;;15591;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;640784278;640780417;3891;44;;;;310;93;34;;;;238;86;19839;1963;;;;10808;2295;3710;15;;;;170;66;52114;593;;;;4853;591;1;0;0;;1;0;0;;0;;;
PSY2;2016;650000060;650780174;11732;60;8;1;5;340;272;56;3;1;12;336;268;57675;3324;0;0;377;10399;10328;18202;277;0;0;0;1822;1050;152613;751;63;57;66;4536;2094;1;0.1;1;18.61;1;22.95;0;;0;;;
PSY2;2016;650780729;650000276;610;;;;;;;;;;;;;11859;;;;;;;1456;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;650780737;650000284;254;;;;;;;;;;;;;15400;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;660000092;660780198;15776;83;4;;25;539;326;81;4;;30;578;342;47781;3336;658;;449;20885;10285;23626;114;110;;;1935;1043;174376;1211;64;;480;7860;2836;1;5.8;1;10.16;1;47.49;0;;1;23.43;;
PSY2;2016;660000142;;1357;0;0;0;0;0;0;0;0;0;0;0;0;40678;0;0;0;0;0;0;6574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;
PSY2;2016;660000365;;861;;;;;;;;;;;;;27872;;;;;;;12880;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;660780214;750055071;252;;;;;;;;;;;;;22662;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;670000025;670780055;10316;117;142;21;4;232;143;;;;;;;22238;1429;30;662;68;4756;996;13622;1;;;;;;48564;409;674;3;2;536;126;1;1;0;;1;28.66;0;;0;;;
PSY2;2016;670000058;670013366;2837;78;11;;17;343;412;87;11;0;17;368;442;97136;6708;2388;0;300;9526;9996;;;;;;;;;;;;;;;1;3.65;1;112;1;6.15;0;;1;17.83;;
PSY2;2016;670000603;670781152;8156;71;20;;4;337;211;;;;;;;53835;3247;1357;;39;5832;3678;30580;329;395;;;1227;632;90263;1300;634;;;3363;1792;;3.47;;48.07;;20.74;;0;;0;;
PSY2;2016;670013754;;815;6;;;;43;7;;;;;;;13566;399;;;;1323;333;3038;;;;;138;;8133;39;;;;22;26;0;;0;;0;;0;;0;;;
PSY2;2016;680000627;680020336;7065;36;2;4;4;154;31;21;;;5;144;42;21423;1198;14;688;140;3218;747;9922;;;;;;;48093;364;;;;;;1;;1;;1;;0;;0;;;
PSY2;2016;680000684;680000973;4837;8;1;;;10;3;8;1;;;10;3;15290;;;;;;;10439;250;97;;;238;22;43628;407;20;;;401;100;1;5;1;1;1;9.75;0;;0;;;
PSY2;2016;680000874;680001179;14891;108;21;0;16;508;135;108;21;0;18;548;144;75056;6346;1741;0;106;21975;4844;25401;706;109;0;0;1054;160;124044;968;395;0;39;2793;1386;1;0.73;1;83.45;1;22.1;0;;0;;;
PSY2;2016;680001294;680000890;781;;;;;;;;;;;;;23748;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690000088;690780101;25494;363;35;0;178;1093;384;377;37;;212;1202;425;151124;33838;6441;;7784;49187;14101;52240;966;201;;15;1975;516;259843;2167;196;;2;3768;791;0;;1;136.66;1;33.92;1;80.82;1;47.73;;
PSY2;2016;690000096;690780119;12022;57;9;;3;366;175;;;;;;;32897;5281;1217;;19;12735;4914;18366;269;5;;;652;46;119929;144;30;;;772;267;1;2.18;1;2.57;1;1.85;0;;0;;;
PSY2;2016;690000310;;1165;;;;;;;;;;;;;51255;;;;;;;9165;;;;;;;;;;;;;;0;;1;1.9;0;;0;;0;;;
PSY2;2016;690000336;690780564;815;;;;;;;;;;;;;35003;;;;;;;2924;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690002092;010783009;895;;;;;;;;;;;;;25077;;;;;;;4936;;;;;;;1388;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690022959;690000732;66;;;;;;;;;;;;;486;;;;;;;928;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690036108;690036090;301;;;;;;;;;;;;;;;;;;;;7386;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690780093;750821092;117;;;;;;;;;;;;;2731;;;;;;;;;;;;;;3109;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690780507;750052276;1598;;;;;;;;;;;;;64006;;;;;;;4737;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690780515;690000294;783;;;;;;;;;;;;;21028;;;;;;;7141;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690780523;750047938;439;;;;;;;;;;;;;19124;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
PSY2;2016;690780549;750043994;2622;;;;;;;;;;;;;63202;;;;;;;1080;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690781745;690000542;603;;;;;;;;;;;;;43536;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690782081;750005068;518;;;;;;;;;;;;;;;;;;;;6746;;;;;;;2049;;;;;;;0;;0;;1;5.41;0;;0;;;
PSY2;2016;690782172;;1020;;;;;;;;;;;;;10152;;;;;;;2150;;;;;;;6018;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;690796727;;18848;193;23;;;646;310;205;25;;;672;317;77589;9057;1991;;;24334;10145;21976;10015;184;;;1033;489;160675;2018;113;;;2670;777;0;;1;;1;;0;;0;;;
PSY2;2016;700780075;700004096;8776;37;4;7;2;206;114;38;4;11;2;230;120;105823;1732;311;313;6;5903;3435;13785;;;;;;;101248;;;5;;64;;1;0.64;1;105.8;1;45.4;;;;;;
PSY2;2016;710780818;710000233;1538;;;;;;;;;;;;;44474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;710978230;710781329;9613;10;6;28;20;324;116;12;6;28;30;336;123;98855;2744;470;434;366;3964;1159;19841;133;54;90;0;438;11;95415;367;20;311;0;1722;60;1;2.5;1;0.2;1;11.11;0;;0;;;
PSY2;2016;710978289;710780263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;1;;0;;;
PSY2;2016;720000041;720000058;19660;77;12;0;15;270;172;80;12;0;17;289;183;82242;6840;3205;0;121;8626;4601;25479;136;0;0;0;467;37;173544;1882;413;0;290;3307;0;1;1.97;1;67.13;1;11.67;0;;0;;;
PSY2;2016;720017748;720000561;551;;;;;;;;;;;;;19134;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;720018100;750720575;197;;;;;;;;;;;;;23416;;;;;;;1206;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;730000304;730780582;14511;40;9;;11;334;283;41;9;;12;365;312;58087;2751;1356;;87;17094;8876;8247;116;30;;;425;102;141571;644;73;;2;761;1074;1;0.5;1;5.37;1;47.06;0;;0;;;
PSY2;2016;730007978;730011731;1083;;;;;;;;;;;;;34052;;;;;;;2093;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;740000328;740790381;2774;13;;;;68;18;;;;;;;11811;1408;;;;2166;807;9695;369;;;;390;;36772;115;;;;197;41;1;0;0;;1;4.3;0;;0;;;
PSY2;2016;740000583;740785035;848;55;5;;15;327;149;50;0;;17;350;163;36710;3916;1459;;231;8921;3167;8190;242;0;;0;247;21;89658;625;0;;0;1591;158;0;;1;31.97;1;10.6;0;;0;;;
PSY2;2016;740013412;740781133;5510;46;;;;241;45;94;;;;419;87;19908;4069;;;;11253;2535;5898;;;;;1;;49112;310;;;;705;96;1;6;1;1;0;;0;;0;;;
PSY2;2016;740780184;750043994;549;;;;;;;;;;;;;19682;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;740781026;740000211;1354;;;6;;;;;;6;;;;52740;;;118;;;;17813;;;;;;;;;;;;;;0;;1;;1;;0;;0;;;
PSY2;2016;750000499;750140014;35753;236;;;;1027;407;122;2;;;882;362;80957;13257;;;;29865;11224;40286;2830;;;;4204;2927;343037;3986;;;;7341;2059;;;1;3;1;22.66;;;1;5.89;;
PSY2;2016;750006538;940016819;9763;124;11;;2;1084;219;;;;;;;38031;13897;1814;;113;10914;8163;31975;1319;306;;44;1479;172;244295;;;;;1775;;0;;0;;0;;0;;0;;;
PSY2;2016;750007528;750804940;53;;;;;;;;;;;;;10266;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750007668;750719270;542;;;;;;;;;;;;;;;;;;;;33318;;;;;;;;;;;;;;0;;1;;0;;0;;0;;;
PSY2;2016;750017139;750057598;5265;91;5;1;;220;160;91;5;1;;247;181;12886;3255;274;10;;4759;3435;7009;847;18;;;217;19;35693;543;15;;;928;325;0;;0;;0;;0;;0;;;
PSY2;2016;750023749;750034308;23009;534;46;9;1;1261;953;544;46;9;1;1379;1038;117188;33865;4568;142;14;36829;28914;23135;1406;182;47;;1055;230;300745;8872;1317;295;;7391;2361;0;;0;;1;3.1;0;;0;;;
PSY2;2016;750039448;750720914;6471;108;1;;;300;122;108;1;;;327;129;14746;1698;;;;4432;1145;26146;873;;;;1844;207;85095;2346;2;;;2339;620;1;;1;;1;;0;;0;;;
PSY2;2016;750051872;;1092;;;;;;;;;;;;;76025;;;;;;;4139;;;;;;;;;;;;;;0;;1;1;1;25;0;;0;;;
PSY2;2016;750052037;;11236;60;1;3;7;193;76;79;1;5;8;263;100;54974;5117;26;44;32;5947;2194;16903;712;0;0;0;603;61;95511;1019;0;5;53;1290;91;1;1.31;1;48.6;1;8.22;0;;0;;;
PSY2;2016;750057028;750005068;1746;;;;;;;;;;;;;0;;;;;;;0;;;;;;;40258;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750100018;750712184;410;;;;;;;;;;;;;4717;;;;;;;;;;;;;;7309;;;;;;;;;0;;0;;0;;0;;;
PSY2;2016;750100042;750712184;2686;;;;;;;;;;;;;10866;;;;;;;305;;;;;;;9053;;;;;;;1;9;0;;0;;0;;0;;;
PSY2;2016;750100091;750712184;3459;;;;;;;;;;;;;11859;;;;;;;2547;;;;;;;9595;;;;;;;1;1.5;0;;0;;0;;0;;;
PSY2;2016;750100109;750712184;335;;;;;;;;;;;;;;;;;;;;;;;;;;;584;;;;;;;1;0;;;;;;;;;;
PSY2;2016;750100125;750712184;5684;;;;;;;;;;;;;33160;;;;;;;9188;;;;;;;15844;;;;;;;1;1;0;;1;383.5;0;;0;;;
PSY2;2016;750100166;750712184;3804;;;;;;;;;;;;;5819;;;;;;;1826;;;;;;;17910;;;;;;;1;1;0;;1;28.89;0;;0;;;
PSY2;2016;750100208;750712184;2492;;;;;;;;;;;;;;;;;;;;902;;;;;;;12921;;;;;;;;;0;;;;0;;0;;;
PSY2;2016;750100232;750712184;765;;;;;;1;;;;;;27;3177;;;;;;;1485;;;;;;160;5181;;;;;;26;1;1.6;0;;1;;0;;0;;;
PSY2;2016;750100273;750712184;1129;;;;;;;;;;;;;6145;;;;;;;;;;;;;;1273;;;;;;;1;1.5;;;;;;;;;;
PSY2;2016;750120016;750821092;845;;;;;;;;;;;;;2082;;;;;;;10;;;;;;;3113;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750140022;750720575;530;;;;;;;;;;;;;14560;;;;;;;3724;;;;;;;2132;;;;;;;0;;0;;1;59.01;0;;0;;;
PSY2;2016;750150104;750720476;1713;;;1;;;;;;1;;;;9849;;;45;;;;4042;;;;;;;17819;;;;;;;;;;;;;;;;;;
PSY2;2016;750170102;750721391;2456;;;;;;;;;;;;;225;;;;;;;24925;;;;;;;30483;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750170128;750710428;63;;;;;;;;;;;;;;;;;;;;4511;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750170243;750720922;123;;;;;;;;;;;;;126;;;;;;;15126;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;750170268;750721334;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;
PSY2;2016;750170490;750719312;20;;;;;;;;;;;;;853;;;;;;;1851;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750310013;750043994;391;;;;;;;;;;;;;17588;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750710782;750001190;;;;;;;;;;;;;;;;;;;;;;;;;;;;5774;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750719361;;218;;;;;;;;;;;;;278;;;;;;;32111;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750720674;;278;;;;;;;;;;;;;0;;;;;;;16828;;;;;;;1202;;;;;;;0;;0;;1;25;0;;0;;;
PSY2;2016;750802316;750720492;246;;;;;;;;;;;;;;;;;;;;;;;;;;;6182;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750802985;;528;2;;;;;;;;;;;;7273;467;;;;;;4134;;;;;;;5949;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750803447;750712184;4039;1;;;;3;21;6;;;;4;21;;;;;;;;;;;;;;;15331;6;;;;4;21;1;7.2;0;;0;;0;;0;;;
PSY2;2016;750803454;750712184;5711;;;;;;;;;;;;;6218;;;;;;;5079;;;;;;;12007;;;;;;;1;2;0;;0;;0;;0;;;
PSY2;2016;750813016;750001711;521;;;;;;;;;;;;;;;;;;;;;;;;;;;1246;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750826141;750825960;107;;;;;;;;;;;;;;;;;;;;7997;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;750827214;750815607;430;;;;;;;;;;;;;;;;;;;;;;;;;;;5028;;;;;;;0;;1;0.3;0;;0;;0;;;
PSY2;2016;760000018;760780023;1516;;;;;;;7;0;0;0;144;47;27680;;;;;;;;;;;;;;;;;;;;;;;1;2;1;3;0;;0;;;
PSY2;2016;760000158;760780239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;760000190;760780270;4439;152;8;1;119;736;370;199;8;1;198;942;424;135247;22773;2022;19;4360;28972;11764;58169;1760;0;0;319;2224;167;278752;2644;13;38;490;6007;1590;1;3.7;1;43.92;1;42.9;1;101.89;1;24.43;;
PSY2;2016;760000356;760780726;934;;;;;;;;;;;;;12201;;;;;;;;;;;;;;2436;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;760000372;760780742;2254;;;;;;;;;;;;;0;;;;;;;5078;;;;;;;23923;;;;;;;1;0.2;0;;0;;0;;0;;;
PSY2;2016;760026674;750035578;715;;;;;;;;;;;;;30638;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;760780288;750005068;282;;;;;;;;;;;;;;;;;;;;10511;;;;;;;1268;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;760781070;760780726;11304;55;0;0;41;279;39;21;;;49;147;44;79079;6214;;;300;16600;684;20705;392;;;;1508;20;77338;;;;;;;1;0.1;0;;1;46.21;0;;0;;;
PSY2;2016;760783563;760919373;15;;;;;;;;;;;;;210;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;760800938;760780023;836;;;;;;;;;;;;;1216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;760805770;760780726;728;;;;;;;;;;;;;;;;;;;;;;;;;;;1141;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;760913137;760009001;141;;;;;;;;;;;;;;;;;;;;;;;;;;;2782;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;770000131;770110013;285;15;;1;;68;4;;;;;;;9305;936;;15;;4190;119;5939;340;;;;1524;;;;;;;;;1;;0;;0;;0;;0;;;
PSY2;2016;770000156;770110054;4307;55;3;1;41;201;54;57;3;2;48;232;56;20215;2023;384;295;478;6929;1451;;;;;;;;;;;;;;;1;;0;;0;;0;;0;;;
PSY2;2016;770000172;770110070;1047;10;;;;30;;;;;;;;5507;437;;;;1550;;827;56;;;;66;;6436;3;;;;69;;0;;0;;0;;0;;0;;;
PSY2;2016;770000214;770130052;521;19;2;0;0;132;21;19;2;;;107;24;13094;1644;125;;;5210;438;3088;;;;;;;46206;1151;;;;286;;1;;1;3.5;0;;0;;0;;;
PSY2;2016;770000446;770700185;740;36;4;;12;;;54;92;;12;;;28473;2904;377;;128;;;;;;;;;;;;;;;;;1;;1;3;1;1;0;;0;;;
PSY2;2016;770006138;770020113;915;;;;;;;;;;;;;37765;;;;;;;10578;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;770019032;770170017;1832;96;2;0;0;253;29;;;;;;;29240;4513;;;;5442;676;25744;1539;;;;898;539;45530;955;26;;;517;60;1;0.9;;16.3;;9.52;;7.1;;;;
