BOR;AN;nofinesset;nofinessej;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A10;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2014;560000465;560002198;0.4;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560000473;560002206;;;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560000499;560002222;0.2;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560000697;560002677;0.5;;;1;1.8;262;0;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560002024;560006074;0.75;0.3;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560002123;750043994;0.3;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560002511;560000689;0.5;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560002685;750043713;0.1;0.1;17;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560002933;560006074;0.25;0.3;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560002974;830013678;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560003006;560000770;0.1;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560003055;440042844;1;1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560006991;220017974;0.12;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1.6;252;71;1;5432;466;6;6.72;0;;;;
PN;2014;560007510;560001307;0.26;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560008799;560013989;1;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560010092;560002032;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;1;4380;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;560018509;560018459;0.86;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000026;570024794;1;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000059;570025254;1;0.5;1810;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.9;0;;;;0;;;;;0;;;;
PN;2014;570000083;570000729;0.5;0.35;738;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.2;0;;;;0;;;;;0;;;;
PN;2014;570000091;750050759;1.8;0;202;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000109;570000034;0.5;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;261;138;0;25;;;;;;;1;1;;2;1;0.5;0.5;;1;0.2;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000117;570015099;1;;770;1;0.5;98;0;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;10;638;0;;0;;;;1;459;154;20;0.15;0;;;;
PN;2014;570000166;570010173;0.02;0.02;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000216;570010173;0.96;0.2;300;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;;0;;;;;;;;1;;;1;;0.2;;;0.2;;0;;;;0;;;;0;;;;0;;;1;;0;;;;1;255;103;;0.85;0;;;;
PN;2014;570000281;570005165;;;90;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;0;;;;
PN;2014;570000349;570005165;;;1199;1;2.5;855;0;;0;0;;;;;;;;;;0;;;0;;;1;1;1;305;195;0;;;3;;;4;2;;;;2;;0.21;;;2.24;0.71;1;10;135;3398;0;;;;0;;;;1;48;449;1;;0;;;;1;1770;839;15;1.85;0;;;;
PN;2014;570000356;570000919;0.5;0.25;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000364;570011569;0.55;0.3;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;18;13;3;;0;;;;
PN;2014;570000380;570000034;0.2;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000448;750050759;0.3;0.15;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;10;1840;1;3;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000455;570010173;0.02;0.07;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000489;750050759;0.2;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000547;540019726;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000562;570011353;0.9;0.1;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;320;56;1;;;0;0;0;0;0;1;1;0;2;2;0.2;0.2;0;0.4;0.4;1;12;71;1634;0;;;;1;6;5;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000596;750821092;5;0.4;186;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000646;570001115;1.3;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.2;0;;;;1;1281;655;4;0.3;0;;;;
PN;2014;570000661;570000158;0.2;0.05;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000687;570025254;;;54;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;638;298;0;35;;1;1;;;;;;;6;3;1;1;;3.7;1.5;1;12;96;3248;0;;;;0;;;;0;;;0;;0;;;;1;198;197;5;0.5;0;;;;
PN;2014;570000794;930019484;0.5;0.15;11;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000828;570011452;0.5;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000885;570000133;0.8;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1205;320;5;2.1;0;;;;
PN;2014;570000893;570000141;0.92;0.18;72;0;;;;;1;1;;120;0;0;7936;;0;310;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;6063;281;3;7.93;0;;;;
PN;2014;570000901;570000158;0.7;0.63;547;1;0.5;82;0;;0;1;;343;4672;22;1728;;1172;401;2;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;19;1507;1;9;0;;;;0;;;;;0;;;;
PN;2014;570000950;570000398;0.2;0.1;17;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000968;570000430;0.05;1;20;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;105;105;1;;;;;;;;1;1;2;;;0.8;0.8;1.6;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570000992;570000497;0.4;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570001016;570000513;1;;;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1;427;9;1;9621;1325;15;14.6;0;;;;
PN;2014;570001057;570023630;;;244;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;8.3;0;;;;1;2582;634;;2.7;0;;;;
PN;2014;570001099;570023630;;;65;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570002287;570001230;0.19;0.21;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570003079;570010181;0.5;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;1332;349;1;180;;;;;;;4;4;;;1;1.1;1.1;;;0.2;0;;;;1;16;15;6;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570003103;540019726;0.6;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570004002;570013797;0.06;0.01;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570005215;570005165;;;21;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;172;61;0;;;1;;;4;1;;;;2;;0.2;;;4.6;1;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;0;;;;
PN;2014;570009670;570000307;0.4;0.05;12;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570010082;570013797;0.64;0.09;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570012369;570011387;0.25;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570015248;570002204;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2014;570015750;570005165;;;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570020578;570023630;0;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;71;48;0;;;0;;;;;1;1;;;;0.05;0.05;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570023309;570023283;0.12;0.03;15;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570026252;570023630;1.75;0.75;587;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;570026682;570005165;6.3;1.8;2304;1;4.1;1192;1;;0;1;;511;8601;852;0;;1723;1898;2;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;40;240;1;0.5;0;;;;1;803;292;15;0.9;1;1012;30;2.05;1.05
PN;2014;580001899;750721334;0.1;0.05;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580004836;580780039;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;554;146;0;44;;;;;2;1;;;;1;1;;;;1.3;0.8;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580780138;580000024;0.25;0.2;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580780187;580000057;0.2;0.25;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580780203;580000073;0.12;0.01;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580780237;580000099;0.2;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580971349;580002129;0.2;0.03;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972008;580000628;0.5;0.15;3;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972610;580780054;;0.01;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972628;580780039;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;19;3235;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972636;580780971;0.45;0.18;26176;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;2281;187;7;3;0;;;;
PN;2014;580972644;580781136;0.2;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;120;115;1;20;;;;;1;1;1;1;;;;0.03;0.03;;1;1;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972651;580780047;0.2;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;29;29;0;;;1;1;;1;1;;;;;;0.07;0.07;;0.07;0.07;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972669;580780070;0.5;0.07;65;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972677;580780088;0.5;0.2;88;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;580972685;580780096;1;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;203;152;0;90;;;;;;;1;1;;;1;0.08;0.08;;;0.3;0;;;;0;;;;0;;;;0;;;0;;1;2.05;250;26;1;680;162;5;0.5;0;;;;
PN;2014;580972693;580780039;3.01;2;1540;1;1;348;0;;0;1;;140;1043;474;149;;190;349;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.4;1;0.35;60;;1;159;67;;0.61;1;99;;0.38;0.13
PN;2014;590000014;590780052;1.4;0.35;181;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;3.3;1957;1346;1;665;382;6;0.7;0;;;;
PN;2014;590000097;590780185;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;10;4;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000105;590780193;;;783;1;;;1;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;;;;4.31;0;;;;
PN;2014;590000113;590053120;0.5;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;125;51;1;90;;1;0;;0;0;1;1;;2;1;0.2;0.1;;0.5;0.3;1;10;104;3052;1;12;20;4243;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000121;590780227;2.54;0;1984;1;1;104;0;;0;0;;;;;;;;;;0;;;0;;;1;1;1;599;303;0;90;;1;;;;;;;;;2;;;;;1.07;1;12;77;3655;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000188;590780334;1.15;0.2;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.05;0;;;;1;117;65;1;1.2;1;2548;;4.7;1
PN;2014;590000337;590781415;4;0.8;3732;1;2;76;1;;0;1;;103;2433;283;882;;625;308;1;0;;;0;;;1;2;0;307;226;0;180;;0;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;49;177;1;2.1;1;5.55;847;271;1;1472;844;30;2.1;1;159;;0.05;
PN;2014;590000428;590781605;4.41;;30;1;2.72;141;0;;1;0;;;;;;;;;;0;;;0;;;1;1;0;260;179;0;60;;;;;;;;;;1;1;;;;0.5;0.5;0;;;;0;;;;0;;;;0;;;0;;1;;476;81;1;382;154;10;1;0;;;;
PN;2014;590000436;590781621;0.66;0.2;;1;1.3;;;;;0;;;;;;;;;;0;;;0;;;1;1;0;167;63;0;60;;;;;;;;2;;;1;;0.2;;;0.1;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;2026;682;15;1;0;;;;
PN;2014;590000444;590781639;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000451;590781647;0.25;0.06;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;20;219;6756;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000469;590781662;;;;1;1;51;0;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000477;590781670;1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;5;1;837;307;1;;;;;;;;1;1;;1;1;0.6;0.6;;0.3;0.3;1;12;140;4109;0;;;;1;5;2;1;0;;;0;;0;;;;1;;;;;0;;;;
PN;2014;590000527;590781795;0;0;294;1;0.5;102;0;;0;0;;;;;;;;;;0;;;0;;;1;0;0;80;34;0;30;;1;1;;;;;;;;;0.1;0.1;;;;0;;;;0;;;;0;;;;0;;;0;;1;2.7;1030;213;1;2618;985;7;2.25;0;;;;
PN;2014;590000535;590781803;2.92;2;3904;1;1;142;1;;1;1;;398;6887;794;509;;781;750;0;0;;;0;;;1;1;1;302;116;0;183;;2;;2;;;;;;;;0.2;;0.2;1;;0;;;;0;;;;0;;;;1;56;421;1;0.2;1;4.2;1009;649;1;383;63;39;0.69;0;;;;
PN;2014;590000543;590781811;0.1;0.3;76;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;15;9;1;0;;;0;;0;;;;1;96;33;7;0.05;0;;;;
PN;2014;590000592;590782165;1;0.3;;1;;108;0;;0;0;;;;;;;;;;0;;;0;;;1;599;0;402;38;0;120;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000600;590782207;0.9;0.6;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;369;113;1;90;;;;;;;;1;;;1;;0.18;;;0.5;0;;;;0;;;;1;6;2;1;0;;;0;;1;4.15;1290;849;1;7619;1801;15;13;0;;;;
PN;2014;590000618;590782215;3.76;2;8848;1;1.85;192;0;;1;1;;425;4160;0;1385;;754;1041;3;0;;;0;;;1;1;1;912;398;1;130;;7;4;3;5;2;3;3;;;;1.05;0.8;0.25;2.05;1.5;0;;;;1;20;8;7201;0;;;;0;;;1;1;0;;;;1;2071;693;21;2.2;1;328;0;0.21;0
PN;2014;590000691;590782439;1;0.2;20;1;1.1;41;0;;0;0;;;;;;;;;;0;;;0;;;1;1;0;240;163;0;50;;1;;;1;;;;;;;0.1;;;0.1;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;68;31;40;0.1;0;;;;
PN;2014;590000758;590782637;3.05;0.8;11874;1;1;29;0;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.5;0;;;;0;;;;;0;;;;
PN;2014;590000766;590782645;1;0.1;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000774;590782652;0.5;;3;1;1;54;0;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1.2;680;386;1;;;;0;0;;;;
PN;2014;590000782;590782660;1;0.3;;1;2.47;59;0;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590000790;590782678;1;0.2;584;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590001004;590783239;2;1.63;4307;1;;118;1;;1;1;;389;4602;692;967;;1149;;2;0;;;0;;;1;1;0;312;245;0;;;1;1;;1;1;;;;1;;1;1;;1.5;1;0;;;;1;15;1;4801;0;;;;0;;;0;;0;;;;1;8279;1857;1;9.9;0;;;;
PN;2014;590001418;590034740;;;;1;;;0;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;;;;1;;;;;0;;;;
PN;2014;590001442;590784245;0.6;0.25;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;1597;368;0;;;4;;;1;;;;;2;1;1.4;;;0.95;0.2;0;;;;0;;;;1;7;5;1;0;;;0;;0;;;;1;823;;25;0.25;0;;;;
PN;2014;590001582;590785663;0.5;0.1;;0;;;;;;0;;;;;;;;;;0;;;0;;;1;359;1;209;57;0;90;;1;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2014;590006607;590780193;;;6849;1;;;1;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;1;6240;2000;;6.5
