BOR;AN;nofinesset;nofinessej;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2020;130037922;130037823;REAADU;0;2120;91;93;2;2424;75;56;25;2;;1;1;;1;23;2;32.75;11;;15.67;;;;;;
REA;2020;130037922;130037823;SURVADU;0;1272;38;;;418;;;;;2;1;;;;;;;;;;;;;;;
REA;2020;130041767;130041262;SITOT;12;4392;1032;;;3665;;;;;;;;;;;;;;;;;;;;;
REA;2020;130041767;130041262;USIC;12;4392;1032;;;3665;;;;6;1;6.2;2;0;2;11;3;10.35;13;1;10.9;0;0;0;2;0;1.62
REA;2020;130042096;130042062;SITOT;16;5856;1151;;;3887;;;;;;;;;;;;;;;;;;;;;
REA;2020;130042096;130042062;USIC;16;5856;1151;;;3887;;;;1;;1;1;;1;15;;14.4;7;;7;;;;;;
REA;2020;130043664;130002157;REAADU;20;8238;651;698;28;6166;17;45;87;8;0;16.03;;;;82;11;56.6;41;5;26.2;0;0;0;13;0;12.82
REA;2020;130043664;130002157;SURVADU;17;6222;713;;;4658;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2020;130050917;130050891;SURVADU;5;1375;20;;;129;;;;3;2;3.53;1;;0.71;6;;4.23;5;;3.53;;;;4;;2.82
REA;2020;130780521;130786049;AUTSI;2;732;3007;;;1023;;;;;;;;;;;;;;;;;;;;;
REA;2020;130780521;130786049;REAADU;39;14274;1670;1809;156;13182;15;38;138;20;9;16.47;10;1;8.21;153;4;121.3;109;3;75.62;;;;41;3;29.18
REA;2020;130780521;130786049;SITOT;14;5124;4864;;;4084;;;;;;;;;;;;;;;;;;;;;
REA;2020;130780521;130786049;SURVADU;9;3294;630;;;1851;;;;8;8;2.47;3;;0.6;97;1;11.51;65;3;8.3;;;;12;4;5.55
REA;2020;130780521;130786049;SURVENF;2;732;58;;;153;;;;;3;0.56;;;;;;;;;;;;;;;
REA;2020;130780521;130786049;USIC;12;4392;1857;;;3061;;;;3;3;2.59;;1;0.21;14;1;13.84;9;5;10.96;;;;;8;3.65
REA;2020;130781370;130000532;SURVADU;0;;19;;;138;;;;3;2;1.18;1;;0.29;6;;1.77;5;;1.47;;;;4;;1.18
REA;2020;130781479;130000599;REAADU;13;4745;373;394;18;3763;16;38;98;4;1;4.5;1;;1;34;;32.71;10;6;13.09;;2;1;2;;0.4
REA;2020;130781479;130000599;SITOT;8;2920;834;;;2448;;;;;;;;;;;;;;;;;;;;;
REA;2020;130781479;130000599;SURVADU;24;8020;1244;;;6804;;;;11;6;14;1;;0.45;23;1;23.76;15;2;13.84;;1;0.5;1;;0.45
REA;2020;130781479;130000599;USIC;8;2920;834;;;2448;;;;7;4;9;1;;0.45;12;3;13.93;4;3;5.31;;1;0.5;1;;0.45
REA;2020;130782071;130002454;REAADU;0;0;16;16;0;198;50;37;6;3;2;4.5;;;;2;;0.8;1;;0.4;;;;3;;0.8
REA;2020;130782071;130002454;SURVADU;4;1460;327;;;2399;;;;3;2;4.5;1;;0.33;6;;6;6;;6;;1;0.3;;;
REA;2020;130782147;130000979;SITOT;8;2920;1026;;;3054;;;;;;;;;;;;;;;;;;;;;
REA;2020;130782147;130000979;SURVADU;16;5856;585;;;4086;;;;3;7;6;1;1;1.1;14;4;15.4;8;2;8.8;;2;0.5;;;
REA;2020;130782147;130000979;USIC;8;2920;1026;;;3054;;;;2;10;6;1;1;1.1;6;2;6.6;6;2;6.6;;6;0.5;;1;0.8
REA;2020;130782162;130000987;SURVADU;5;1740;48;;;522;;;;;4;0.8;;1;0.4;;12;5.8;;4;0.8;;1;0.3;;2;0.15
REA;2020;130783236;130786049;AUTSI;12;4156;660;;;3750;;;;;3;0.4;;1;0.2;20;1;18.22;12;;11.84;;;;;;0.23
REA;2020;130783236;130786049;SITOT;12;4156;660;;;3750;;;;;;;;;;;;;;;;;;;;;
REA;2020;130783236;130786049;SURVADU;4;1460;210;;;755;;;;;2;0.61;;;;;;;;;;;;;1;;0.4
REA;2020;130783293;130786049;AUTSI;2;732;1801;;;551;;;;;;;;;;;;;;;;;;;;;
REA;2020;130783293;130786049;REAADU;62;23678;3051;3307;219;22319;15;36;205;19;28;25.81;9;2;10.88;246;9;202.05;163;7;119.67;;;;15;3;15.61
REA;2020;130783293;130786049;SITOT;30;9795;4125;;;8994;;;;;;;;;;;;;;;;;;;;;
REA;2020;130783293;130786049;SIUNV;8;2509;960;;;2275;;;;;1;0.09;;;;8;5;10.43;9;;8.92;;;;3;;3.26
REA;2020;130783293;130786049;SURVADU;73;21064;3591;;;10894;;;;4;10;3.72;;;;38;4;28.45;26;3;13.73;;;;;;
REA;2020;130783293;130786049;USIC;20;6554;1364;;;6168;;;;;3;0.9;;;;25;3;27.34;22;3;23.04;;;;;;1.15
REA;2020;130783327;130001415;REAADU;9;3285;215;234;11;2668;23;41;71;;7;2;1;0;1;15;15;21.13;11;30;12.71;;3;0.5;1;1;2.09
REA;2020;130783327;130001415;SURVADU;10;3650;312;;;2276;;;;;8;2;;;;8;1;7.04;2;;2;;3;0.5;;1;0.5
REA;2020;130783665;130043722;SURVADU;4;1460;77;;;338;;;;;7;4.94;2;;2;6;1;6.83;3;;3;;1;0.42;1;;1
REA;2020;130784051;130037823;REAADU;27;9855;1208;1327;10;8320;28;31;156;;;;2;2;2;50;7;66.56;41;1;55.38;;;;;;
REA;2020;130784051;130037823;SITOT;17;5475;1799;;;4649;;;;;;;;;;;;;;;;;;;;;
REA;2020;130784051;130037823;SIUNV;3;1095;556;;;1282;;;;;;;1;1;1;8;1;12.69;5;;10;;;;;;
REA;2020;130784051;130037823;SURVADU;27;9882;1244;;;6197;;;;;;;2;1;3;28;1;28.18;6;;10.81;;;;;;
REA;2020;130784051;130037823;USIC;14;4380;1243;;;3367;;;;;;;1;1;1;12;1;13.7;11;1;14.69;;;;;;
REA;2020;130784713;130038847;REAADU;8;2920;323;341;8;3154;15;40;83;5;;5;1;;1.01;22;3;22.34;5;;5.28;;;;;;
REA;2020;130784713;130038847;SITOT;20;7300;1237;;;5738;;;;;;;;;;;;;;;;;;;;;
REA;2020;130784713;130038847;SURVADU;44;16060;2131;;;13300;;;;8;5;10.5;1;;1;44;10;54.5;17;4;20.1;;;;;;
REA;2020;130784713;130038847;USIC;20;7300;1237;;;5738;;;;3;4;5;;;;23;1;24.3;5;1;6.07;;;;;;
REA;2020;130785652;130014228;REAADU;20;7300;1447;1545;55;8713;3;23;287;13;;8.74;;1;0.25;58;;49.66;16;;12.35;;1;0.25;7;;5.33
REA;2020;130785652;130014228;SITOT;10;3650;1194;;;2884;;;;;;;;;;;;;;;;;;;;;
REA;2020;130785652;130014228;SURVADU;10;3650;1345;;;6843;;;;4;;2.15;;1;0.25;11;2;10.65;8;;6.39;;1;0.25;2;;2.19
REA;2020;130785652;130014228;SURVENF;6;2190;711;;;1334;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;130785652;130014228;USIC;10;3650;1194;;;2884;;;;;;;;1;0.25;9;8;11.01;2;;1.95;;1;0.25;2;;2.05
REA;2020;130785678;130002249;REAADU;10;3650;199;208;4;3255;61;37;52;4;2;5;1;;1;15;2;19.11;9;;8.79;;1;0.5;2;;2.16
REA;2020;130785678;130002249;SURVADU;28;10220;756;;;13043;;;;6;4;8;1;;1;33;2;33.26;10;;9.77;;1;0.5;2;;1.62
REA;2020;130786361;130002447;REAADU;11;4026;313;327;13;3140;8;49;77;1;3;2.7;2;;2;29;;28.06;17;;16.9;;;;5;;2.01
REA;2020;130786361;130002447;SURVADU;11;3894;689;;;3624;;;;;;;;;;;;;;;;;;;;;
REA;2020;130786742;750821092;REAADU;13;4745;400;419;18;2761;11;45;115;5;1;4.2;1;;0.7;17;;13.2;9;;7;;1;0.15;3;;2
REA;2020;130786742;750821092;SURVADU;0;0;227;;;727;;;;1;1;;;;;9;;7.5;5;;4;;1;0.05;1;;0.8
REA;2020;130804297;130786049;AUTSI;7;1480;34;;;1739;;;;;6;1.02;11;1;10.66;7;5;9.22;4;4;7.32;;;;;2;0.32
REA;2020;130804297;130786049;REAENF;16;5856;863;925;77;4251;34;;;15;7;12.86;22;1;17.46;39;2;30.86;32;2;29.22;;;;3;1;2.39
REA;2020;130804297;130786049;SITOT;7;1480;34;;;1739;;;;;;;;;;;;;;;;;;;;;
REA;2020;130804297;130786049;SURVENF;32;10016;1289;;;9312;;;;2;2;1.7;10;16;10.28;19;21;14.91;10;26;14.27;;;;;9;3.24
REA;2020;130810740;130007362;REAADU;10;3650;234;239;11;3694;47;47;61;2;5;3;1;0;1;18;2;19.6;7;2;8.4;;2;1;;;
REA;2020;130810740;130007362;SURVADU;13;4745;390;;;2188;;;;2;5;3;1;0;1;10;0;10;5;2;6.75;;;;;;
REA;2020;140000027;140000035;REAADU;8;2692;265;272;15;2075;12;36;36;5;0;2.94;;1;0.6;14;7;21.25;13;4;15.73;;;;1;3;2.44
REA;2020;140000027;140000035;SITOT;4;1332;290;;;1153;;;;;;;;;;;;;;;;;;;;;
REA;2020;140000027;140000035;SIUNV;4;1332;290;;;1153;;;;5;0;1.8;;;;;;;;;;;;;;;
REA;2020;140000027;140000035;SURVADU;9;3491;603;;;2274;;;;11;1;2.01;;1;0.4;5;3;7.28;5;4;6.92;;;;;1;0.26
REA;2020;140000209;140000100;AUTSI;22;7835;755;;;6966;;;;6;;1.62;1;;1;16;11;22.08;20;4;16.03;;;;1;;2.44
REA;2020;140000209;140000100;REAADU;60;21900;2046;2128;131;15445;13;36;152;17;1;12.22;8;;6.63;107;29;128.31;79;6;81.1;;;;6;8;19.52
REA;2020;140000209;140000100;REAENF;8;2920;219;222;12;1931;19;;;3;2;4;7;5;9.56;3;;2.3;4;4;5.85;;;;4;2;2.81
REA;2020;140000209;140000100;SITOT;52;18785;3422;;;17012;;;;;;;;;;;;;;;;;;;;;
REA;2020;140000209;140000100;SIUNV;10;3650;896;;;3648;;;;2;;0.9;1;;0.5;7;3;7.28;6;5;8.31;;;;;1;0.57
REA;2020;140000209;140000100;SURVADU;30;10950;2097;;;7750;;;;12;1;1.69;1;;1;26;10;33.45;17;5;21.21;;;;1;1;1.7
REA;2020;140000209;140000100;SURVENF;14;5110;588;;;3832;;;;2;0;1.3;6;7;8.04;6;6;7.83;5;2;5.77;;;;2;;0.69
REA;2020;140000209;140000100;USIC;20;7300;1771;;;6398;;;;;;;1;;1;8;14;19.39;12;7;15.97;;;;1;;1.99
REA;2020;140000233;140000118;SURVADU;5;1830;610;;;1581;;;;;1;0.52;;1;0.2;5;2;6.05;6;1;6.39;;;;2;;1.18
REA;2020;140000290;140000449;SURVADU;4;1460;209;;;406;;;;;;;;1;0.1;16;;4.8;14;;4.8;;;;;;
REA;2020;140000555;140000639;SURVADU;7;2331;312;;;1143;;;;6;2;1.45;2;;0.21;24;6;11.6;12;4;4.19;;;;4;2;1.38
REA;2020;140016759;140003146;REAADU;5;291;8;8;0;70;38;25;2;1;15;12.2;5;1;4.8;;;;3;3;4.8;;;;;;
REA;2020;140016759;140003146;SURVADU;10;3650;711;;;2078;;;;1;15;12.2;;1;0.5;6;6;9.6;3;3;4.8;;;;2;1;2.4
REA;2020;140017237;140003278;REAADU;15;5475;1052;1075;9;3897;6;24;144;12;;12;;1;0.5;20;11;27.53;8;1;7.94;;;;;;
REA;2020;140017237;140003278;SITOT;8;2920;740;;;2417;;;;;;;;;;;;;;;;;;;;;
REA;2020;140017237;140003278;SURVADU;8;2920;910;;;1871;;;;6;;6;;;;6;3;7.52;5;1;5.21;;;;;;
REA;2020;140017237;140003278;USIC;8;2920;740;;;2417;;;;9;6;9;;;;;;;;;;;;;;;
REA;2020;140018730;140000423;SURVADU;4;1460;56;;;125;;;;1;;1;;;;4;;4;4;;4;;;;;;
REA;2020;140024886;140000092;REAADU;8;2928;319;323;19;1921;2;33;53;3;1;4.67;1;;1;16;2;17.17;11;1;11.88;;;;;;
REA;2020;140024886;140000092;SURVADU;0;0;29;;;177;;;;;;;;;;;;;;;;;;;;;
REA;2020;140026410;140026279;SURVADU;5;1825;400;;;1592;;;;;;;;;;;;;;;;;;;;;
REA;2020;140026709;140000415;SURVADU;6;2190;121;;;746;;;;;3;0.3;;;;;4;2;;4;2;;;;;;
REA;2020;150000032;150780088;SURVADU;4;1564;184;;;937;;;;2;2;0.99;1;;0.53;6;;6.47;6;;5.95;;;;3;;2.56
REA;2020;150000040;150780096;REAADU;8;3078;403;426;20;2707;12;38;118;4;;2.9;;2;1.62;25;5;23.51;15;5;16.41;;;;1;3;1.44
REA;2020;150000040;150780096;SITOT;7;2555;722;;;1805;;;;;;;;;;;;;;;;;;;;;
REA;2020;150000040;150780096;SURVADU;5;2105;280;;;872;;;;5;;1;;1;0.19;6;;6.01;4;2;5.83;;;;;;
REA;2020;150000040;150780096;USIC;7;2555;722;;;1805;;;;3;;1;;1;0.25;5;4;7.02;4;;4;;;;;1;0.4
REA;2020;150780732;150000271;AUTSI;8;2920;203;;;1539;;;;1;;1;;1;0.5;15;;15;7;;7;;;;4;;4
REA;2020;150780732;150000271;REAADU;2;730;97;102;4;1331;53;41;36;1;;1;;;;;;;;;;;;;;;
REA;2020;150780732;150000271;SITOT;8;2920;203;;;1539;;;;;;;;;;;;;;;;;;;;;
REA;2020;150780732;150000271;SURVADU;12;4380;448;;;4299;;;;1;;1;;1;0.5;8;2;9.11;11;1;11.8;;;;2;;2
REA;2020;160000170;160000204;SURVADU;8;2928;307;;;812;;;;2;;2;;;;2;1;2.35;2;1;2.35;1;;0.25;;;
REA;2020;160000253;160000451;REAADU;18;5412;529;531;23;2964;20;41;36;6;1;5.97;1;1;1.15;29;6;31.52;21;0;20.56;0;0;0;1;1;1.25
REA;2020;160000253;160000451;SITOT;18;6570;1546;;;5072;;;;;;;;;;;;;;;;;;;;;
REA;2020;160000253;160000451;SIUNV;4;1460;466;;;1363;;;;2;0;0.8;4;1;3.65;4;1;3.65;;3;1.89;0;0;0;3;0;1.13
REA;2020;160000253;160000451;SURVADU;0;1176;184;;;778;;;;6;0;1.28;0;0;0;3;0;3;4;0;3.1;0;0;0;0;3;2.29
REA;2020;160000253;160000451;USIC;14;5110;1080;;;3709;;;;1;0;1;2;;0.55;15;6;17.39;13;5;10.45;0;0;0;4;0;2.88
REA;2020;160000303;160006037;SURVADU;4;1464;670;;;1020;;;;4;;4;;1;0.1;4;1;4.02;6;1;6.8;;;;;;
REA;2020;160000311;160000485;SURVADU;3;1098;100;;;461;;;;2;2;0.28;1;0;0.12;10;3;1.24;14;2;1.68;1;0;0.01;9;1;0.74
REA;2020;160000337;160000493;SURVADU;3;1095;674;;;754;;;;3;1;0.77;0;0;0;5;1;1.16;5;1;0.96;0;0;0;1;0;0.2
REA;2020;160013207;160001632;SURVADU;4;1460;358;;;1438;;;;;10;1;1;;1;4;;4;4;;4;;1;0.1;;;
REA;2020;160015368;160014411;SURVADU;6;2196;275;;;1636;;;;4;;4.11;1;;0.4;8;;6.38;8;;6.71;;;;1;;0.5
REA;2020;170000038;170780050;SURVADU;4;852;132;;;607;;;;;;0.56;;;;;;;;;;;;;;;
REA;2020;170000087;170024194;REAADU;16;7149;590;620;22;4776;12;47;69;0;9;6.55;0;3;1.57;0;54;36.2;0;35;25.36;;;;0;9;6.05
REA;2020;170000087;170024194;SITOT;20;7320;2008;;;5723;;;;;;;;;;;;;;;;;;;;;
REA;2020;170000087;170024194;SIUNV;8;2928;868;;;2384;;;;0;8;2.58;0;1;0.5;5;2;7.03;5;2;6.65;;;;1;4;2.89
REA;2020;170000087;170024194;SURVADU;6;1964;285;;;1007;;;;0;7;1.35;0;3;0.44;0;54;10.8;0;35;7.58;;;;0;4;1.1
REA;2020;170000087;170024194;USIC;12;4392;1140;;;3339;;;;0;12;0.7;1;0;1;6;10;11.2;1;14;7.86;;;;2;6;3.31
REA;2020;170000095;170780167;SURVADU;6;2196;330;;;1680;;;;2;1;0.48;3;;1.37;4;1;4.11;3;;3.71;;;;4;;1.4
REA;2020;170000103;170780175;REAADU;14;5252;493;504;21;4160;19;48;71;8;1;6.28;1;1;1.32;43;10;37.72;30;6;25.61;8;2;1.21;8;0;0.33
REA;2020;170000103;170780175;SITOT;16;5856;1830;;;5441;;;;;;;;;;;;;;;;;;;;;
REA;2020;170000103;170780175;SIUNV;8;2928;758;;;2686;;;;3;0;0.65;1;;0.05;8;2;9.61;8;1;8.33;;;;1;4;0.76
REA;2020;170000103;170780175;SURVADU;6;1900;383;;;1982;;;;8;0;0.79;1;1;0.29;40;10;7.59;28;5;6.6;2;;0.02;1;;0.11
REA;2020;170000103;170780175;USIC;8;2928;1072;;;2755;;;;4;0;0.26;1;;0.58;16;8;16.61;14;3;8;12;2;0.92;2;;0.39
REA;2020;170000129;170780191;SURVADU;6;2190;325;;;1896;;;;1;8;2.25;;;;8;;7.06;7;4;6.49;;;;;;
REA;2020;170000152;170780225;SURVADU;8;2928;761;;;2363;;;;1;3;1.6;;1;0.25;9;8;13.49;0;28;6.39;;;;;;
REA;2020;170780563;170000251;SURVADU;8;2920;639;;;2145;;;;6;;6;;1;0.5;4;;5.15;5;;4.87;;;;;;
REA;2020;170780613;170024053;SURVADU;0;880;188;;;616;;;;;;;;;;;;5.62;;;;;;;;;
REA;2020;170780662;170024053;SURVADU;6;870;155;;;424;;;;;;;;;;4;14;4;;;;;;;;;
REA;2020;180000010;180000028;REAADU;14;5195;438;471;18;3717;22;40;55;4;3;6.8;;;1.62;29;8;36.77;12;4;16.78;;;0.23;;2;1.69
REA;2020;180000010;180000028;SITOT;16;5856;1579;;;3949;;;;;;;;;;;;;;;;;;;;;
REA;2020;180000010;180000028;SIUNV;4;1464;354;;;884;;;;;4;0.9;;;;2;1;4.88;3;1;4.17;;;0.98;;2;0.98
REA;2020;180000010;180000028;SURVADU;18;5772;1491;;;4847;;;;;26;2.78;;2;0.69;19;3;18.6;8;5;10.86;;;0.2;;3;0.91
REA;2020;180000010;180000028;SURVENF;4;1464;249;;;660;;;;;5;0.9;;9;2.83;;5;3.16;;1;0.79;;;;1;7;4.09
REA;2020;180000010;180000028;USIC;12;4392;1225;;;3065;;;;;9;2;1;;1;18;1;21.43;13;1;14.36;;;0.02;;;
REA;2020;180000200;180000051;SURVADU;5;1805;255;;;1230;;;;0;2;0.27;0;1;0.16;8;0;5.13;6;0;5.92;0;0;0;2;2;1.87
REA;2020;180000358;180000739;SURVADU;2;730;24;;;252;;;;;;0.28;1;;0.06;7;3;0.28;9;1;0.28;;3;0.07;;;
REA;2020;180004145;180000887;REAADU;6;90;14;14;0;69;93;38;3;1;;1;;;;;;;;;;;;;;;
REA;2020;180004145;180000887;SURVADU;12;4380;448;;;2194;;;;;1;0.5;;;;;;;;;;;;;;;
REA;2020;190000018;190000042;REAADU;15;5490;504;521;40;3944;10;44;80;6;1;2.94;1;;1;36;4;39.05;19;2;20.53;;;;2;;1.18
REA;2020;190000018;190000042;SITOT;9;3291;1083;;;2361;;;;;;;;;;;;;;;;;;;;;
REA;2020;190000018;190000042;SURVADU;12;4392;471;;;2210;;;;6;1;3.04;;;;7;;6.14;9;;9;;;;1;;1
REA;2020;190000018;190000042;USIC;9;3291;1083;;;2361;;;;7;3;1.48;1;;0.38;10;;11.67;9;1;9.86;;;;;;
REA;2020;190000026;190000059;AUTSI;6;2190;166;;;1551;;;;1;;1.35;;;0.24;8;2;9.6;8;;8.22;;;;;2;0.54
REA;2020;190000026;190000059;SITOT;12;4380;651;;;3245;;;;;;;;;;;;;;;;;;;;;
REA;2020;190000026;190000059;USIC;6;2190;485;;;1694;;;;2;;0.28;1;;0.25;5;;5.97;5;2;6.42;;;;;4;0.39
REA;2020;190000091;190000075;SURVADU;10;3660;892;;;2429;;;;2;0;1.58;0;0;0.17;6;0;6;3;1;3.88;0;0;0;0;0;0
REA;2020;190000224;190000901;SURVADU;9;3285;307;;;2046;;;;53;37;67.5;;1;0.5;4;2;5.15;6;;5.15;;3;2;;;
REA;2020;190000257;190001131;SURVADU;;;45;;;261;;;;;;1;;;5;;;;;;5;;;;;;
REA;2020;210011847;210011839;SURVADU;6;1460;185;;;629;;;;4;;4;;;;;;;;;;;;;;;
REA;2020;210012670;210011367;REAADU;4;140;3;3;0;39;67;36;0;1;;1;;;;;;;;;;;;;;;
REA;2020;210012670;210011367;SITOT;8;2920;858;;;2388;;;;;;;;;;;;;;;;;;;;;
REA;2020;210012670;210011367;SURVADU;24;8760;2464;;;5507;;;;;17;9;1;;1;7;5;12.91;5;;4.69;;;;1;;1
REA;2020;210012670;210011367;USIC;8;2920;858;;;2388;;;;5;;5;1;;1;7;;8.1;6;;8.1;;;;1;;1
REA;2020;210780789;210003208;AUTSI;6;2190;504;;;1361;;;;;3;0.6;;1;0.6;5;2;6.16;2;;2.05;;;;;;
REA;2020;210780789;210003208;SITOT;6;2190;504;;;1361;;;;;;;;;;;;;;;;;;;;;
REA;2020;210780789;210003208;SURVADU;4;1460;266;;;856;;;;;2;0.4;;1;0.4;3;2;4.11;1;;1;;;;;;
REA;2020;210987558;210780581;AUTSI;43;14640;1815;;;15668;;;;15;12;7.78;4;;3.33;58;21;71.76;28;4;28.81;;;;16;3;16.31
REA;2020;210987558;210780581;REAADU;57;20820;3343;3673;163;20043;18;39;372;10;28;18.02;43;6;39.08;108;14;111.2;84;10;81.24;12;10;17.24;28;7;30.46
REA;2020;210987558;210780581;REAENF;6;2196;382;388;80;1738;18;;;0;5;2.15;6;9;9.15;8;2;9.3;3;5;6;;;;;1;0.25
REA;2020;210987558;210780581;SITOT;71;24888;4780;;;24797;;;;;;;;;;;;;;;;;;;;;
REA;2020;210987558;210780581;SIUNV;10;3660;903;;;2959;;;;0;6;1.35;15;2;12.89;;;;2;2;3.5;;;;1;1;1
REA;2020;210987558;210780581;SURVADU;48;17568;4307;;;19941;;;;8;1;1.8;1;;0.5;11;;6.9;9;;6.5;;;;;;
REA;2020;210987558;210780581;SURVENF;10;3660;1009;;;5623;;;;0;4;0.3;6;6;8;5;4;8;7;8;10;;;;;3;1
REA;2020;210987558;210780581;USIC;18;6588;2062;;;6170;;;;5;1;1.51;1;0;1;31;;28.29;12;;9.65;;;;4;;3.23
REA;2020;210987657;210012175;AUTSI;6;2196;361;;;1461;;;;1;;0.93;1;1;0.17;11;0;11.1;6;1;5.93;;;;;5;2.05
REA;2020;210987657;210012175;REAADU;6;312;21;21;0;165;19;47;3;1;;0.07;1;1;0.01;11;;0.78;6;1;0.42;;;;;4;0.14
REA;2020;210987657;210012175;SITOT;6;2196;361;;;1461;;;;;;;;;;;;;;;;;;;;;
REA;2020;210987657;210012175;SURVADU;2;730;246;;;148;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;210987665;210012142;SURVADU;3;1095;366;;;2089;;;;;1;0.35;1;;0.19;4;;4.28;5;;4.56;1;;0.06;2;;1.57
REA;2020;210987699;210780706;AUTSI;4;1464;289;;;910;;;;4;0;1.36;2;0;0.23;9;2;5.8;8;0;6.25;0;0;0;5;0;1.96
REA;2020;210987699;210780706;REAADU;4;196;9;9;0;70;11;24;2;;;;;;;;;;;;;;;;;;
REA;2020;210987699;210780706;SITOT;10;3660;680;;;2561;;;;;;;;;;;;;;;;;;;;;
REA;2020;210987699;210780706;USIC;6;2196;391;;;1651;;;;3;0;3.66;1;0;0.17;10;4;5.69;7;2;7.63;0;0;0;3;1;1.04
REA;2020;210987731;210780417;SURVADU;6;1872;1225;;;1677;;;;1;;1;;;;2;;2;;;;;;;;;
REA;2020;220000012;220000020;REAADU;17;6139;610;646;50;4875;23;42;37;6;3;8;1;;0.28;48;10;42.67;28;5;27.18;;;;2;1;0.97
REA;2020;220000012;220000020;SITOT;16;5856;1753;;;4236;;;;;;;;;;;;;;;;;;;;;
REA;2020;220000012;220000020;SIUNV;6;2196;643;;;1406;;;;6;2;7.54;1;;0.07;5;2;5.7;3;4;6.97;;;;1;;0.12
REA;2020;220000012;220000020;SURVADU;4;1849;278;;;1258;;;;2;;2;1;;0.06;42;9;9.05;25;4;5.83;;;;1;;0.19
REA;2020;220000012;220000020;USIC;10;3660;1110;;;2830;;;;5;0;3;1;;0.1;9;7;16;13;2;12.01;;;;;;0.01
REA;2020;220000111;220000376;SURVADU;4;1460;151;;;736;;;;;4;2;;;;5;1;4.13;2;1;2.49;;1;0.2;;;
REA;2020;220000343;220000079;SURVADU;10;3660;726;;;2395;;;;3;5;2.3;0;1;0.3;15;13;9.35;15;11;9.75;0;5;0.1;0;1;0.2
REA;2020;220000368;220000103;REAADU;0;;1;1;0;9;0;40;1;;;;;;;;;;;;;;;;;;
REA;2020;220000368;220000103;SURVADU;8;2928;523;;;1956;;;;1;6;2.56;;;;6;10;12.97;5;3;7.78;;;;;2;0.38
REA;2020;220000541;220000152;SURVADU;6;2190;409;;;1247;;;;;2;0.7;;1;0.27;1;12;5.98;1;4;3.65;;;;;3;0.67
REA;2020;220005599;220017842;SURVADU;6;2190;250;;;1099;;;;4;2;5;0;1;0.05;2;0;2;2;0;2;0;0;0;0;0;0
REA;2020;220022800;220000673;REAADU;0;0;7;7;0;51;71;31;0;;;;;;;;;;;;;;;;;;
REA;2020;220022800;220000673;SURVADU;12;4380;736;;;2870;;;;2;0;2;1;0;2;9;1;9.74;10;3;8.15;0;0;0;0;0;0
REA;2020;230000820;230780041;REAADU;8;3140;252;255;6;2514;13;45;66;5;4;5.45;1;1;1.28;;23;19.49;;14;12.65;;;;1;;1
REA;2020;230000820;230780041;SITOT;8;2800;520;;;1884;;;;;;;;;;;;;;;;;;;;;
REA;2020;230000820;230780041;SURVADU;4;1380;150;;;653;;;;;;;;;;;23;4.13;;14;2.52;;;;;;
REA;2020;230000820;230780041;USIC;8;2800;520;;;1884;;;;3;;0.99;;2;0.66;11;1;10.8;9;;8.86;;;;;3;0.91
REA;2020;230780082;750005068;SURVADU;4;1464;265;;;1062;;;;2;1;2.62;8;1;7.84;;;;;;;;;;;;
REA;2020;230780157;230000861;SURVADU;4;1464;28;;;80;;;;2;;1;1;;1;;;;;;;;;;;;
REA;2020;240000190;240000596;REAADU;0;;1;1;1;0;0;18;1;0;;;;;;;;;;;;;;;;;
REA;2020;240000190;240000596;SURVADU;12;4380;1514;;;3183;;;;;8;1;;1;0.4;10;1;10.8;10;1;10.8;;;;;;
REA;2020;240000208;240000612;SURVADU;4;1460;85;;;247;;;;1;;1;1;;1;3;;3;2;;2;;;;;;
REA;2020;240000372;240000059;REAADU;3;180;5;5;0;53;20;50;0;1;0;0.7;0;0;0;3;1;3.45;2;1;2.5;0;0;0;0;0;0
REA;2020;240000372;240000059;SURVADU;6;2190;488;;;1838;;;;1;1;0.7;0;1;0.7;5;2;6.73;5;1;5.59;0;0;0;0;3;1.46
REA;2020;240000489;240000117;REAADU;27;9882;748;766;33;5518;3;37;110;4;1;5.34;1;0;1;43;0;41.17;23;0;22.94;1;0;0.16;4;0;4.07
REA;2020;240000489;240000117;SITOT;19;6954;1821;;;6412;;;;;;;;;;;;;;;;;;;;;
REA;2020;240000489;240000117;SIUNV;7;2562;522;;;1897;;;;1;;0.5;;;;;;;;;;;;;;;
REA;2020;240000489;240000117;SURVENF;4;1464;459;;;1663;;;;1;;0.2;2;;2;;;;;;;;;;1;;1
REA;2020;240000489;240000117;USIC;12;4392;1299;;;4515;;;;1;;0.5;1;0;0.78;14;0;13.13;11;0;14.03;0;0;0;1;0;0.92
