BOR;AN;nofinesset;nofinessej;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2016;510011679;510000029;120;43132;32;;0;0;1;0;0;0;0;0;0;0;0;0;31;0;0;;;0;3;0;0
USLD;2016;510024466;510000128;30;10032;26;;;;;3;;;9;3;;;;;11;5;;2;3;;2;;
USLD;2016;520000019;520780024;32;11534;26;;0;0;9;0;0;0;12;0;0;0;0;0;5;0;0;0;4;0;3;4;1
USLD;2016;520000076;520780081;35;12759;32;;;;;1;;;5;1;2;;;;23;;;;4;;13;;2
USLD;2016;530000132;530007202;30;9965;30;;;;4;;;;10;;;;;;16;;;;14;;1;;
USLD;2016;530000264;530000371;55;19394;40;;;;11;;;;18;2;;;;;10;;;;21;;2;;
USLD;2016;530031384;530000074;47;14795;31;;0;0;14;0;11;0;10;0;0;0;0;1;6;0;3;0;24;0;5;0;0
USLD;2016;530032788;530000025;56;19994;52;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;540000072;540014081;43;15026;61;;;;26;21;;;;2;;;;;12;;;;;;1;;
USLD;2016;540000155;540000080;30;10784;18;;;;5;1;;;;3;;;;;9;;;;7;;1;;
USLD;2016;540000312;540000114;30;10473;31;;;;;;;;15;;;;;;16;;;;;;3;;
USLD;2016;540000395;540000122;60;21473;38;;;;8;;;;22;;;;;;8;;;;;;;;
USLD;2016;540000668;540006707;56;19214;43;;0;0;0;4;0;0;13;17;0;3;0;0;6;;;;;;;;
USLD;2016;540006459;540023264;34;12368;20;;;;;;1;;19;;;;;;;54;;;;;2;1;
USLD;2016;540006665;540019007;31;10454;26;;;;;;;4;2;3;;;;;1;;;;;;0;0;0
USLD;2016;540008364;540000049;36;12913;7;;0;0;0;1;3;0;3;0;0;0;0;0;9;0;0;0;10;0;0;0;0
USLD;2016;540009859;570010181;30;8057;5;;0;0;0;0;1;2;2;0;0;0;0;0;0;;;;;;;;
USLD;2016;540013232;540023264;72;26093;28;;;;;;3;;16;;1;;;;4;96;0;32;;;;1;
USLD;2016;550000038;550000046;32;10619;34;;;;9;;;;3;2;;;;;;;;;;;;;
USLD;2016;550000251;550000095;30;10848;10;;;;;;;;;;;7;;;3;;;;;;;;1
USLD;2016;550000434;550003354;30;10137;18;;0;0;3;0;6;0;5;0;1;0;0;0;2;0;0;2;2;0;0;1;0
USLD;2016;550003370;550006795;48;15221;23;;;;4;1;1;;8;;2;;7;;;;;;398;;;;
USLD;2016;560000127;560023210;60;21883;41;;0;0;0;0;3;0;25;3;0;1;0;0;9;;;;;;0;;
USLD;2016;560000192;560000044;30;10160;24;;;;6;1;;6;;5;;1;;;13;;;;;;4;;
USLD;2016;560000200;560023210;30;10754;24;;0;0;2;0;0;0;16;0;0;0;0;0;4;;;;;;1;;
USLD;2016;560000275;560005746;45;14189;19;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;560000291;560000085;15;3648;9;;;;4;;;;1;;;;;;4;;;;;;0;0;0
USLD;2016;560000408;560002065;30;10929;9;;;;2;;;;2;;;;;;5;;;4;;;3;;
USLD;2016;560003980;560005746;40;14506;16;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;560010092;560002032;58;21101;8;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;560012122;560002677;50;17997;7;;;;;;;;;1;4;;;;2;;;;2;;;;
USLD;2016;560014219;560014748;30;9459;46;;;;;;;;;;;;;;46;;;;;;;;
USLD;2016;560015422;560002214;30;9627;24;;;;4;;;1;7;;;;;;12;;;;;;1;;
USLD;2016;570000166;570010181;30;10602;25;;;;6;;6;;9;;;;;;4;;;;;;;;
USLD;2016;570000349;570005165;23;8074;9;;;;1;;;;7;;;;;;;12;;7;;;;;
USLD;2016;570000448;750050759;30;10903;30;;;;;3;;;8;14;;;;;5;;;;1;;3;;
USLD;2016;570000455;570010181;30;10950;29;;;;;9;;;;10;;;;;10;;;;;;3;;
USLD;2016;570000489;750050759;60;20297;54;;;;;6;;;;6;;;;;42;;;;;;4;;2
USLD;2016;570000562;570011353;30;10838;44;;;;;;12;;10;6;;;16;;;;;;;;;;
USLD;2016;570000661;570000158;30;10594;21;;;;8;2;;;10;1;;;;;;;;;;;2;;
USLD;2016;570000893;570000141;30;11149;18;;;;;1;;;;4;2;1;;;10;;;;;;;;
USLD;2016;570000968;570000430;30;9915;31;;;;;;;;4;5;;;;;7;;;;;;5;;
USLD;2016;570003079;570010181;60;22365;36;;;;;2;1;;19;5;;;;;9;96;;28;2;;4;;
USLD;2016;570003947;570023630;30;10775;11;;;;1;2;1;;4;1;;;;;2;;;;;;;;
USLD;2016;570005215;570005165;37;12783;32;;;;8;;4;;17;1;;;;;2;3;;14;5;;3;;
USLD;2016;570012369;570011387;30;10624;20;;;;;10;;;3;1;;;;;6;;;;;;2;;
USLD;2016;570016014;570000034;41;13733;37;;;;15;3;1;;;5;;4;1;;8;;;3;19;;2;;
USLD;2016;580004836;580780039;108;38819;62;;0;;8;;6;;35;;0;;0;;7;;;;2;;1;4;0
USLD;2016;580972628;580780039;12;4294;10;;1;;0;;2;;5;;;;;;2;;;;;;1;;
USLD;2016;580972644;580781136;30;9915;34;;;;1;5;;;10;8;;1;;;1;;;2;1;;1;;1
USLD;2016;580972651;580780047;30;10549;29;;;;16;1;;;10;;;;;;3;4;;;;;4;;
USLD;2016;580972677;580780088;30;9977;31;;0;0;3;0;1;0;18;0;0;0;0;0;9;;;;;;1;0;0
USLD;2016;580972701;580970978;30;11398;7;;0;;0;;0;;7;;0;;0;;7;0;0;;;0;0;0;0
USLD;2016;580972719;580780757;30;10656;32;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;590000014;590780052;30;10607;9;;;;;;;;7;;;;;;2;;;;;;1;;
USLD;2016;590000121;590780227;60;21079;55;;;;11;;;;23;;;;;;;;;;;;1;;
USLD;2016;590000428;590781605;58;18623;42;;1;;7;;3;;23;;;;;;8;;;;;;1;;
USLD;2016;590000451;590781647;40;14184;17;;;;;1;;;6;6;;;4;;;;;;;;;;
USLD;2016;590000469;590781662;30;10250;25;;;;3;;;;10;;;;;;6;;;;;;9;;
USLD;2016;590000477;590781670;38;13876;9;;;;;;;;7;;;;;;2;;;4;;;;;
USLD;2016;590000527;590781795;30;10177;29;;0;0;3;2;3;;12;9;;;;;;;;;;;13;3;
USLD;2016;590000592;590782165;60;21106;56;;;;3;;;;39;6;;;;;8;0;0;;6;0;12;2;0
USLD;2016;590001004;590783239;60;19362;36;;;;6;1;1;;10;3;;;;;4;;;;;;;;
USLD;2016;590001582;590785663;60;18241;33;;;;;;;2;18;4;;;;;9;;;;;;4;;
USLD;2016;590044632;590782421;30;10711;10;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;590788865;590782421;60;20606;27;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;590791091;590780193;120;38227;54;;9;;2;2;1;;30;2;;;;;8;;;;2;;2;;
USLD;2016;590791323;590782637;60;17091;30;;0;0;0;2;0;0;14;0;0;1;0;0;13;0;0;0;0;0;2;;
USLD;2016;590804340;590788956;80;28544;39;;;;2;1;4;1;10;8;;1;;;12;;;;;;;;
USLD;2016;590804696;590781902;60;20933;31;;0;0;1;1;2;0;16;8;0;1;0;0;1;18;2;0;17;44;2;1;0
USLD;2016;590812186;590782421;30;10594;17;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;590812749;590782215;90;31388;37;;0;0;;6;1;1;7;6;1;;0;0;15;;;;;;4;1;0
USLD;2016;600000020;600100085;30;10665;25;;;;;;;;17;4;;;;;4;;;;;;;17;3
USLD;2016;600000046;600100127;30;10611;22;;;;;;;;13;3;;;;;6;0;0;0;0;0;0;0;0
USLD;2016;600000053;600101984;73;26073;55;;;;3;;1;;28;2;;;;;21;;;2;;;5;1;
USLD;2016;600000152;600100572;86;30717;33;;0;;4;;0;;12;7;0;1;0;;8;0;0;7;0;0;1;5;1
USLD;2016;600000186;600100648;88;31743;46;;;;;;;;6;23;;2;;;15;;;;;;;2;3
USLD;2016;600000285;600100721;47;15761;31;;0;;3;;1;;12;;0;;0;;15;;;;;;;;
USLD;2016;600001184;600108948;31;11263;22;;;;;;;;;;;;;;;;;;3;;5;;
USLD;2016;600100101;750712184;94;33660;43;;;;;;;3;40;;;;;;;;;;;;6;21;8
USLD;2016;600105381;600106611;51;18119;27;;;;;2;;;13;8;;;;;4;;;;;;2;3;
USLD;2016;600107494;600100713;100;34839;38;;1;0;3;0;8;0;14;4;0;0;0;0;5;0;0;0;4;0;3;0;5
USLD;2016;600107668;600100721;73;26196;28;;0;0;0;0;3;0;11;0;0;0;0;0;14;0;0;0;0;0;4;2;1
USLD;2016;610000044;610780074;30;10619;20;;0;0;2;0;0;0;8;4;0;0;0;0;6;0;0;7;7;0;5;2;2
USLD;2016;610784050;610780082;110;38192;28;;;;4;;;;14;3;;;;;6;;;13;2;;4;3;1
USLD;2016;620000067;620100081;30;10704;17;;;;;;;3;7;;;1;;;6;;;;;;;;
USLD;2016;620000117;620100461;30;0;0;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;620000224;620100651;60;21717;50;;;;3;;;;19;9;;;;;8;;;;;;3;;
USLD;2016;620000240;620100677;60;21392;43;;;;;;21;12;15;;;;;;8;;;;;;5;;
USLD;2016;620000299;620101295;30;9894;17;;;;;;;;6;;;;;;1;;2;;3;;2;;1
USLD;2016;620000323;620101337;30;10908;14;;;;;1;1;;6;;;;;;1;;;;3;;2;;
USLD;2016;620000349;620101360;50;18198;17;;;;;1;;;7;1;;;;;8;;;;2;;;;
USLD;2016;620000653;620103440;60;22363;36;;0;0;1;0;0;1;26;24;0;1;;0;11;0;0;0;5;0;3;0;0
USLD;2016;620003202;620103432;30;8712;13;;;;;;;;5;4;;;;;4;;;;;;2;;
USLD;2016;620003350;620001834;88;30673;117;;0;;5;;19;;79;;0;;0;;1;0;0;0;0;0;0;0;0
USLD;2016;620106625;620020859;40;14095;25;;;;;3;;;21;;;;;1;;;;;;;1;;
USLD;2016;620108357;620103432;30;8712;13;;;;;;;;5;4;;;;;4;;;;;;2;;
USLD;2016;620111195;620100057;110;38903;57;;;;9;;1;;30;10;1;;;;16;;;54;55;;13;;
USLD;2016;630000016;630180032;30;10654;23;;;;5;;;;9;1;;;;;8;;;;;;1;3;0
USLD;2016;630000412;630780997;40;14448;12;;0;;0;;0;;7;;0;;0;;5;0;;0;;19;4;0;0
USLD;2016;630000420;630781003;29;9737;42;;0;;14;;19;;1;;1;;0;;5;0;0;0;;0;10;2;0
USLD;2016;630000446;630781029;30;10837;32;;0;;8;;2;;7;;0;;0;;15;;;;;;;1;
USLD;2016;630000560;630781367;66;23801;43;;;;33;;;;43;;0;1;20;1;;;;;;;;;
USLD;2016;630781821;750043994;30;7731;9;;;;;;;;;;5;1;3;;;;;29;;;3;;
USLD;2016;630787034;630780989;110;39178;41;;;;3;1;;4;21;;;1;;;13;0;0;7;5;0;3;3;
USLD;2016;630790384;630786754;44;15468;17;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;640000162;640780417;96;34513;58;;;;6;2;;;12;20;2;;;;3;;;;;;2;;
USLD;2016;640000402;640780813;55;19702;67;;;;;6;2;;21;;;1;;;4;;;;;;5;;
USLD;2016;640000410;640780821;56;19514;39;;1;0;7;1;13;0;15;3;0;0;0;0;3;0;0;0;0;0;0;2;9
USLD;2016;640000600;640781290;80;25519;44;;;;8;;2;;32;;;;;2;;115;;;3;;;5;3
USLD;2016;640003836;640791976;20;7148;13;;;;;3;;;;3;;2;;;;;;;;;;;
USLD;2016;640780755;640780417;54;19554;23;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;640786281;640791976;60;21724;20;;;;;6;;;;4;;7;;;;;;;;;;;
USLD;2016;650000045;650780158;33;11983;21;;;;;2;2;;5;2;;;;;10;;;;;;;;
USLD;2016;650000060;650780174;60;21639;53;;0;0;6;4;15;0;0;8;4;0;0;0;16;;;;;;7;9;0
USLD;2016;650780141;650783160;47;17003;37;;0;0;12;2;2;;12;10;;;;;3;;;;;;;;
USLD;2016;650780182;650783160;101;36298;56;;0;0;3;1;1;;30;2;;;;;18;;;;;;;;
USLD;2016;650786668;650780166;36;12708;31;;0;;2;1;;;10;1;0;2;;;15;;;;3;;;;
USLD;2016;660000084;660780180;38;13659;26;;1;;1;;1;;17;1;;;;;5;;;;;;2;2;0
USLD;2016;660000167;660780271;40;14550;22;;;;2;;;;8;;;;;;12;;;;;;4;;
USLD;2016;660007261;660010059;15;5078;11;;;;2;;;;8;;;;;;1;;;;;;2;;
USLD;2016;660781444;660780180;160;57215;71;;;;3;;8;;34;13;;;;;14;;;;;;;;
USLD;2016;670000041;670780071;30;10561;15;;;;;;;;5;;;;;;10;;;;;;;;
USLD;2016;670000058;670013366;72;26113;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;670000157;670780337;31;10341;37;;;;26;36;13;;;;;;;;15;;8;;3;;;;
USLD;2016;670000165;670780345;30;10841;20;;;;4;;;;8;2;;;2;;;2;;1;;;;;
USLD;2016;670000215;680000643;45;16350;26;;0;;5;;1;;14;;0;;0;;6;0;0;1;3;0;1;0;0
USLD;2016;670000306;670780584;104;36333;77;;0;0;0;6;20;1;20;15;0;1;0;0;10;0;0;40;28;0;6;2;0
USLD;2016;670000348;670780642;30;10782;12;;;;4;;;;7;;;;;;1;;;;;;;;
USLD;2016;670000397;670017755;45;16094;20;;;;2;;;;;6;;;;;8;;;;;;2;1;
USLD;2016;670000603;670781152;40;14133;65;;0;0;0;2;0;0;0;9;3;0;;0;4;0;0;6;0;0;0;0;0
USLD;2016;670002278;750043994;45;16298;60;;0;0;0;36;0;0;13;0;0;0;0;0;11;0;0;0;0;0;3;15;6
USLD;2016;670014992;670780139;30;10854;37;;;;;11;;4;10;4;;;;2;6;;;;2;;4;;
USLD;2016;670799550;670780055;108;39420;104;;;;30;1;17;2;31;9;;;;;;;;20;;;5;;
USLD;2016;680000122;680020336;30;10664;24;;;;4;1;;;9;;;;;;10;13;0;18;4;0;1;0;0
USLD;2016;680000312;680015963;30;10717;15;;0;;0;;0;;13;;0;;0;;2;0;0;0;0;0;0;0;0
USLD;2016;680000544;680000395;25;9031;6;;0;0;0;0;2;0;2;0;0;0;0;0;2;1;0;0;2;0;0;0;0
USLD;2016;680000627;680020336;30;10744;11;;;;1;;;;4;;;;;;6;;;1;;;;;
USLD;2016;680000767;680001088;48;17374;47;;;;;22;;;20;1;;;;;4;0;0;0;1;0;8;;
USLD;2016;680000833;680001138;46;16410;44;;;;;6;;;31;;;;;;7;;;;;;7;;
USLD;2016;680000882;680000643;30;10792;21;;;;;;6;6;5;3;;;;;1;;;;;;6;;
USLD;2016;680004553;680020336;108;38392;114;;;;21;;19;;55;;1;;;;18;;;3;;;9;;
USLD;2016;680020427;680014495;80;28275;56;;;;;4;;;28;6;;1;;;6;58;0;72;4;0;13;1;0
USLD;2016;690000245;690780432;100;32337;102;;;;;;;;75;;;;;;;;;14;;15;;;
USLD;2016;690000609;690010749;30;10687;38;;0;0;5;6;0;0;19;0;0;0;0;0;8;0;0;0;1;0;5;2;5
USLD;2016;690000773;690782925;85;30655;33;;;;;;4;;16;;;;;;13;1;;1;;;1;;
USLD;2016;690780150;690000104;30;10716;16;;;;;;;;45;;;1;;;;;1;;3;;1;;
USLD;2016;690782420;690793633;33;11934;22;;;;;;;15;6;;;;;;1;;;;;;;2;2
USLD;2016;690784194;690781810;54;19486;23;;;;5;;;;27;;1;;0;0;26;;;;;;;;
USLD;2016;690787429;690781810;59;21123;28;;;;5;0;;;39;0;0;0;0;0;12;;;;;;;;
USLD;2016;690787452;690781810;120;43946;73;;;;25;27;;;0;64;0;1;0;0;46;0;0;0;0;0;0;0;0
USLD;2016;690787478;690781810;135;53340;39;;;;3;;;;31;1;0;;0;;;;;;;;7;1;
USLD;2016;690791132;690001912;60;20322;79;;;;;61;;;;13;;;;;5;;;4;5;;5;;
USLD;2016;690801709;690802715;60;21769;24;;0;;8;;5;;6;;0;;0;;5;0;0;4;0;0;4;0;0
USLD;2016;690802251;690782222;40;14574;18;;;;;2;;;10;;;;;;6;;;;3;;;;
USLD;2016;690802913;690005038;63;21870;39;;;;1;7;1;3;15;2;;;;;10;;;;25;12;2;;
USLD;2016;690803093;690780564;30;10781;11;;;;;;;;;;;;;;;;;;;26;104;;
USLD;2016;700784341;700004096;30;10814;12;;;;;1;;;;;2;;;;9;;;1;;;2;;
USLD;2016;710972365;710780644;70;25122;29;;;;;;5;;4;13;;;;;4;;;;;;;;1
USLD;2016;710972423;710780263;90;31115;26;;;;7;;;1;1;;2;;1;;14;;;;;;;;
USLD;2016;710978248;710781451;54;18770;28;;0;0;4;1;1;0;19;0;0;0;0;0;3;;;;17;12;0;0;0
USLD;2016;720000033;720000025;64;23347;25;;0;0;2;0;0;0;18;1;0;1;0;0;3;0;0;0;2;0;9;0;0
USLD;2016;720000124;720000066;30;10297;33;;1;;6;;;;3;;;;;;18;;;;;;;;
USLD;2016;720000314;720000090;20;7580;28;;;;;;;;17;10;;;;;2;;;;;;12;;
USLD;2016;720000470;610780082;30;10884;7;;;;1;;;;4;;;;;;2;;;2;;;;3;1
USLD;2016;720000520;720000140;55;19133;17;;;;;4;;;7;;;1;;;5;;;;;;;;
USLD;2016;720000801;720002054;30;10808;22;;0;0;0;4;0;0;0;12;0;0;0;0;6;0;0;0;0;0;7;0;0
USLD;2016;720005909;720000025;126;45606;76;;0;0;6;0;9;0;33;6;0;3;0;0;18;0;0;0;0;0;11;0;0
USLD;2016;730000049;730002839;30;10697;27;;;;14;;;;9;;;;;;4;;;;3;;;;
USLD;2016;730000080;730780103;30;10844;33;;;;19;;;;2;8;;;;;4;;;;25;;143;;
USLD;2016;730000098;730000015;30;10783;43;;;;5;;;;10;;;;;;;;;;;;3;1;
USLD;2016;730783552;730000015;53;18360;32;;0;0;5;0;0;0;5;0;0;0;1;0;6;0;0;0;0;0;0;0;0
USLD;2016;730785276;730002839;30;10766;17;;;;3;1;;;6;;;;;;7;;;;1;;;;
USLD;2016;740000286;740781190;30;10210;64;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;740000302;740781133;30;10802;20;;;;5;4;;;5;;;;2;;4;;;;;;2;;
USLD;2016;740000401;740781893;50;17659;57;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;740001847;740780168;40;13590;14;;;;2;6;;;;3;;;;;3;;;;9;;;;
USLD;2016;740011481;740781133;80;28709;63;;1;;14;2;14;;19;7;;;;;6;;;;;;6;;
USLD;2016;740788070;740790381;30;10761;17;;5;;6;;;;1;;;;;;7;;;;;;;;
USLD;2016;740789532;740781208;45;15951;31;;;;;;;;23;3;;;;;5;;;;;;2;;
USLD;2016;750041543;750712184;60;20799;33;;;9;;489;17;87;;1;;;;;395;;;;;;;;
USLD;2016;750100042;750712184;78;27426;37;;0;0;3;4;2;;26;1;0;0;0;0;1;;;;;;2;2;
USLD;2016;750100083;750712184;32;11543;22;;;;;;;;22;;;;;;;;;;;;;;
USLD;2016;750100125;750712184;37;13355;8;;;;;;;;7;;;;;;1;;;;;;;;
USLD;2016;750100216;750712184;157;53163;57;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;750100299;750712184;390;99304;125;;0;0;10;41;3;7;52;20;0;2;0;1;3;;;;;;2;;
USLD;2016;750150377;750721334;78;26584;20;;;;;;;;;20;;;;;;;;;;;;;
USLD;2016;750801441;750712184;388;121293;154;;;1;;;;4;;145;;;;7;;;;;34;;31;9;
USLD;2016;760000141;760780239;145;45879;52;;;;2;;9;;10;1;;1;;;29;;;1;0;;;;
USLD;2016;760000356;760780726;154;50511;128;;;;59;9;10;;14;0;3;;;;30;;;10;10;;12;4;
USLD;2016;760000380;760780759;35;12728;28;;;;;;;;3;;;;;;;;;;;;25;;
USLD;2016;760023671;760780239;70;25363;18;;;;3;;;;6;;;;;;9;2;;;2;;;2;
USLD;2016;760033803;760780213;39;13539;38;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;760783530;760780239;90;32235;24;;;;;;;;12;5;;2;;;5;;;15;4;;;;
USLD;2016;760800938;760780023;130;46372;89;;4;;6;1;16;;75;;3;;0;;24;;;;;;;;
USLD;2016;760806950;760780734;40;14267;35;;0;;7;2;3;;17;;;;;;6;0;0;0;0;0;3;;
USLD;2016;770000156;770110054;41;14455;38;;0;0;5;1;2;0;15;3;0;0;0;0;12;0;0;0;22;0;7;4;
USLD;2016;770000164;770110062;70;24292;74;;0;;0;;4;;14;;;;;;1;4;0;16;;;;;
USLD;2016;770000214;770130052;38;13454;21;;;;;;;;12;5;;;;;4;;;3;10;;6;;
USLD;2016;770813814;770130037;114;40456;45;;;;;4;;;;28;;;;;13;;;;;;1;;
USLD;2016;770814622;770700185;57;20895;21;;0;0;0;0;0;0;13;3;0;0;0;0;5;0;0;20;0;0;1;1;1
USLD;2016;780000287;780110011;50;16711;21;;;;;;;;7;;;;;;10;;;;;;4;;
USLD;2016;780000303;780110037;64;25076;39;;0;0;0;0;3;3;14;10;0;0;0;0;9;0;;;46;;13;3;0
USLD;2016;780000311;780001236;97;31297;29;;1;;3;1;;;12;6;;;;;5;;;;;;2;2;
USLD;2016;780000337;780001236;39;12696;25;;;;;;;;12;8;;;;;5;4;;;;;;;
USLD;2016;780000352;780110094;60;20307;11;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;780000360;780130019;40;13529;26;;0;4;0;5;0;4;0;9;0;1;0;0;3;25;10;5;20;0;1;0;0
USLD;2016;780000378;780130027;30;10373;21;;;;11;;;;4;;;;;;6;;;;;;;;
USLD;2016;780150033;780020715;48;13361;25;;;;;5;;;;1;;;;;19;;;;;;;;
USLD;2016;780822748;780002697;32;11380;10;;0;0;1;0;1;0;7;0;;0;;0;1;;;;;;;;
USLD;2016;790000087;790000012;71;19774;57;;;;5;;6;;32;3;11;;;;11;;;;12;;4;;
USLD;2016;790000111;790019491;35;11735;20;;;;;;10;2;;;;;;;8;;;;;;;;
USLD;2016;790000145;790000079;30;7100;24;;;;;;;;16;2;;;;;6;;;;;;6;;
USLD;2016;790003537;790006654;27;7756;41;;;;22;;3;3;3;6;;;;;4;;;;;;;1;1
USLD;2016;790007884;790006654;28;9916;14;;1;0;2;0;0;0;8;0;0;0;0;0;3;;;;;;3;;
USLD;2016;790009369;790006654;30;9574;27;;;;21;1;;;1;1;;;;;3;;;;;;3;2;
USLD;2016;800000200;800000051;30;10726;37;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;800000226;800000069;35;12686;17;;;;1;;;;9;2;;;;;5;0;0;0;16;0;1;0;
USLD;2016;800000275;800000077;30;10881;28;;;;;;;;4;;;;;;24;;;;;;;;
USLD;2016;800000390;800000085;30;10778;15;;0;0;1;0;0;0;7;1;0;0;0;0;4;0;0;0;0;0;1;0;0
USLD;2016;800000507;800000135;65;22589;49;;;;14;;;;19;4;;;;;12;0;0;0;0;0;2;0;0
USLD;2016;800000614;800000044;190;66199;51;;0;0;4;2;8;0;38;6;0;0;0;0;9;0;0;0;0;0;0;0;1
USLD;2016;800004152;800000093;30;10774;12;;;;;;;;11;;;;;;1;0;0;0;7;0;1;;
USLD;2016;800009417;800000085;35;12588;26;;1;0;3;2;0;0;7;2;0;0;0;2;11;0;0;0;0;0;1;2;0
USLD;2016;810000505;810000331;74;26636;42;;;;;;4;2;13;10;5;;;0;8;0;1;0;25;0;14;0;0
USLD;2016;810000513;810000349;29;10585;34;;;;20;5;;;;7;;;;;2;;;;;;4;;
USLD;2016;810000562;810000455;60;21847;26;;0;0;5;0;0;0;12;1;1;0;0;0;7;0;0;8;10;0;0;0;0
USLD;2016;810099838;810000380;50;18069;29;;;;11;3;;;5;4;;2;4;;;;;;2;;;;
USLD;2016;810100370;810000380;70;25524;17;;;;;;;;8;;;4;;;4;;;;;;;;
USLD;2016;820000032;820000016;30;10536;23;;0;;14;1;8;;9;;1;;0;;18;0;0;0;0;0;1;0;0
USLD;2016;820000438;820000214;35;11513;52;;0;0;0;13;0;3;0;11;0;0;0;0;25;0;0;1;1;0;8;0;3
USLD;2016;830000279;830100517;46;15730;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;830000337;830100590;40;14236;27;;0;0;18;1;0;0;0;4;0;0;0;0;4;0;0;0;0;0;3;1;0
USLD;2016;830013629;130002041;26;9322;13;;;;4;;8;;;;;;;;1;;;;;;;;
USLD;2016;830017372;750721235;100;34527;47;;;;;12;;;24;3;;;;;8;;;;;;;;
USLD;2016;830100608;830100616;14;5104;6;;;;;;;;;2;;;;;3;;;;;;;;
USLD;2016;830100764;440052041;40;14499;26;;;;;3;;;14;1;;;;;8;;;;;;2;4;
USLD;2016;830202743;830100616;36;13080;21;;;;;;;1;;16;;;;;3;;46;;;;;;
USLD;2016;830206983;830008819;30;10118;29;;;;;3;;;11;2;;;12;1;;;;;;;;;
USLD;2016;830212783;830002432;23;8348;6;;;;;;;;;6;;;;;;;;;;;4;;
USLD;2016;830213880;830100566;30;10659;22;;0;;1;;0;;12;;0;;9;;;0;0;9;1;0;3;2;1
USLD;2016;830213989;830100525;35;12556;18;;;;;;3;;;4;;;;;11;;;;;;4;;
USLD;2016;840000392;840000046;30;10980;34;;;;9;;12;;1;8;;;;;5;;;4;11;;1;4;
USLD;2016;840000418;840004659;33;11228;51;;;;;3;;;23;13;;;;;12;;;;;;3;2;
USLD;2016;840000483;840000087;30;10860;17;;;;5;;;;7;;;;;;5;;;;;;;;2
USLD;2016;840000491;130041916;50;18025;19;;;;2;1;;;8;1;;;;;7;;;;;;;7;
USLD;2016;840001861;840006597;67;24332;13;;;;;;;;13;;;;;;;;;;;;;;
USLD;2016;840007579;840000012;40;14072;51;;;;1;1;;;9;2;;;;;2;;;;;;1;;
USLD;2016;850000142;850000019;80;28918;42;;0;0;0;0;0;0;38;0;0;0;0;0;2;118;0;0;9;0;0;7;0
USLD;2016;850000209;850000019;30;10828;25;;1;;3;;;;11;3;;;;;7;;;4;1;;4;;
USLD;2016;850000233;850009010;30;10763;25;;0;0;0;0;1;0;10;0;0;0;0;0;14;0;0;2;0;0;5;0;0
USLD;2016;850000647;850025867;42;14994;28;;0;0;1;0;0;0;9;2;0;1;;;1;0;0;0;3;0;6;1;2
USLD;2016;850003377;850009010;30;10877;14;;0;0;2;0;0;0;8;0;0;0;0;0;4;0;0;1;7;0;0;0;1
USLD;2016;850021049;850000084;60;21769;31;;0;0;1;1;0;0;11;0;0;0;0;0;18;0;0;0;0;0;0;0;0
USLD;2016;850021866;850000092;25;8980;6;;;;;;;;;;5;;;;1;;;31;;;;;
USLD;2016;850022013;850000100;21;7214;19;;;;;4;;;7;2;;;;;6;;;;0;;3;1;
USLD;2016;860000025;860013382;60;21328;50;;;;6;;5;;24;4;;;;;11;;;62;9;;5;;
USLD;2016;860000033;860013382;30;10810;13;;0;;1;;0;;8;;0;;0;;4;0;0;30;23;0;0;0;0
USLD;2016;860000058;860014208;42;13258;36;;;;12;1;4;;11;1;;1;;;;;;;;;2;;
USLD;2016;860000223;860014208;74;26265;67;;;;;;3;;44;;;2;;;;;;;;;3;;
USLD;2016;860011014;860014208;30;10414;31;;;;;1;;;21;;;;;;2;;;;;;;;
USLD;2016;870000270;870000031;40;14610;41;;0;0;7;1;2;0;15;0;0;0;0;0;16;0;0;0;2;0;10;0;0
USLD;2016;870000551;870014503;39;13546;19;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;870000601;870014248;30;10803;57;;;;31;;;;7;;;;;;1;;;;;;5;1;
