BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2020;140000373;140000159;N4130;4;1;4.58;;;;
IMAGES_P;2020;140000373;140000159;N4160;;1;0.21;;;;
IMAGES_P;2020;140000373;140000159;NAUT;;1;0.5;;;;
IMAGES_P;2020;140000555;140000639;M1160;5;7;6.89;0;1;0;0
IMAGES_P;2020;140000555;140000639;M1210;5;2;5.32;0;1;;
IMAGES_P;2020;140000555;140000639;N4130;24;4;25.34;0;1;;
IMAGES_P;2020;140000555;140000639;N4160;1;;1;;;;
IMAGES_P;2020;140000555;140000639;NAUT;19;1;20.56;;;;
IMAGES_P;2020;140002452;140025800;M1160;6;;1.24;;;;
IMAGES_P;2020;140002452;140025800;N4130;2;4;3.15;0;0;;
IMAGES_P;2020;140002452;140025800;N4160;1;;0.25;;;;
IMAGES_P;2020;140002452;140025800;NAUT;3;2;5.59;;;;
IMAGES_P;2020;140017237;140003278;M1160;3;6;8;0;1;0;0
IMAGES_P;2020;140017237;140003278;N4130;12;2;11.12;;1;;
IMAGES_P;2020;140017237;140003278;N4160;1;;1;;;;
IMAGES_P;2020;140017237;140003278;NAUT;11;2;7.38;;;;
IMAGES_P;2020;140024886;140000092;M1160;;7;2.23;0;1;;
IMAGES_P;2020;140024886;140000092;N4130;5;4;5.17;0;1;;
IMAGES_P;2020;140024886;140000092;N4160;0;1;0.5;;;;
IMAGES_P;2020;140024886;140000092;NAUT;1;1;1.71;;;;
IMAGES_P;2020;150000032;150780088;M1160;2;0;2;0;0;0;0
IMAGES_P;2020;150000032;150780088;N4130;8;1;9.93;;;;
IMAGES_P;2020;150000032;150780088;N4160;1;0;1;;;;
IMAGES_P;2020;150000032;150780088;NAUT;11;0;10.18;;;;
IMAGES_P;2020;150000040;150780096;M1160;3;1;3.56;0;1;1;1
IMAGES_P;2020;150000040;150780096;N4130;14;4;18.31;0;0;;
IMAGES_P;2020;150000040;150780096;N4160;;1;0.9;;;;
IMAGES_P;2020;150000040;150780096;NAUT;9;2;10.06;;;;
IMAGES_P;2020;150000164;150780468;N4130;5;;4.83;;1;;
IMAGES_P;2020;150000180;150780500;N4130;1;;0.1;0;0;;
IMAGES_P;2020;150000180;150780500;NAUT;1;;1;;;;
IMAGES_P;2020;150780120;150000065;N4130;0;1;0.5;0;0;;
IMAGES_P;2020;150780120;150000065;NAUT;0;1;0.1;;;;
IMAGES_P;2020;150780732;150000271;M1160;5;;5;0;1;;
IMAGES_P;2020;150780732;150000271;M1210;;2;1.6;;0;;
IMAGES_P;2020;160000170;160000204;M1160;;12;1;;;1;1
IMAGES_P;2020;160000253;160000451;M1160;8;1;8.51;1;0;0;1
IMAGES_P;2020;160000253;160000451;M1210;2;1;2.51;;;;
IMAGES_P;2020;160000253;160000451;MAUT;0;0;0.05;;;;
IMAGES_P;2020;160000253;160000451;N4130;33;8;38.27;1;1;;
IMAGES_P;2020;160000253;160000451;N4160;2;0;1.83;;;;
IMAGES_P;2020;160000253;160000451;NAUT;16;5;17.23;;;;
IMAGES_P;2020;160000303;160006037;M1160;2;;2.51;;1;0;0
IMAGES_P;2020;160000303;160006037;N4130;5;1;5.85;;1;;
IMAGES_P;2020;160000303;160006037;NAUT;2;1;2.91;;;;
IMAGES_P;2020;160000311;160000485;M1160;3;;3;0;1;0;0
IMAGES_P;2020;160000311;160000485;N4130;9;;8.54;0;1;;
IMAGES_P;2020;160000311;160000485;NAUT;3;;2.49;;;;
IMAGES_P;2020;160000337;160000493;M1160;2;1;2.2;0;1;0;0
IMAGES_P;2020;160000337;160000493;N4130;4;1;5.5;0;0;;
IMAGES_P;2020;160000337;160000493;N4160;;1;0.2;;;;
IMAGES_P;2020;160015368;160014411;M1160;2;;2;0;1;0;0
IMAGES_P;2020;160015368;160014411;MAUT;;;0.16;;;;
IMAGES_P;2020;160015368;160014411;N4130;9;1;9.97;0;1;;
IMAGES_P;2020;160015368;160014411;NAUT;13;;11.21;;;;
IMAGES_P;2020;170000038;170780050;M1160;;0;1.08;0;1;1;0
IMAGES_P;2020;170000038;170780050;N4130;9;;9;0;1;;
IMAGES_P;2020;170000038;170780050;N4160;;1;0.07;;;;
IMAGES_P;2020;170000038;170780050;NAUT;;;0.18;;;;
IMAGES_P;2020;170000087;170024194;M1160;7;2;8.77;0;1;;
IMAGES_P;2020;170000087;170024194;N4130;29;15;36.52;;;;
IMAGES_P;2020;170000087;170024194;N4160;2;;2.06;;;;
IMAGES_P;2020;170000087;170024194;NAUT;24;5;24.51;;;;
IMAGES_P;2020;170000095;170780167;M1160;;1;0.2;0;0;0;0
IMAGES_P;2020;170000095;170780167;N4130;6;1;6.37;0;0;;
IMAGES_P;2020;170000095;170780167;NAUT;2;1;3.06;;;;
IMAGES_P;2020;170000103;170780175;M1160;2;3;3.37;0;;0;0
IMAGES_P;2020;170000103;170780175;N4130;20;1;20.29;0;0;;
IMAGES_P;2020;170000103;170780175;NAUT;2;0;1.62;;;;
IMAGES_P;2020;170000129;170780191;M1160;1;4;2.72;0;1;1;1
IMAGES_P;2020;170000129;170780191;N4130;8;2;9.08;0;1;;
IMAGES_P;2020;170000129;170780191;N4160;1;;1;;;;
IMAGES_P;2020;170000129;170780191;NAUT;7;2;8.11;;;;
IMAGES_P;2020;170000152;170780225;M1160;5;3;5.46;0;1;0;0
IMAGES_P;2020;170000152;170780225;N4130;16;5;19.98;;1;;
IMAGES_P;2020;170000152;170780225;N4160;1;;1;;;;
IMAGES_P;2020;170000152;170780225;NAUT;10;2;11.81;;;;
IMAGES_P;2020;170000178;170780266;M1160;;1;0.01;0;0;0;0
IMAGES_P;2020;170000178;170780266;N4130;;1;0.4;0;0;;
IMAGES_P;2020;170780563;170000251;M1160;2;;2;;;;
IMAGES_P;2020;170780563;170000251;N4130;6;;6;;;;
IMAGES_P;2020;170780563;170000251;N4160;1;;1;;;;
IMAGES_P;2020;170780563;170000251;NAUT;6;;6;;;;
IMAGES_P;2020;170780621;170000285;M1160;;5;0.5;0;0;1;1
IMAGES_P;2020;170780621;170000285;N4130;;3;1.61;0;0;;
IMAGES_P;2020;180000010;180000028;M1160;1;2;3.76;0;1;0;0
IMAGES_P;2020;180000010;180000028;N4130;14;13;24.7;1;1;;
IMAGES_P;2020;180000010;180000028;N4160;1;;1;;;;
IMAGES_P;2020;180000010;180000028;NAUT;5;3;6.81;;;;
IMAGES_P;2020;180000200;180000051;M1160;1;1;1.1;1;;0;0
IMAGES_P;2020;180000200;180000051;M1210;0;0;0;1;0;;
IMAGES_P;2020;180000200;180000051;MAUT;0;1;0.23;;;;
IMAGES_P;2020;180000200;180000051;N4130;14;0;11.98;0;0;;
IMAGES_P;2020;180000200;180000051;N4160;0;1;0.2;;;;
IMAGES_P;2020;180000200;180000051;NAUT;3;3;4.37;;;;
IMAGES_P;2020;180000283;180000069;M1160;;1;0.24;0;1;1;1
IMAGES_P;2020;180000283;180000069;N4130;5;;5;1;0;;
IMAGES_P;2020;180000283;180000069;NAUT;2;;2;;;;
IMAGES_P;2020;180000358;180000739;M1160;1;;1;0;0;0;0
IMAGES_P;2020;180000358;180000739;N4130;2;0;2.09;0;0;;
IMAGES_P;2020;180000358;180000739;NAUT;1;0;1;;;;
IMAGES_P;2020;190000018;190000042;M1160;2;2;2.68;0;1;1;1
IMAGES_P;2020;190000018;190000042;MAUT;4;2;1.8;;;;
IMAGES_P;2020;190000018;190000042;N4130;16;8;21.28;1;1;;
IMAGES_P;2020;190000018;190000042;N4160;1;;0.9;;;;
IMAGES_P;2020;190000018;190000042;NAUT;11;4;12.88;;;;
IMAGES_P;2020;190000026;190000059;M1160;3;;3;0;1;1;0
IMAGES_P;2020;190000026;190000059;N4130;13;5;16.41;1;0;;
IMAGES_P;2020;190000026;190000059;N4160;;;0.61;;;;
IMAGES_P;2020;190000026;190000059;NAUT;7;2;7;;;;
IMAGES_P;2020;190000091;190000075;M1160;1;0;1.67;0;1;;
IMAGES_P;2020;190000091;190000075;N4130;5;3;7.87;0;1;;
IMAGES_P;2020;190000091;190000075;N4160;1;0;1;;;;
IMAGES_P;2020;190000091;190000075;NAUT;6;1;6.25;;;;
IMAGES_P;2020;190000224;190000901;M1160;1;7;4.75;0;0;;
IMAGES_P;2020;190000224;190000901;M1210;3;2;3.5;0;0;;
IMAGES_P;2020;210780789;210003208;M1160;3;27;5.7;0;1;0;0
IMAGES_P;2020;210780789;210003208;N4130;3;;3;0;0;;
IMAGES_P;2020;210780789;210003208;NAUT;2;;2;;;;
IMAGES_P;2020;210987558;210780581;M1160;18;2;12.26;0;1;1;1
IMAGES_P;2020;210987558;210780581;M1210;1;;0.5;0;1;;
IMAGES_P;2020;210987558;210780581;MAUT;1;3;2.3;;;;
IMAGES_P;2020;210987558;210780581;N4130;72;14;75.1;1;1;;
IMAGES_P;2020;210987558;210780581;N4160;3;;3;;;;
IMAGES_P;2020;210987558;210780581;NAUT;42;;31.8;;;;
IMAGES_P;2020;210987632;210780607;M1160;;1;0.2;0;0;0;0
IMAGES_P;2020;210987632;210780607;N4130;;1;0.86;0;0;;
IMAGES_P;2020;210987657;210012175;M1160;2;2;2.74;0;0;1;1
IMAGES_P;2020;210987657;210012175;N4130;10;2;10.13;0;;;
IMAGES_P;2020;210987657;210012175;N4160;1;;0.92;;;;
IMAGES_P;2020;210987657;210012175;NAUT;7;;6.82;;;;
IMAGES_P;2020;210987665;210012142;M1160;;1;0.64;1;1;0;0
IMAGES_P;2020;210987665;210012142;N4130;5;2;6.93;0;0;;
IMAGES_P;2020;210987665;210012142;NAUT;3;1;2.69;;;;
IMAGES_P;2020;210987673;210012142;N4130;1;;0.69;;;;
IMAGES_P;2020;210987673;210012142;NAUT;2;;0.49;;;;
IMAGES_P;2020;210987681;210012142;M1160;;1;0.36;;;;
IMAGES_P;2020;210987681;210012142;N4130;1;1;1.7;;;;
IMAGES_P;2020;210987699;210780706;M1160;2;1;3.75;0;1;0;0
IMAGES_P;2020;210987699;210780706;N4130;11;2;12.01;1;0;;
IMAGES_P;2020;210987699;210780706;N4160;1;0;1;;;;
IMAGES_P;2020;210987699;210780706;NAUT;3;2;5.06;;;;
IMAGES_P;2020;210987731;210780417;M1160;8;2;7.43;0;1;;
IMAGES_P;2020;210987731;210780417;M1210;4;9;6.45;0;0;;
IMAGES_P;2020;210987731;210780417;N4130;27;2;26.74;0;1;;
IMAGES_P;2020;210987731;210780417;N4160;3;;2.56;;;;
IMAGES_P;2020;210987731;210780417;NAUT;26;3;26.23;;;;
IMAGES_P;2020;220000012;220000020;M1160;9;0;7.83;1;0;1;1
IMAGES_P;2020;220000012;220000020;M1210;3;2;4.16;0;0;;
IMAGES_P;2020;220000012;220000020;N4130;34;27;49.72;;;;
IMAGES_P;2020;220000012;220000020;N4160;4;0;3.15;;;;
IMAGES_P;2020;220000012;220000020;NAUT;20;7;27.43;;;;
IMAGES_P;2020;220000095;220000046;N4130;11;7;15.24;1;;;
IMAGES_P;2020;220000095;220000046;N4160;0;1;0.5;;;;
IMAGES_P;2020;220000095;220000046;NAUT;5;1;6.39;;;;
IMAGES_P;2020;220000111;220000376;M1160;;1;0.4;0;0;0;0
IMAGES_P;2020;220000111;220000376;N4130;2;1;2.93;0;0;;
IMAGES_P;2020;220000343;220000079;M1160;2;;2;0;0;0;0
IMAGES_P;2020;220000343;220000079;N4130;11;6;14.76;1;0;;
IMAGES_P;2020;220000343;220000079;N4160;;2;1;;;;
IMAGES_P;2020;220000343;220000079;NAUT;1;;1;;;;
IMAGES_P;2020;220000368;220000103;M1160;;4;3.32;0;1;0;0
IMAGES_P;2020;220000368;220000103;MAUT;;1;0.1;;;;
IMAGES_P;2020;220000368;220000103;N4130;11;8;19.25;1;1;;
IMAGES_P;2020;220000368;220000103;N4160;1;;1;;;;
IMAGES_P;2020;220000368;220000103;NAUT;10;3;12.34;;;;
IMAGES_P;2020;220000541;220000152;M1160;2;1;2.67;0;1;1;1
IMAGES_P;2020;220000541;220000152;N4130;10;2;11.21;1;;;
IMAGES_P;2020;220000541;220000152;N4160;;1;0.66;;;;
IMAGES_P;2020;220000541;220000152;NAUT;2;2;3.54;;;;
IMAGES_P;2020;220001259;220005045;N4130;2;;2;0;0;;
IMAGES_P;2020;220001259;220005045;NAUT;1;1;0.38;;;;
IMAGES_P;2020;220012884;220000103;N4130;;1;0.46;0;0;;
IMAGES_P;2020;230000820;230780041;M1160;1;1;0.88;0;0;0;1
IMAGES_P;2020;230000820;230780041;M1210;1;1;0.88;0;0;;
IMAGES_P;2020;230000820;230780041;N4130;14;2;15.97;0;0;;
IMAGES_P;2020;230000820;230780041;N4160;;2;1.02;;;;
IMAGES_P;2020;230000820;230780041;NAUT;5;;4.12;;;;
IMAGES_P;2020;230000846;230780066;N4130;1;1;1.8;;;;
IMAGES_P;2020;230000846;230780066;N4160;1;;1;;;;
IMAGES_P;2020;230004657;230780058;M1160;1;1;1.75;0;1;0;0
IMAGES_P;2020;230004657;230780058;N4130;2;2;3.7;0;1;;
IMAGES_P;2020;230004657;230780058;NAUT;2;1;2.87;;;;
IMAGES_P;2020;230780082;750005068;N4130;1;1;1.83;;;;
IMAGES_P;2020;230782617;920028560;N4130;;1;0.2;0;0;;
IMAGES_P;2020;240000372;240000059;M1160;4;0;3.52;0;1;0;0
IMAGES_P;2020;240000372;240000059;N4130;15;4;15.98;1;0;;
IMAGES_P;2020;240000372;240000059;NAUT;1;4;3.11;;;;
IMAGES_P;2020;240000489;240000117;M1160;3;3;4.75;0;1;0;0
IMAGES_P;2020;240000489;240000117;N4130;31;1;31.85;1;;;
IMAGES_P;2020;240000489;240000117;N4160;2;0;1.3;;;;
IMAGES_P;2020;240000489;240000117;NAUT;19;3;21.75;;;;
IMAGES_P;2020;240000687;240000448;M1160;;1;0.4;1;0;1;1
IMAGES_P;2020;240000687;240000448;N4130;13;1;13.8;1;0;;
IMAGES_P;2020;240000687;240000448;N4160;1;;0.7;;;;
IMAGES_P;2020;240000687;240000448;NAUT;4;2;4.29;;;;
IMAGES_P;2020;250000700;250000452;M1160;1;;1;0;0;0;0
IMAGES_P;2020;250000700;250000452;MAUT;1;;0.18;;;;
IMAGES_P;2020;250000700;250000452;N4130;4;8;9.01;0;0;;
IMAGES_P;2020;250000700;250000452;N4160;1;;1;;;;
IMAGES_P;2020;250000700;250000452;NAUT;;6;2.25;;;;
IMAGES_P;2020;250000718;250000460;N4130;;1;0.62;0;0;;
IMAGES_P;2020;250004009;900000365;N4130;12;4;14.82;;;;
IMAGES_P;2020;250006954;250000015;M1160;5;26;18.28;1;1;1;1
IMAGES_P;2020;250006954;250000015;M1210;2;4;3.19;0;0;;
IMAGES_P;2020;250006954;250000015;N4130;56;40;82.63;1;1;;
IMAGES_P;2020;250006954;250000015;N4160;3;0;3;;;;
IMAGES_P;2020;250006954;250000015;NAUT;36;13;43.8;;;;
IMAGES_P;2020;260000013;260000021;M1160;10;;10;1;0;1;1
IMAGES_P;2020;260000013;260000021;M1210;3;3;3.3;0;0;;
IMAGES_P;2020;260000013;260000021;MAUT;3;4;3.8;;;;
IMAGES_P;2020;260000013;260000021;N4130;37;27;53.87;1;1;;
IMAGES_P;2020;260000013;260000021;N4160;3;;3;;;;
IMAGES_P;2020;260000013;260000021;NAUT;24;21;31.54;;;;
IMAGES_P;2020;260000120;260016910;M1160;4;0;4;;1;;
IMAGES_P;2020;260000120;260016910;M1210;0;0;0;;1;;
IMAGES_P;2020;260000120;260016910;MAUT;1;0;1;;;;
IMAGES_P;2020;260000120;260016910;N4130;16;0;15.98;0;0;;
IMAGES_P;2020;260000120;260016910;N4160;1;0;0.75;;;;
IMAGES_P;2020;260000120;260016910;NAUT;5;4;7.02;;;;
IMAGES_P;2020;260000138;260000047;M1160;5;1;6.19;0;1;0;0
IMAGES_P;2020;260000138;260000047;MAUT;0;1;0.61;;;;
IMAGES_P;2020;260000138;260000047;N4130;12;8;18.92;1;0;;
IMAGES_P;2020;260000138;260000047;N4160;1;0;1;;;;
IMAGES_P;2020;260000138;260000047;NAUT;3;4;5.5;;;;
IMAGES_P;2020;260000146;260000054;M1160;;11;0.54;0;0;0;0
IMAGES_P;2020;260000146;260000054;N4130;1;5;5.12;0;1;;
IMAGES_P;2020;260000146;260000054;NAUT;2;;2;;;;
IMAGES_P;2020;260000195;260006770;M1160;;1;0.02;0;0;0;0
IMAGES_P;2020;260000195;260006770;N4130;;1;0.6;0;0;;
IMAGES_P;2020;260000195;260006770;NAUT;;1;0.02;;;;
IMAGES_P;2020;260000203;260016910;M1160;;1;0.4;0;0;;
IMAGES_P;2020;260000203;260016910;N4130;3;0;3;0;0;;
IMAGES_P;2020;260000203;260016910;N4160;0;1;0.25;;;;
IMAGES_P;2020;260000203;260016910;NAUT;0;1;0.5;;;;
IMAGES_P;2020;260000237;260000088;N4130;1;;0.56;0;0;;
IMAGES_P;2020;260000278;260000096;N4130;;1;0.4;0;0;;
IMAGES_P;2020;260000286;260000104;M1160;0;0;0.6;0;0;0;0
IMAGES_P;2020;260000286;260000104;N4130;3;4;6.74;0;1;;
IMAGES_P;2020;260000286;260000104;N4160;1;0;0.5;;;;
IMAGES_P;2020;260000286;260000104;NAUT;1;1;1.64;;;;
IMAGES_P;2020;260000302;260000161;M1160;3;2;0.7;;;0;0
IMAGES_P;2020;260000302;260000161;NAUT;3;1;3.3;;;;
IMAGES_P;2020;260003017;260000781;M1160;6;;6;;1;;
IMAGES_P;2020;260003017;260000781;N4130;6;7;11.3;;1;;
IMAGES_P;2020;260003017;260000781;NAUT;6;5;9.1;;;;
IMAGES_P;2020;270000359;270023724;M1160;1;6;5.23;1;0;0;0
IMAGES_P;2020;270000359;270023724;MAUT;;5;1.62;;;;
IMAGES_P;2020;270000359;270023724;N4130;23;5;27.82;;;;
IMAGES_P;2020;270000359;270023724;N4160;;;0.67;;;;
IMAGES_P;2020;270000359;270023724;NAUT;19;3;15.16;;;;
IMAGES_P;2020;270000367;270000086;M1160;0;4;2.5;;;0;0
IMAGES_P;2020;270000367;270000086;N4130;8;1;8.6;;;;
IMAGES_P;2020;270000367;270000086;NAUT;3;1;3.8;;;;
IMAGES_P;2020;270000391;760024042;M1160;1;;0.1;1;0;;
IMAGES_P;2020;270000391;760024042;N4130;1;1;2.47;;;;
IMAGES_P;2020;270000391;760024042;NAUT;;;0.83;;;;
IMAGES_P;2020;270000425;270000102;M1160;;1;0.67;;;;
IMAGES_P;2020;270000425;270000102;N4130;7;2;8.46;;;;
IMAGES_P;2020;270000425;270000102;N4160;2;2;0.4;;;;
IMAGES_P;2020;270000425;270000102;NAUT;4;3;5.41;;;;
IMAGES_P;2020;270000441;270000110;M1160;;3;1;0;1;0;0
IMAGES_P;2020;270000441;270000110;N4130;7;1;6.91;0;1;;
IMAGES_P;2020;270000441;270000110;N4160;;1;0.17;;;;
IMAGES_P;2020;270000441;270000110;NAUT;2;3;2.59;;;;
IMAGES_P;2020;270000458;270023724;M1160;1;4;2.22;1;0;0;0
IMAGES_P;2020;270000458;270023724;MAUT;;3;0.9;;;;
IMAGES_P;2020;270000458;270023724;N4130;16;4;18.96;;;;
IMAGES_P;2020;270000458;270023724;NAUT;8;2;9.71;;;;
IMAGES_P;2020;270000912;750814030;M1160;;1;0.1;0;0;0;0
IMAGES_P;2020;270000912;750814030;N4130;1;;1;;;;
IMAGES_P;2020;270000912;750814030;NAUT;1;;1;;;;
IMAGES_P;2020;280000084;280000183;M1160;5;5;6.44;0;1;0;0
IMAGES_P;2020;280000084;280000183;N4130;17;8;21.83;1;1;;
IMAGES_P;2020;280000084;280000183;NAUT;21;1;20.77;;;;
IMAGES_P;2020;280000449;920030269;M1160;;1;0.1;0;1;1;0
IMAGES_P;2020;280000449;920030269;M1210;;;;0;1;;
IMAGES_P;2020;280000449;920030269;N4130;;;;1;1;;
IMAGES_P;2020;280000662;280500075;M1160;1;;1.27;0;1;1;1
IMAGES_P;2020;280000662;280500075;N4130;6;3;7.89;0;1;;
IMAGES_P;2020;280000662;280500075;NAUT;5;;5.1;;;;
IMAGES_P;2020;280007121;720002294;M1210;;5;1.5;0;0;;
IMAGES_P;2020;280007121;720002294;N4130;;6;3.45;0;0;;
IMAGES_P;2020;280007121;720002294;N4160;;1;0.2;;;;
IMAGES_P;2020;280007121;720002294;NAUT;;7;3.8;;;;
IMAGES_P;2020;280502998;280000589;M1160;2;1;2.74;0;1;;
IMAGES_P;2020;280502998;280000589;N4130;6;2;7.38;0;1;;
IMAGES_P;2020;280502998;280000589;N4160;;1;0.42;;;;
IMAGES_P;2020;280502998;280000589;NAUT;3;1;3.85;;;;
IMAGES_P;2020;280504267;280000134;M1160;6;3;7.6;0;1;1;0
IMAGES_P;2020;280504267;280000134;N4130;23;8;28.9;0;1;;
IMAGES_P;2020;280504267;280000134;N4160;1;;1;;;;
IMAGES_P;2020;280504267;280000134;NAUT;17;3;20.61;;;;
IMAGES_P;2020;290000025;290020700;M1160;14;1;11.03;1;0;1;1
IMAGES_P;2020;290000025;290020700;N4130;28;14;38.59;1;1;;
IMAGES_P;2020;290000025;290020700;N4160;3;0;2.16;;;;
IMAGES_P;2020;290000025;290020700;NAUT;10;8;16.9;;;;
IMAGES_P;2020;290000033;290021542;M1160;4;3;4.46;0;1;0;1
IMAGES_P;2020;290000033;290021542;N4130;15;11;22.25;;;;
IMAGES_P;2020;290000033;290021542;N4160;1;;0.25;;;;
IMAGES_P;2020;290000033;290021542;NAUT;14;7;20.07;;;;
IMAGES_P;2020;290000058;290000017;M1160;5;1;5.46;0;1;0;0
IMAGES_P;2020;290000058;290000017;M1210;8;1;4.58;0;0;;
IMAGES_P;2020;290000058;290000017;N4130;18;20;32.06;1;0;;
IMAGES_P;2020;290000058;290000017;N4160;1;1;0.74;;;;
IMAGES_P;2020;290000058;290000017;NAUT;14;7;17.94;;;;
IMAGES_P;2020;290000066;290020700;M1160;;14;1.1;0;0;0;0
IMAGES_P;2020;290000066;290020700;N4130;2;2;3.39;0;0;;
IMAGES_P;2020;290000066;290020700;NAUT;1;2;1.5;;;;
IMAGES_P;2020;290000173;290000041;M1160;0;1;1.33;0;0;0;0
IMAGES_P;2020;290000173;290000041;N4130;9;4;12.07;;;;
IMAGES_P;2020;290000173;290000041;N4160;;1;0.4;;;;
IMAGES_P;2020;290000173;290000041;NAUT;2;1;3.59;;;;
IMAGES_P;2020;290000181;290000074;M1160;0;9;1.51;0;1;0;0
IMAGES_P;2020;290000181;290000074;N4130;7;1;7.06;0;1;;
IMAGES_P;2020;290000181;290000074;N4160;0;1;0.5;;;;
IMAGES_P;2020;290000181;290000074;NAUT;3;0;3.01;;;;
IMAGES_P;2020;290000256;290000017;M1160;1;1;1.75;0;1;0;0
IMAGES_P;2020;290000256;290000017;N4130;10;5;12.27;;;;
IMAGES_P;2020;290000256;290000017;N4160;;1;0.5;;;;
IMAGES_P;2020;290000256;290000017;NAUT;3;3;3.46;;;;
IMAGES_P;2020;290000728;750821092;M1160;;6;3.18;0;1;0;1
IMAGES_P;2020;290000728;750821092;MAUT;;3;0.1;;;;
IMAGES_P;2020;290000728;750821092;N4130;15;5;15.44;1;1;;
IMAGES_P;2020;290000728;750821092;N4160;;1;0.95;;;;
IMAGES_P;2020;290000728;750821092;NAUT;5;1;5.09;;;;
IMAGES_P;2020;290000785;220020739;M1160;3;1;3.35;1;;;
IMAGES_P;2020;290000785;220020739;N4130;10;1;9.77;;1;;
IMAGES_P;2020;290000785;220020739;N4160;1;;0.8;;;;
IMAGES_P;2020;290000785;220020739;NAUT;4;3;5.97;;;;
IMAGES_P;2020;290000934;560005746;M1160;1;3;1.32;0;1;0;0
IMAGES_P;2020;290000934;560005746;N4130;8;1;9.5;0;1;;
IMAGES_P;2020;290000934;560005746;N4160;1;;0.7;;;;
IMAGES_P;2020;290000934;560005746;NAUT;4;1;4.51;;;;
IMAGES_P;2020;290004324;290000017;M1160;11;1;11.81;1;1;1;1
IMAGES_P;2020;290004324;290000017;M1210;3;;2.39;0;0;;
IMAGES_P;2020;290004324;290000017;N4130;42;24;59;1;1;;
IMAGES_P;2020;290004324;290000017;N4160;1;3;3.07;;;;
IMAGES_P;2020;290004324;290000017;NAUT;20;8;23;;;;
IMAGES_P;2020;290019777;290022508;M1160;3;;3;0;1;;
IMAGES_P;2020;290019777;290022508;N4130;3;;3.03;0;1;;
IMAGES_P;2020;290019777;290022508;NAUT;2;;1.49;;;;
IMAGES_P;2020;2A0000022;2A0000014;M1160;1;;1.69;0;1;0;0
IMAGES_P;2020;2A0000022;2A0000014;N4130;6;19;23.91;1;1;;
IMAGES_P;2020;2A0000022;2A0000014;N4160;1;;1;;;;
IMAGES_P;2020;2A0000022;2A0000014;NAUT;12;6;21.46;;;;
IMAGES_P;2020;2A0000139;2A0000063;M1160;8;;8;0;1;0;0
IMAGES_P;2020;2A0000139;2A0000063;M1210;;;;0;1;;
IMAGES_P;2020;2A0000139;2A0000063;MAUT;3;;3;;;;
IMAGES_P;2020;2A0000154;2A0000204;M1160;2;4;3;0;1;1;0
IMAGES_P;2020;2A0000154;2A0000204;N4130;5;1;5.8;0;1;;
IMAGES_P;2020;2A0000154;2A0000204;N4160;1;;1;;;;
IMAGES_P;2020;2A0000154;2A0000204;NAUT;5;1;5.5;;;;
IMAGES_P;2020;2A0000212;2A0000170;N4130;1;2;2.5;;1;;
IMAGES_P;2020;2A0002614;2A0002606;N4130;3;;3;0;0;;
IMAGES_P;2020;2B0000012;2B0000020;M1160;4;9;6.01;0;1;0;0
IMAGES_P;2020;2B0000012;2B0000020;MAUT;0;0;0.04;;;;
IMAGES_P;2020;2B0000012;2B0000020;N4130;29;4;30.6;1;0;;
IMAGES_P;2020;2B0000012;2B0000020;N4160;1;1;0.92;;;;
IMAGES_P;2020;2B0000012;2B0000020;NAUT;10;1;10.01;;;;
IMAGES_P;2020;2B0000038;2B0004246;N4130;3;;3;0;1;;
IMAGES_P;2020;2B0000392;2B0000129;M1160;;5;0.57;0;1;0;0
IMAGES_P;2020;2B0000392;2B0000129;N4130;3;;3;0;1;;
IMAGES_P;2020;2B0000392;2B0000129;NAUT;2;;2;;;;
IMAGES_P;2020;2B0005359;2B0005342;N4130;5;;5.31;;;;
IMAGES_P;2020;2B0005359;2B0005342;NAUT;2;;2;;;;
IMAGES_P;2020;300000023;300780046;M1160;6;2;6.43;0;1;0;0
IMAGES_P;2020;300000023;300780046;N4130;17;6;18.81;1;0;;
IMAGES_P;2020;300000023;300780046;N4160;2;0;1.06;;;;
IMAGES_P;2020;300000023;300780046;NAUT;9;7;8.59;;;;
IMAGES_P;2020;300000031;300780053;M1160;8;0;7.7;0;1;0;0
IMAGES_P;2020;300000031;300780053;N4130;10;20;22.81;1;;;
IMAGES_P;2020;300000031;300780053;N4160;2;0;1.5;;;;
IMAGES_P;2020;300000031;300780053;NAUT;14;11;18.4;;;;
IMAGES_P;2020;300000478;300781010;N4130;;1;1.48;0;0;;
IMAGES_P;2020;300780137;920028396;M1160;2;7;7.25;0;1;1;1
IMAGES_P;2020;300780137;920028396;N4130;15;5;18;0;1;;
IMAGES_P;2020;300780137;920028396;N4160;5;;5;;;;
IMAGES_P;2020;300780137;920028396;NAUT;20;5;22;;;;
IMAGES_P;2020;300780152;300017985;M1160;3;26;14.5;0;0;0;0
IMAGES_P;2020;300781465;300000726;M1160;;;;0;1;0;0
IMAGES_P;2020;300781465;300000726;N4130;;;;0;1;;
IMAGES_P;2020;300782117;300780038;M1160;25;2;20.85;1;1;1;1
IMAGES_P;2020;300782117;300780038;M1210;6;;3.84;0;0;;
IMAGES_P;2020;300782117;300780038;MAUT;4;2;3.77;;;;
IMAGES_P;2020;300782117;300780038;N4130;63;18;74.93;1;1;;
