BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2018;410000202;410000319;N2340;;1;0.86;;;;
PERINAT_P;2018;410000202;410000319;N2700;;1;0.1;;;;
PERINAT_P;2018;410000202;410000319;N2800;8;3;10.19;;;;
PERINAT_P;2018;410000202;410000319;N280H;8;3;10.19;;;;
PERINAT_P;2018;410000202;410000319;N3120;;1;0.1;;;;
PERINAT_P;2018;410004998;410000871;M1030;3;1;3.5;;;;
PERINAT_P;2018;410004998;410000871;M1140;3;;3;0;1;;
PERINAT_P;2018;410004998;410000871;M2050;3;;3;1;0;;
PERINAT_P;2018;410004998;410000871;N2340;;1;0.8;;;;
PERINAT_P;2018;410004998;410000871;N2700;;1;0.09;;;;
PERINAT_P;2018;410004998;410000871;N2800;6;6;9.45;;;;
PERINAT_P;2018;410004998;410000871;N280H;1;;1;;;;
PERINAT_P;2018;420000010;420780033;M1030;;;;1;0;1;0
PERINAT_P;2018;420000010;420780033;M1140;9;1;2.82;1;0;;
PERINAT_P;2018;420000010;420780033;M2050;8;3;5.27;1;0;;
PERINAT_P;2018;420000010;420780033;MIVG;2;1;0.2;;;;
PERINAT_P;2018;420000010;420780033;N2340;6;5;11.41;;;;
PERINAT_P;2018;420000010;420780033;N2700;;1;0.8;;;;
PERINAT_P;2018;420000010;420780033;N2800;27;16;36.31;;;;
PERINAT_P;2018;420000010;420780033;N280H;;1;0.9;;;;
PERINAT_P;2018;420000010;420780033;N3120;1;1;0.37;;;;
PERINAT_P;2018;420000226;420013831;M1030;0;0;0;1;0;0;
PERINAT_P;2018;420000226;420013831;M2050;0;5;3.72;1;0;;
PERINAT_P;2018;420000226;420013831;N2340;;1;1.75;;;;
PERINAT_P;2018;420000226;420013831;N2700;;;0.15;;;;
PERINAT_P;2018;420000226;420013831;N2800;;8;8.35;;;;
PERINAT_P;2018;420000226;420013831;N280H;;6;6;;;;
PERINAT_P;2018;420000234;420780652;M2050;3;5;5.76;;;;
PERINAT_P;2018;420000234;420780652;MIVG;;1;0.2;;;;
PERINAT_P;2018;420000234;420780652;N2700;;2;0.82;;;;
PERINAT_P;2018;420000234;420780652;N2800;14;18;25.23;;;;
PERINAT_P;2018;420000234;420780652;N280H;6;10;9.8;;;;
PERINAT_P;2018;420000267;420013831;M2050;0;4;0.95;0;0;;
PERINAT_P;2018;420000267;420013831;N2800;4;1;3.35;;;;
PERINAT_P;2018;420011413;420011405;M1030;4;;4;1;0;1;0
PERINAT_P;2018;420011413;420011405;M1140;6;;6;0;1;;
PERINAT_P;2018;420011413;420011405;M2050;9;;9;1;0;;
PERINAT_P;2018;420011413;420011405;MIVG;4;;4;;;;
PERINAT_P;2018;420011413;420011405;N2340;3;7;7.7;;;;
PERINAT_P;2018;420011413;420011405;N2800;8;6;11.43;;;;
PERINAT_P;2018;420780637;420002495;M1030;3;3;1.44;1;0;0;0
PERINAT_P;2018;420780637;420002495;M1140;1;2;0.72;0;1;;
PERINAT_P;2018;420780637;420002495;M2050;2;3;0.69;0;1;;
PERINAT_P;2018;420780637;420002495;N2340;;1;0.93;;;;
PERINAT_P;2018;420780637;420002495;N2800;5;18;17.35;;;;
PERINAT_P;2018;420780637;420002495;N280H;;3;0.8;;;;
PERINAT_P;2018;420780637;420002495;N3120;;1;0.2;;;;
PERINAT_P;2018;420782310;420000853;M1030;6;;7.5;0;1;0;0
PERINAT_P;2018;420782310;420000853;M2050;3;1;3.5;0;1;;
PERINAT_P;2018;420782310;420000853;N3120;;1;0.82;;;;
PERINAT_P;2018;420785354;420784878;M1030;11;0;1.8;1;0;0;0
PERINAT_P;2018;420785354;420784878;M1140;10;6;6.33;0;0;;
PERINAT_P;2018;420785354;420784878;M2050;13;6;5.91;1;0;;
PERINAT_P;2018;420785354;420784878;MIVG;5;3;1.04;;;;
PERINAT_P;2018;420785354;420784878;N2340;15;5;19.69;;;;
PERINAT_P;2018;420785354;420784878;N2700;2;2;2.25;;;;
PERINAT_P;2018;420785354;420784878;N2800;43;26;59.28;;;;
PERINAT_P;2018;420785354;420784878;N280H;15;10;18.9;;;;
PERINAT_P;2018;420785354;420784878;N3120;1;1;0.8;;;;
PERINAT_P;2018;430000117;430000018;M1030;0;7;0.4;1;0;0;0
PERINAT_P;2018;430000117;430000018;M1140;0;1;0.35;0;1;;
PERINAT_P;2018;430000117;430000018;M2050;0;7;2.27;0;1;;
PERINAT_P;2018;430000117;430000018;MIVG;0;4;0.34;;;;
PERINAT_P;2018;430000117;430000018;N2340;1;1;1.85;;;;
PERINAT_P;2018;430000117;430000018;N2800;7;16;18.47;;;;
PERINAT_P;2018;430000117;430000018;N280H;7;14;17.13;;;;
PERINAT_P;2018;430000190;430000034;M1140;;1;0.2;;;;
PERINAT_P;2018;430000190;430000034;M2050;;1;0.2;;;;
PERINAT_P;2018;430000190;430000034;N2800;2;;1.35;;;;
PERINAT_P;2018;440000016;440000057;M1030;11;;3.7;1;0;1;0
PERINAT_P;2018;440000016;440000057;M1140;10;1;3.7;1;0;;
PERINAT_P;2018;440000016;440000057;M2050;9;1;3.7;1;0;;
PERINAT_P;2018;440000016;440000057;MIVG;1;3;1;;;;
PERINAT_P;2018;440000016;440000057;N2340;;31;16.2;;;;
PERINAT_P;2018;440000016;440000057;N2700;;2;0.34;;;;
PERINAT_P;2018;440000016;440000057;N2800;17;21;26;;;;
PERINAT_P;2018;440000016;440000057;N280H;5;11;14.32;;;;
PERINAT_P;2018;440000016;440000057;N3120;;1;0.5;;;;
PERINAT_P;2018;440000271;440000289;M1030;5;0;1.44;1;1;;
PERINAT_P;2018;440000271;440000289;M1140;16;2;9.87;1;1;;
PERINAT_P;2018;440000271;440000289;M2050;13;5;4.09;1;1;;
PERINAT_P;2018;440000271;440000289;MIVG;1;13;2.28;;;;
PERINAT_P;2018;440000271;440000289;N2340;30;31;51.36;;;;
PERINAT_P;2018;440000271;440000289;N2700;0;4;0.51;;;;
PERINAT_P;2018;440000271;440000289;N2800;50;33;64.26;;;;
PERINAT_P;2018;440000271;440000289;N280H;40;25;50.11;;;;
PERINAT_P;2018;440000271;440000289;N3120;0;2;1.3;;;;
PERINAT_P;2018;440000396;440053643;M1030;1;1;0.37;1;0;0;0
PERINAT_P;2018;440000396;440053643;M1140;;3;1.49;0;0;;
PERINAT_P;2018;440000396;440053643;M2050;5;3;0.69;1;0;;
PERINAT_P;2018;440000396;440053643;N2700;;1;0.5;;;;
PERINAT_P;2018;440000396;440053643;N2800;5;15;11.59;;;;
PERINAT_P;2018;440000412;440000941;M1030;6;;6;1;1;0;
PERINAT_P;2018;440000412;440000941;M1140;1;3;1.5;0;1;;
PERINAT_P;2018;440000412;440000941;M2050;7;1;7.8;1;1;;
PERINAT_P;2018;440000412;440000941;MIVG;4;1;4.8;;;;
PERINAT_P;2018;440000412;440000941;N2340;3;5;6.56;;;;
PERINAT_P;2018;440000412;440000941;N2700;;1;0.5;;;;
PERINAT_P;2018;440000412;440000941;N2800;5;16;13.34;;;;
PERINAT_P;2018;440000412;440000941;N280H;1;7;5.69;;;;
PERINAT_P;2018;440000412;440000941;N3120;;1;0.5;;;;
PERINAT_P;2018;440000503;440000313;M1030;;2;0.7;;;;
PERINAT_P;2018;440000503;440000313;M1140;;3;0.84;0;1;;
PERINAT_P;2018;440000503;440000313;M2050;4;;3.2;;;;
PERINAT_P;2018;440000503;440000313;MIVG;;2;0.3;;;;
PERINAT_P;2018;440000503;440000313;N2340;1;4;3.93;;;;
PERINAT_P;2018;440000503;440000313;N2700;;1;0.15;;;;
PERINAT_P;2018;440000503;440000313;N2800;9;6;12.61;;;;
PERINAT_P;2018;440000503;440000313;N3120;;1;0.1;;;;
PERINAT_P;2018;440029338;440053411;M1030;9;6;9.6;1;0;1;0
PERINAT_P;2018;440029338;440053411;M1140;;7;3.66;0;1;;
PERINAT_P;2018;440029338;440053411;M2050;9;3;11.03;1;0;;
PERINAT_P;2018;440029338;440053411;MIVG;;8;1.06;;;;
PERINAT_P;2018;440029338;440053411;N2340;9;5;11.28;;;;
PERINAT_P;2018;440029338;440053411;N2700;;2;0.99;;;;
PERINAT_P;2018;440029338;440053411;N2800;19;31;40.75;;;;
PERINAT_P;2018;440029338;440053411;N280H;9;13;16.75;;;;
PERINAT_P;2018;440029338;440053411;N3120;;1;0.62;;;;
PERINAT_P;2018;440033819;440006344;M1030;18;;9;1;1;1;1
PERINAT_P;2018;440033819;440006344;M1140;7;;7;1;;;
PERINAT_P;2018;440033819;440006344;M2050;18;;18;1;1;;
PERINAT_P;2018;440033819;440006344;N2340;11;9;15.92;;;;
PERINAT_P;2018;440033819;440006344;N2800;15;29;30.04;;;;
PERINAT_P;2018;440033819;440006344;N280H;11;24;23.74;;;;
PERINAT_P;2018;450000047;450000096;M1030;2;2;3.4;;;;
PERINAT_P;2018;450000047;450000096;M1140;1;2;3.7;0;1;;
PERINAT_P;2018;450000047;450000096;M2050;2;2;4.4;;;;
PERINAT_P;2018;450000047;450000096;MIVG;4;1;4.8;;;;
PERINAT_P;2018;450000047;450000096;N2800;13;4;17.85;;;;
PERINAT_P;2018;450000047;450000096;N280H;1;0;0.8;;;;
PERINAT_P;2018;450000062;450000104;M1030;;7;0.62;1;0;0;
PERINAT_P;2018;450000062;450000104;M1140;;6;1.15;1;0;;
PERINAT_P;2018;450000062;450000104;M2050;;6;1.43;1;0;;
PERINAT_P;2018;450000062;450000104;MIVG;;1;0.2;;;;
PERINAT_P;2018;450000062;450000104;N2340;4;1;4.8;;;;
PERINAT_P;2018;450000062;450000104;N2700;;1;0.49;;;;
PERINAT_P;2018;450000062;450000104;N2800;22;5;26.55;;;;
PERINAT_P;2018;450000062;450000104;N280H;12;;12;;;;
PERINAT_P;2018;450000070;450000112;M1140;1;1;1.6;;;;
PERINAT_P;2018;450000070;450000112;M2050;;2;1.2;;;;
PERINAT_P;2018;450000070;450000112;N2340;;;0.4;;;;
PERINAT_P;2018;450000070;450000112;N2800;3;3;6.1;;;;
PERINAT_P;2018;450002613;450000088;M1030;0;0;0.42;;;;
PERINAT_P;2018;450002613;450000088;M1140;1;10;5.4;;;;
PERINAT_P;2018;450002613;450000088;M2050;0;15;4.36;;;;
PERINAT_P;2018;450002613;450000088;N2340;37;2;36.04;;;;
PERINAT_P;2018;450002613;450000088;N2700;0;6;1.96;;;;
PERINAT_P;2018;450002613;450000088;N2800;4;101;80.88;;;;
PERINAT_P;2018;450010079;450000195;M1030;0;14;14.96;1;;0;
PERINAT_P;2018;450010079;450000195;M1140;4;0;3.14;1;;;
PERINAT_P;2018;450010079;450000195;M2050;4;0;4;1;;;
PERINAT_P;2018;450010079;450000195;N2340;3;3;5.62;;;;
PERINAT_P;2018;450010079;450000195;N2800;10;3;12;;;;
PERINAT_P;2018;460000045;460780083;M2050;1;0;1;0;0;;
PERINAT_P;2018;460000045;460780083;N2800;1;1;1.8;;;;
PERINAT_P;2018;460000045;460780083;N280H;1;1;1.8;;;;
PERINAT_P;2018;460000052;460780091;N2800;1;1;2.44;;;;
PERINAT_P;2018;460000102;460780208;M1140;;1;0.2;0;0;;
PERINAT_P;2018;460000102;460780208;M2050;;1;0.1;0;0;;
PERINAT_P;2018;460000102;460780208;N2800;;3;1.8;;;;
PERINAT_P;2018;460000110;460780216;M1030;0;0;0;0;1;;
PERINAT_P;2018;460000110;460780216;M1140;1;0;0.2;0;1;;
PERINAT_P;2018;460000110;460780216;M2050;4;0;4.96;0;1;;
PERINAT_P;2018;460000110;460780216;N2340;6;1;5.4;;;;
PERINAT_P;2018;460000110;460780216;N2700;0;1;0.5;;;;
PERINAT_P;2018;460000110;460780216;N2800;10;8;15.17;;;;
PERINAT_P;2018;460000110;460780216;N280H;10;8;15.17;;;;
PERINAT_P;2018;470000027;470014069;M1030;9;3;10.8;1;0;0;0
PERINAT_P;2018;470000027;470014069;M1140;2;1;2.8;0;1;;
PERINAT_P;2018;470000027;470014069;M2050;3;;3.75;0;1;;
PERINAT_P;2018;470000027;470014069;MIVG;3;;3.75;;;;
PERINAT_P;2018;470000027;470014069;N2340;2;1;1.68;;;;
PERINAT_P;2018;470000027;470014069;N2700;;1;0.5;;;;
PERINAT_P;2018;470000027;470014069;N2800;11;4;13.24;;;;
PERINAT_P;2018;470000027;470014069;N280H;11;4;13.24;;;;
PERINAT_P;2018;470000027;470014069;N3120;;1;0.5;;;;
PERINAT_P;2018;470000423;470016171;M1030;1;1;0.94;0;0;;
PERINAT_P;2018;470000423;470016171;M1140;2;11;8.06;1;0;;
PERINAT_P;2018;470000423;470016171;M2050;0;7;4.99;0;1;;
PERINAT_P;2018;470000423;470016171;MIVG;;1;0.35;;;;
PERINAT_P;2018;470000423;470016171;N2340;20;10;25.14;;;;
PERINAT_P;2018;470000423;470016171;N2700;1;1;1.48;;;;
PERINAT_P;2018;470000423;470016171;N2800;15;15;22.91;;;;
PERINAT_P;2018;470000423;470016171;N280H;;15;6.85;;;;
PERINAT_P;2018;470000423;470016171;N3120;0;1;0.5;;;;
PERINAT_P;2018;470000431;470000324;M1030;;;;0;1;0;0
PERINAT_P;2018;470000431;470000324;M1140;2;1;2.66;0;1;;
PERINAT_P;2018;470000431;470000324;M2050;4;4;4.77;0;1;;
PERINAT_P;2018;470000431;470000324;MIVG;4;4;4.77;;;;
PERINAT_P;2018;470000431;470000324;N2340;4;;3.29;;;;
PERINAT_P;2018;470000431;470000324;N2700;1;;0.3;;;;
PERINAT_P;2018;470000431;470000324;N2800;13;5;17.02;;;;
PERINAT_P;2018;470000431;470000324;N280H;13;5;17.02;;;;
PERINAT_P;2018;470000431;470000324;N3120;1;;0.1;;;;
PERINAT_P;2018;470000480;470001660;M1030;0;0;0;0;1;0;0
PERINAT_P;2018;470000480;470001660;M1140;0;0;0;0;1;;
PERINAT_P;2018;470000480;470001660;M2050;1;4;1.8;0;1;;
PERINAT_P;2018;470000480;470001660;N2340;0;1;0.21;;;;
PERINAT_P;2018;470000480;470001660;N2700;0;1;0.4;;;;
PERINAT_P;2018;470000480;470001660;N2800;8;8;15.28;;;;
PERINAT_P;2018;470000480;470001660;N280H;8;8;15.28;;;;
PERINAT_P;2018;480000017;480780097;M2050;1;2;2.08;0;1;;
PERINAT_P;2018;480000017;480780097;N2700;;1;0.25;;;;
PERINAT_P;2018;480000017;480780097;N2800;8;6;12.57;;;;
PERINAT_P;2018;490000049;490000031;M1030;2;1;1.8;1;1;1;
PERINAT_P;2018;490000049;490000031;M1140;10;2;11.4;1;1;;
PERINAT_P;2018;490000049;490000031;M2050;15;6;17.27;1;1;;
PERINAT_P;2018;490000049;490000031;MIVG;0;9;2.9;;;;
PERINAT_P;2018;490000049;490000031;N2340;29;55;71.31;;;;
PERINAT_P;2018;490000049;490000031;N2700;0;2;0.55;;;;
PERINAT_P;2018;490000049;490000031;N2800;35;45;71.67;;;;
PERINAT_P;2018;490000049;490000031;N280H;4;3;8.9;;;;
PERINAT_P;2018;490000635;490000676;M1140;6;2;2.1;1;0;;
PERINAT_P;2018;490000635;490000676;M2050;7;3;1.82;1;0;;
PERINAT_P;2018;490000635;490000676;MIVG;;1;0.18;;;;
PERINAT_P;2018;490000635;490000676;N2340;6;13;16.13;;;;
PERINAT_P;2018;490000635;490000676;N2700;;1;0.5;;;;
PERINAT_P;2018;490000635;490000676;N2800;19;20;34.35;;;;
PERINAT_P;2018;490000635;490000676;N280H;8;7;13.3;;;;
PERINAT_P;2018;490001765;490528452;M1140;;;0.43;1;0;;
PERINAT_P;2018;490001765;490528452;M2050;;;0.01;1;0;;
PERINAT_P;2018;490001765;490528452;MIVG;;;0.4;;;;
PERINAT_P;2018;490001765;490528452;N2340;5;1;3.82;;;;
PERINAT_P;2018;490001765;490528452;N2700;;1;0.77;;;;
PERINAT_P;2018;490001765;490528452;N2800;;15;5.9;;;;
PERINAT_P;2018;490001765;490528452;N280H;;15;5.9;;;;
PERINAT_P;2018;490002037;490000890;M1030;10;;10;;;;
PERINAT_P;2018;490002037;490000890;MIVG;;;0.02;;;;
PERINAT_P;2018;490002037;490000890;N2800;7;6;11.73;;;;
PERINAT_P;2018;490002037;490000890;N280H;7;6;10.96;;;;
PERINAT_P;2018;490014909;490008109;M1140;5;1;5.5;0;1;;
PERINAT_P;2018;490014909;490008109;M2050;9;3;10.5;1;0;;
PERINAT_P;2018;490014909;490008109;N2340;8;2;9.78;;;;
PERINAT_P;2018;490014909;490008109;N2700;;1;0.2;;;;
PERINAT_P;2018;490014909;490008109;N2800;8;17;20.94;;;;
PERINAT_P;2018;490014909;490008109;N280H;1;12;13.63;;;;
PERINAT_P;2018;500000021;500000054;M1030;;;;1;;;
PERINAT_P;2018;500000021;500000054;M1140;1;4;4.75;1;;;
PERINAT_P;2018;500000021;500000054;M2050;5;1;4.75;1;;;
PERINAT_P;2018;500000021;500000054;N2340;0;10;4.32;;;;
PERINAT_P;2018;500000021;500000054;N2700;;2;0.8;;;;
PERINAT_P;2018;500000021;500000054;N2800;14;13;24.16;;;;
PERINAT_P;2018;500000187;500000013;M1030;2;0;1.84;1;0;0;0
PERINAT_P;2018;500000187;500000013;M1140;2;1;3.44;1;0;;
PERINAT_P;2018;500000187;500000013;M2050;8;2;7.41;1;0;;
PERINAT_P;2018;500000187;500000013;N2340;19;6;21.9;;;;
PERINAT_P;2018;500000187;500000013;N2700;1;0;1;;;;
PERINAT_P;2018;500000187;500000013;N2800;30;14;39.15;;;;
PERINAT_P;2018;500000187;500000013;N280H;30;14;39.15;;;;
PERINAT_P;2018;500000187;500000013;N3120;0;1;0.4;;;;
PERINAT_P;2018;500000401;500000609;M2050;1;2;2.6;0;0;;
PERINAT_P;2018;500000401;500000609;N2700;;1;0.41;;;;
PERINAT_P;2018;500000401;500000609;N2800;3;;3;;;;
PERINAT_P;2018;500000450;500000112;M1140;4;3;6.57;1;0;;
PERINAT_P;2018;500000450;500000112;M2050;5;2;5.54;;;;
PERINAT_P;2018;500000450;500000112;N2700;;1;0.25;;;;
PERINAT_P;2018;500000450;500000112;N2800;20;9;25.59;;;;
PERINAT_P;2018;500000450;500000112;N280H;17;7;20.05;;;;
PERINAT_P;2018;500000468;500000013;N2800;2;0;2;;;;
PERINAT_P;2018;500000468;500000013;N280H;1;0;1;;;;
PERINAT_P;2018;500002357;500002233;M1030;;6;0.06;0;1;0;0
PERINAT_P;2018;500002357;500002233;M2050;;2;0.06;0;1;;
PERINAT_P;2018;510000169;510000037;M1140;;1;0.27;;;;
PERINAT_P;2018;510000169;510000037;M2050;;3;1.22;;;;
PERINAT_P;2018;510000169;510000037;MIVG;;3;0.06;;;;
PERINAT_P;2018;510000169;510000037;N2800;;19;11.64;;;;
PERINAT_P;2018;510000169;510000037;N280H;;19;11.64;;;;
PERINAT_P;2018;510000193;510000532;N2340;0;0;0.83;;;;
PERINAT_P;2018;510000193;510000532;N2800;0;0;9.68;;;;
PERINAT_P;2018;510000235;510000060;M1030;;1;0.12;1;0;0;
PERINAT_P;2018;510000235;510000060;M1140;;1;0.57;0;1;;
PERINAT_P;2018;510000235;510000060;M2050;;5;0.89;0;1;;
PERINAT_P;2018;510000235;510000060;N2800;9;7;13.78;;;;
PERINAT_P;2018;510000235;510000060;N280H;9;6;12.98;;;;
PERINAT_P;2018;510000250;510000078;M2050;1;;1;0;0;;
PERINAT_P;2018;510000250;510000078;N2800;1;;1;;;;
PERINAT_P;2018;510004302;510000029;M1030;;;;1;0;1;0
PERINAT_P;2018;510004302;510000029;M1140;15;1;6.45;1;0;;
PERINAT_P;2018;510004302;510000029;M2050;12;;5.3;1;0;;
PERINAT_P;2018;510004302;510000029;N2340;11;10;16.9;;;;
PERINAT_P;2018;510004302;510000029;N2700;1;0;0.25;;;;
PERINAT_P;2018;510004302;510000029;N2800;7;8;10.9;;;;
PERINAT_P;2018;510024979;510000532;M1140;7;;7;;;;
PERINAT_P;2018;510024979;510000532;M2050;20;;20;;;;
PERINAT_P;2018;510024979;510000532;MIVG;17;;17;;;;
PERINAT_P;2018;520000027;520780032;M2050;;3;3.81;0;1;;
PERINAT_P;2018;520000027;520780032;N2700;;1;0.2;;;;
PERINAT_P;2018;520000027;520780032;N2800;14;3;14.47;;;;
PERINAT_P;2018;520000027;520780032;N3120;;1;0.5;;;;
PERINAT_P;2018;520000043;520780057;M1140;1;;1;0;0;;
PERINAT_P;2018;520000068;520780073;M2050;2;3;2.78;;;;
PERINAT_P;2018;520000068;520780073;N2700;;;0.35;;;;
PERINAT_P;2018;520000068;520780073;N2800;11;6;15;;;;
PERINAT_P;2018;530000017;530000025;M1030;0;0;0;;1;;0
PERINAT_P;2018;530000017;530000025;M1140;0;1;0.3;;1;;
PERINAT_P;2018;530000017;530000025;M2050;4;3;4.21;;1;;
PERINAT_P;2018;530000017;530000025;N2800;7;13;14.93;;;;
PERINAT_P;2018;530000017;530000025;N280H;7;13;14.93;;;;
PERINAT_P;2018;530000173;530000074;M1030;;;;1;;0;0
PERINAT_P;2018;530000173;530000074;M1140;0;1;0.6;0;0;;
PERINAT_P;2018;530000173;530000074;M2050;3;;0.82;1;0;;
PERINAT_P;2018;530000173;530000074;MIVG;1;;0.06;;;;
PERINAT_P;2018;530000173;530000074;N2340;1;0;1;;;;
PERINAT_P;2018;530000173;530000074;N2700;1;0;0.47;;;;
PERINAT_P;2018;530000173;530000074;N2800;10;9;16.36;;;;
PERINAT_P;2018;530000173;530000074;N280H;10;9;15.77;;;;
PERINAT_P;2018;530000264;530000371;M1140;4;2;5;1;0;;
PERINAT_P;2018;530000264;530000371;M2050;2;5;5.46;1;0;;
PERINAT_P;2018;530000264;530000371;MIVG;0;1;0.3;;;;
PERINAT_P;2018;530000264;530000371;N2340;14;8;18.6;;;;
PERINAT_P;2018;530000264;530000371;N2700;0;1;0.75;;;;
PERINAT_P;2018;530000264;530000371;N2800;16;11;22.52;;;;
PERINAT_P;2018;530000264;530000371;N280H;16;11;22.52;;;;
PERINAT_P;2018;540000015;540023264;M1030;2;9;7.09;1;1;1;1
PERINAT_P;2018;540000015;540023264;M1140;6;9;12.53;1;1;;
PERINAT_P;2018;540000015;540023264;M2050;4;26;16.94;1;1;;
PERINAT_P;2018;540000015;540023264;N2340;7;57;60.17;;;;
PERINAT_P;2018;540000015;540023264;N2700;4;1;4.5;;;;
PERINAT_P;2018;540000015;540023264;N2800;15;64;66.54;;;;
PERINAT_P;2018;540000015;540023264;N3120;;1;0.25;;;;
PERINAT_P;2018;540000023;540000049;M1030;0;0;0;1;0;0;0
PERINAT_P;2018;540000023;540000049;M1140;2;1;2.2;0;1;;
PERINAT_P;2018;540000023;540000049;M2050;0;5;4.06;0;1;;
PERINAT_P;2018;540000023;540000049;N2800;12;6;16.83;;;;
PERINAT_P;2018;540000023;540000049;N280H;10;0;10;;;;
PERINAT_P;2018;540000155;540000080;M1030;;5;0.45;0;1;;0
PERINAT_P;2018;540000155;540000080;M1140;;4;0.5;0;1;;
PERINAT_P;2018;540000155;540000080;M2050;;5;2.25;0;1;;
PERINAT_P;2018;540000155;540000080;MIVG;;5;0.2;;;;
PERINAT_P;2018;540000155;540000080;N2700;;;0.25;;;;
PERINAT_P;2018;540000155;540000080;N2800;12;4;13.6;;;;
PERINAT_P;2018;540000155;540000080;N280H;12;4;6.2;;;;
PERINAT_P;2018;540000296;540000106;M2050;;1;0.3;0;0;;
PERINAT_P;2018;540000296;540000106;N2800;1;;1;;;;
PERINAT_P;2018;540001070;540000767;M2050;;7;1.96;0;1;;
PERINAT_P;2018;540001070;540000767;N2340;;1;0.09;;;;
PERINAT_P;2018;540001070;540000767;N2700;;2;1.04;;;;
PERINAT_P;2018;540001070;540000767;N2800;10;10;16.3;;;;
PERINAT_P;2018;540001070;540000767;N280H;3;;3;;;;
PERINAT_P;2018;540001096;570010181;M1030;2;;2;;1;;
PERINAT_P;2018;540001096;570010181;M1140;1;;1;;1;;
PERINAT_P;2018;540001096;570010181;M2050;1;;1;;1;;
PERINAT_P;2018;540001096;570010181;MIVG;;1;0.1;;;;
PERINAT_P;2018;540001096;570010181;N2800;11;7;15.29;;;;
PERINAT_P;2018;540001096;570010181;N280H;11;7;15.29;;;;
PERINAT_P;2018;540013224;540000536;M1030;6;;6;1;0;1;0
PERINAT_P;2018;540013224;540000536;M1140;5;;5;1;0;;
PERINAT_P;2018;540013224;540000536;M2050;14;;14;1;0;;
PERINAT_P;2018;540013224;540000536;MIVG;14;;14;;;;
PERINAT_P;2018;540013224;540000536;N2340;11;;10.94;;;;
PERINAT_P;2018;540013224;540000536;N2700;;1;0.8;;;;
PERINAT_P;2018;540013224;540000536;N2800;29;5;33.04;;;;
PERINAT_P;2018;540013224;540000536;N280H;12;5;15.2;;;;
PERINAT_P;2018;540013224;540000536;N3120;;1;0.2;;;;
PERINAT_P;2018;550000012;550006795;M1140;;10;2.81;0;1;;
PERINAT_P;2018;550000012;550006795;M2050;3;1;3.14;0;1;;
PERINAT_P;2018;550000012;550006795;N2340;3;;2.04;;;;
PERINAT_P;2018;550000012;550006795;N2800;10;9;14.06;;;;
PERINAT_P;2018;550000038;550000046;M2050;;1;0.1;0;0;;
PERINAT_P;2018;550000038;550000046;N2800;1;;0.99;;;;
PERINAT_P;2018;550000434;550003354;M1030;;9;0.64;0;1;0;0
PERINAT_P;2018;550000434;550003354;M1140;;4;1.82;0;1;;
PERINAT_P;2018;550000434;550003354;M2050;;5;0.8;0;1;;
PERINAT_P;2018;550000434;550003354;N2340;;2;0.32;;;;
PERINAT_P;2018;550000434;550003354;N2800;;15;11.25;;;;
PERINAT_P;2018;550000434;550003354;N280H;;15;11.25;;;;
PERINAT_P;2018;550000434;550003354;N3120;;1;0.05;;;;
PERINAT_P;2018;560000127;560023210;M1030;18;0;1;1;0;1;0
PERINAT_P;2018;560000127;560023210;M1140;3;3;3.7;1;1;;
PERINAT_P;2018;560000127;560023210;M2050;10;1;3.64;1;0;;
PERINAT_P;2018;560000127;560023210;MIVG;1;5;0.92;;;;
PERINAT_P;2018;560000127;560023210;N2340;26;22;39.4;;;;
PERINAT_P;2018;560000127;560023210;N2700;0;1;0.8;;;;
PERINAT_P;2018;560000127;560023210;N2800;4;36;35.54;;;;
PERINAT_P;2018;560000127;560023210;N280H;4;36;35.54;;;;
PERINAT_P;2018;560000127;560023210;N3120;0;1;0.2;;;;
PERINAT_P;2018;560000135;560005746;M1030;8;7;18.36;1;0;1;
PERINAT_P;2018;560000135;560005746;M1140;5;4;3.62;1;0;;
PERINAT_P;2018;560000135;560005746;M2050;5;9;5.44;1;0;;
PERINAT_P;2018;560000135;560005746;MIVG;1;4;0.6;;;;
PERINAT_P;2018;560000135;560005746;N2340;3;1;3.86;;;;
PERINAT_P;2018;560000135;560005746;N2700;1;;0.54;;;;
PERINAT_P;2018;560000135;560005746;N2800;27;37;58.2;;;;
PERINAT_P;2018;560000135;560005746;N280H;20;15;13.36;;;;
PERINAT_P;2018;560000143;560014748;M1140;4;1;1.42;;;;
PERINAT_P;2018;560000143;560014748;M2050;3;2;3.28;;;;
PERINAT_P;2018;560000143;560014748;N2340;10;4;4.7;;;;
PERINAT_P;2018;560000143;560014748;N2700;;1;0.6;;;;
PERINAT_P;2018;560000143;560014748;N2800;16;11;23.26;;;;
PERINAT_P;2018;560000143;560014748;N280H;12;9;19.8;;;;
PERINAT_P;2018;560000192;560000044;M1030;3;1;2;1;0;0;0
PERINAT_P;2018;560000192;560000044;M1140;;6;1.37;0;0;;
PERINAT_P;2018;560000192;560000044;M2050;4;1;4.6;0;1;;
PERINAT_P;2018;560000192;560000044;MIVG;;1;0.25;;;;
PERINAT_P;2018;560000192;560000044;N2340;;2;1.74;;;;
PERINAT_P;2018;560000192;560000044;N2700;1;;0.25;;;;
