BOR;AN;nofinesset;nofinessej;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2014;750100109;750712184;CAM;3;3;237;242;59;1611;0;
IMAGES;2014;750100109;750712184;IRM;1;1;997;3;25;3000;1;0
IMAGES;2014;750100109;750712184;RADIO;3;3;17103;45;85;21562;168;1
IMAGES;2014;750100109;750712184;SCAN;1;1;1128;652;53;1482;10;1
IMAGES;2014;750100125;750712184;CAM;3;3;1442;5;36;3543;;0
IMAGES;2014;750100125;750712184;IRM;5;5;12346;691;120;13909;;0
IMAGES;2014;750100125;750712184;LITHO;1;1;94;;;;;1
IMAGES;2014;750100125;750712184;MAMM;1;1;;;;1168;;
IMAGES;2014;750100125;750712184;RADIO;10;10;87724;88;3;57922;;0
IMAGES;2014;750100125;750712184;SCAN;4;4;35360;253;38;18223;;1
IMAGES;2014;750100125;750712184;TOMO;1;1;667;5;9;1717;;0
IMAGES;2014;750100125;750712184;VASC;9;9;9631;1453;613;1111;;1
IMAGES;2014;750100125;750712184;dtIRM2;2;2;6154;133;84;7315;;0
IMAGES;2014;750100166;750712184;CAM;3;3;1214;231;0;3701;0;0
IMAGES;2014;750100166;750712184;IRM;2;2;2561;9;0;5415;17;
IMAGES;2014;750100166;750712184;LITHO;1;1;;;;;;
IMAGES;2014;750100166;750712184;RADIO;8;8;51388;0;0;20902;863;1
IMAGES;2014;750100166;750712184;SCAN;3;3;18131;683;0;8937;355;1
IMAGES;2014;750100166;750712184;VASC;2;2;407;4;0;131;17;1
IMAGES;2014;750100166;750712184;dtIRM2;1;1;564;24;0;2762;;0
IMAGES;2014;750100208;750712184;IRM;2;2;4502;43;186;6784;;0
IMAGES;2014;750100208;750712184;MAMM;1;1;;;;1321;;
IMAGES;2014;750100208;750712184;RADIO;5;5;33984;90;710;26902;;
IMAGES;2014;750100208;750712184;SCAN;2;2;7507;104;173;6436;;1
IMAGES;2014;750100208;750712184;VASC;2;2;811;26;;100;;
IMAGES;2014;750100216;750712184;RADIO;1;1;2196;;;4;;0
IMAGES;2014;750100232;750712184;CAM;3;3;2425;;;6002;;0
IMAGES;2014;750100232;750712184;IRM;2;2;6087;;;2555;;0
IMAGES;2014;750100232;750712184;RADIO;7;;74687;;;29865;;0
IMAGES;2014;750100232;750712184;SCAN;3;3;23081;;;7926;;1
IMAGES;2014;750100232;750712184;TOMO;1;1;1205;;;2200;;0
IMAGES;2014;750100232;750712184;VASC;2;;1164;;;99;;1
IMAGES;2014;750100232;750712184;dtIRM2;1;1;2627;;;1257;;0
IMAGES;2014;750100273;750712184;CAM;1;1;400;4;0;1027;0;0
IMAGES;2014;750100273;750712184;IRM;2;2;2074;111;2;7759;64;0
IMAGES;2014;750100273;750712184;MAMM;1;1;;;;4711;;
IMAGES;2014;750100273;750712184;RADIO;4;4;26801;331;5;25606;853;0
IMAGES;2014;750100273;750712184;SCAN;2;2;10238;40;4;12967;399;1
IMAGES;2014;750100273;750712184;TOMO;1;1;309;49;0;3035;0;0
IMAGES;2014;750100273;750712184;VASC;1;1;944;124;1;54;13;1
IMAGES;2014;750100299;750712184;RADIO;2;2;2939;0;0;976;0;0
IMAGES;2014;750120016;750821092;CAM;1;1;141;;;2892;;0
IMAGES;2014;750120016;750821092;IRM;1;1;1550;;;3372;4;0
IMAGES;2014;750120016;750821092;RADIO;2;2;5912;;;6991;;0
IMAGES;2014;750120016;750821092;SCAN;1;1;3654;;;6574;47;1
IMAGES;2014;750120016;750821092;TOMO;1;1;208;;;2588;;0
IMAGES;2014;750120016;750821092;dtIRM2;1;1;1550;;;3372;;0
IMAGES;2014;750150104;750720476;IRM;1;1;1355;;;5714;;0
IMAGES;2014;750150104;750720476;RADIO;3;3;26279;;;11895;87;1
IMAGES;2014;750150104;750720476;SCAN;2;2;5854;;;10499;5;1
IMAGES;2014;750150104;750720476;VASC;2;2;7088;;;553;6;1
IMAGES;2014;750150146;750720609;MAMM;1;1;;;;368;;
IMAGES;2014;750150146;750720609;RADIO;2;2;3662;;;2712;;
IMAGES;2014;750150237;750006728;RADIO;3;3;10826;60;;19368;180;1
IMAGES;2014;750150237;750006728;SCAN;1;1;3274;1089;;9971;14;1
IMAGES;2014;750150252;750720575;RADIO;1;;;;;;;0
IMAGES;2014;750150260;750006728;MAMM;2;2;;;;3137;;
IMAGES;2014;750150260;750006728;RADIO;1;1;909;;;3819;;0
IMAGES;2014;750150344;750720468;RADIO;2;2;539;;;;;0
IMAGES;2014;750160012;750813321;CAM;1;1;180;0;0;4186;0;0
IMAGES;2014;750160012;750813321;IRM;1;1;465;0;0;2780;0;0
IMAGES;2014;750160012;750813321;MAMM;3;3;;;;4409;;
IMAGES;2014;750160012;750813321;RADIO;2;2;3298;0;0;13192;8;0
IMAGES;2014;750160012;750813321;SCAN;1;1;1709;0;0;5352;0;1
IMAGES;2014;750160012;750813321;TOMO;1;1;133;0;0;2309;0;0
IMAGES;2014;750300071;750000598;RADIO;2;;;;;;;
IMAGES;2014;750300071;750000598;SCAN;1;0;;;;;;
IMAGES;2014;750300089;750000606;IRM;1;1;9022;;;;;
IMAGES;2014;750300097;750813305;MAMM;1;1;;;;;;
IMAGES;2014;750300097;750813305;RADIO;3;3;1;;;;;
IMAGES;2014;750300097;750813305;SCAN;1;1;2;;;;;
IMAGES;2014;750300121;750052037;MAMM;1;0;;;;;;
IMAGES;2014;750300121;750052037;RADIO;2;0;;;;;;1
IMAGES;2014;750300139;750000655;LITHO;1;1;;;;;;
IMAGES;2014;750300139;750000655;RADIO;1;1;;;;;;
IMAGES;2014;750300139;750000655;SCAN;1;1;;;;;;
IMAGES;2014;750300139;750000655;VASC;2;2;;;;;;
IMAGES;2014;750300154;750000671;IRM;1;;;;;;;
IMAGES;2014;750300154;750000671;RADIO;2;;;;;;;
IMAGES;2014;750300154;750000671;SCAN;1;;;;;;;
IMAGES;2014;750300154;750000671;VASC;2;;;;;;;
IMAGES;2014;750300360;750026569;IRM;1;1;68;;;8351;;0
IMAGES;2014;750300360;750026569;MAMM;1;1;;;;;;
IMAGES;2014;750300360;750026569;RADIO;2;2;3509;;;9708;;0
IMAGES;2014;750300360;750026569;SCAN;1;1;317;;;8307;;1
IMAGES;2014;750300493;750000796;RADIO;1;;;;;;;
IMAGES;2014;750300592;750000820;LITHO;1;1;408;;;;0;0
IMAGES;2014;750300592;750000820;MAMM;1;;;;;;;
IMAGES;2014;750300592;750000820;RADIO;2;0;;;;;;
IMAGES;2014;750300766;750056145;IRM;1;1;221;;130;7124;0;1
IMAGES;2014;750300766;750056145;MAMM;1;;;;;;;
IMAGES;2014;750300766;750056145;RADIO;2;;;;;;;
IMAGES;2014;750300766;750056145;SCAN;1;1;1457;;144;9091;1;1
IMAGES;2014;750300774;750000895;RADIO;2;;;;;;;
IMAGES;2014;750300857;750000911;RADIO;1;;;;;;;0
IMAGES;2014;750300881;750000937;RADIO;2;2;1123;;;970;7;1
IMAGES;2014;750300915;750000960;RADIO;2;2;3420;;202;7531;;1
IMAGES;2014;750300915;750000960;SCAN;1;1;830;;73;5501;;1
IMAGES;2014;750300915;750000960;VASC;1;1;753;;;;;1
IMAGES;2014;750801441;750712184;RADIO;1;1;3535;;;;;0
IMAGES;2014;750803447;750712184;CAM;2;2;1055;55;5;1900;;0
IMAGES;2014;750803447;750712184;IRM;2;2;1751;140;1;4804;0;0
IMAGES;2014;750803447;750712184;MAMM;1;1;;;;;;
IMAGES;2014;750803447;750712184;RADIO;10;10;56264;35;;36488;718;1
IMAGES;2014;750803447;750712184;SCAN;2;2;16633;20;;9161;347;1
IMAGES;2014;750803447;750712184;TOMO;2;2;706;348;7;2933;;0
IMAGES;2014;750803447;750712184;VASC;3;3;5466;381;34;615;27;1
IMAGES;2014;750803454;750712184;IRM;1;1;2088;13;15;2274;;0
IMAGES;2014;750803454;750712184;RADIO;3;3;17208;20;7;35967;;
IMAGES;2014;750803454;750712184;SCAN;1;1;1111;7;10;1866;;0
IMAGES;2014;750808578;750813032;RADIO;2;2;1766;;;461;;0
IMAGES;2014;760000018;760780023;IRM;2;2;430;;;;;0
IMAGES;2014;760000018;760780023;MAMM;1;1;;;;1196;;
IMAGES;2014;760000018;760780023;RADIO;4;4;8667;;;;400;1
IMAGES;2014;760000018;760780023;SCAN;2;2;3119;;;9200;114;0
IMAGES;2014;760000018;760780023;dtIRM1;1;1;345;;;1793;;0
IMAGES;2014;760000018;760780023;dtIRM2;1;1;85;;;2716;;0
IMAGES;2014;760000042;760780056;RADIO;1;1;865;0;0;5469;89;0
IMAGES;2014;760000059;760780064;RADIO;1;1;1139;;2875;;;1
IMAGES;2014;760000141;760780239;RADIO;2;2;4173;;;10442;;0
IMAGES;2014;760000141;760780239;SCAN;1;1;233;;;737;;0
IMAGES;2014;760000158;760780239;IRM;4;4;4070;;;9525;;0
IMAGES;2014;760000158;760780239;LITHO;1;1;128;11;;56;;1
IMAGES;2014;760000158;760780239;MAMM;2;2;;;;1628;;
IMAGES;2014;760000158;760780239;RADIO;9;9;62731;;;62064;;1
IMAGES;2014;760000158;760780239;SCAN;3;3;20028;;;12912;;1
IMAGES;2014;760000158;760780239;VASC;2;2;1869;;;174;;1
IMAGES;2014;760000158;760780239;dtIRM2;1;1;964;;;2861;;0
IMAGES;2014;760000166;760780247;CAM;3;3;195;793;230;8040;;
IMAGES;2014;760000166;760780247;IRM;1;1;1652;;;;;
IMAGES;2014;760000166;760780247;MAMM;2;2;;;;;;
IMAGES;2014;760000166;760780247;RADIO;2;2;10549;;;;;
IMAGES;2014;760000166;760780247;SCAN;1;1;5341;;;;;
IMAGES;2014;760000166;760780247;TOMO;2;2;57;332;15;4752;;
IMAGES;2014;760000356;760780726;RADIO;1;1;214;233;;3074;;0
IMAGES;2014;760000356;760780726;SCAN;1;1;147;60;;5365;;0
IMAGES;2014;760000364;760780734;RADIO;2;2;4149;98;809;12351;231;0
IMAGES;2014;760000364;760780734;SCAN;1;1;3022;69;288;3970;48;0
IMAGES;2014;760000372;760780742;RADIO;1;1;11057;41;1800;2606;169;0
IMAGES;2014;760000372;760780742;SCAN;1;1;826;39;0;2520;20;0
IMAGES;2014;760000463;760024042;IRM;1;1;233;;;1784;;
IMAGES;2014;760000463;760024042;MAMM;1;1;;;;723;;
IMAGES;2014;760000463;760024042;RADIO;3;3;12602;;;24694;493;
IMAGES;2014;760000463;760024042;SCAN;2;2;6002;;;10220;122;1
IMAGES;2014;760021329;760000448;IRM;1;;;;;;;
IMAGES;2014;760021329;760000448;MAMM;1;;;;;;;
IMAGES;2014;760021329;760000448;RADIO;3;;;;;;;
IMAGES;2014;760021329;760000448;SCAN;1;;;;;;;
IMAGES;2014;760021329;760000448;VASC;1;;;;;;;
IMAGES;2014;760027292;760027300;LITHO;1;;;;;;;
IMAGES;2014;760027292;760027300;MAMM;1;;;;;;;
IMAGES;2014;760027292;760027300;SCAN;1;0;;;;;;
IMAGES;2014;760780205;760000125;MAMM;1;;;;;;;
IMAGES;2014;760780205;760000125;RADIO;1;;;;;;;
IMAGES;2014;760780510;760000257;IRM;2;;;;;;;
IMAGES;2014;760780510;760000257;LITHO;1;1;100;;;;;
IMAGES;2014;760780510;760000257;RADIO;3;;;;;;;
IMAGES;2014;760780510;760000257;SCAN;1;;;;;;;
IMAGES;2014;760780510;760000257;dtIRM1;1;;;;;;;
IMAGES;2014;760783159;760000851;RADIO;1;1;801;;;;;0
IMAGES;2014;760783522;760780239;RADIO;3;3;15076;;;7776;;1
IMAGES;2014;760783522;760780239;SCAN;1;1;3040;;;3306;;1
IMAGES;2014;760783530;760780239;RADIO;1;1;265;;;3;;
IMAGES;2014;760805770;760780726;IRM;2;2;1684;77;;7643;9;0
IMAGES;2014;760805770;760780726;MAMM;1;1;;;;1451;;
IMAGES;2014;760805770;760780726;RADIO;7;7;32598;534;;40266;;1
IMAGES;2014;760805770;760780726;SCAN;2;2;8339;81;;2604;138;1
IMAGES;2014;760805770;760780726;VASC;1;1;211;;;237;;1
IMAGES;2014;770000131;770110013;IRM;1;1;665;3;;3202;;0
IMAGES;2014;770000131;770110013;MAMM;1;1;;;;354;;
IMAGES;2014;770000131;770110013;RADIO;3;3;10307;86;;23306;392;0
IMAGES;2014;770000131;770110013;SCAN;1;1;3495;9;;4963;31;0
IMAGES;2014;770000149;770110021;IRM;0;0;193;1;;2188;;0
IMAGES;2014;770000149;770110021;MAMM;1;1;;;;2133;;
IMAGES;2014;770000149;770110021;RADIO;3;3;5043;84;;19972;346;1
IMAGES;2014;770000149;770110021;SCAN;1;1;2502;18;17;5685;34;1
IMAGES;2014;770000156;770110054;IRM;1;1;439;;;4510;;
IMAGES;2014;770000156;770110054;MAMM;1;1;;;;;;
IMAGES;2014;770000156;770110054;RADIO;4;4;12822;;;31740;635;1
IMAGES;2014;770000156;770110054;SCAN;2;2;3481;;;9472;127;1
IMAGES;2014;770000164;770110062;MAMM;1;1;;;;925;;
IMAGES;2014;770000164;770110062;RADIO;4;4;4510;;;24175;;
IMAGES;2014;770000164;770110062;SCAN;1;1;1220;;;3301;;
IMAGES;2014;770000172;770110070;IRM;1;1;321;;;4556;3;0
IMAGES;2014;770000172;770110070;RADIO;4;4;5297;;;19652;244;1
IMAGES;2014;770000172;770110070;SCAN;1;1;2976;;;9876;1409;1
IMAGES;2014;770000214;770130052;MAMM;1;1;;;;274;;
IMAGES;2014;770000214;770130052;RADIO;3;3;2371;55;;13954;167;0
IMAGES;2014;770000214;770130052;SCAN;1;1;930;18;;2812;11;0
IMAGES;2014;770000420;770700029;RADIO;1;1;927;;;;;0
IMAGES;2014;770000446;770700185;IRM;2;2;2502;;;4459;25;0
IMAGES;2014;770000446;770700185;LITHO;1;1;205;;;;;
IMAGES;2014;770000446;770700185;MAMM;1;1;;;;401;;
IMAGES;2014;770000446;770700185;RADIO;8;8;19789;;;42970;975;1
IMAGES;2014;770000446;770700185;SCAN;2;2;5487;;;9986;159;1
IMAGES;2014;770000446;770700185;dtIRM2;1;1;;;;588;;0
IMAGES;2014;770019032;770170017;IRM;1;1;1047;;;3513;;0
IMAGES;2014;770019032;770170017;MAMM;1;1;;;;1072;;
IMAGES;2014;770019032;770170017;RADIO;4;4;22540;;;32436;1065;0
IMAGES;2014;770019032;770170017;SCAN;2;2;6696;;;7559;672;0
IMAGES;2014;770019032;770170017;VASC;3;3;5053;;;55;;0
IMAGES;2014;770150019;770019792;SCAN;1;;;;;;;
IMAGES;2014;770150027;750720575;RADIO;1;1;402;0;0;0;0;0
IMAGES;2014;770300010;770004299;SCAN;1;1;1957;;;;218;
IMAGES;2014;770300135;770000289;RADIO;2;;4267;;22;20971;164;1
IMAGES;2014;770300135;770000289;SCAN;1;1;603;;309;8423;0;1
IMAGES;2014;770300135;770000289;VASC;2;;;;;;;
IMAGES;2014;770700011;750042590;RADIO;2;2;4584;;;;;
IMAGES;2014;770790707;770000719;IRM;1;;;;;;;
IMAGES;2014;770790707;770000719;MAMM;1;;;;;;;
IMAGES;2014;770790707;770000719;RADIO;3;;;;;;;
IMAGES;2014;770790707;770000719;SCAN;1;;;;;;;
IMAGES;2014;770803989;770000925;RADIO;1;1;570;;;;;
IMAGES;2014;780000287;780110011;IRM;1;1;5029;;;3552;;0
IMAGES;2014;780000287;780110011;MAMM;1;1;;;;;;
IMAGES;2014;780000287;780110011;RADIO;3;3;33966;;;;;0
IMAGES;2014;780000287;780110011;SCAN;1;1;18213;;;11794;166;0
IMAGES;2014;780000287;780110011;dtIRM1;1;1;2163;;;504;;0
IMAGES;2014;780000295;780002697;MAMM;1;1;;;;694;;
IMAGES;2014;780000295;780002697;RADIO;4;4;5900;0;0;19987;;1
IMAGES;2014;780000295;780002697;SCAN;1;1;3656;0;0;5513;;0
IMAGES;2014;780000303;780110037;RADIO;2;2;2675;812;;172;;1
IMAGES;2014;780000311;780001236;IRM;2;2;2294;104;3583;9922;;1
IMAGES;2014;780000311;780001236;RADIO;4;3;8421;231;1;17157;;0
IMAGES;2014;780000311;780001236;SCAN;2;2;11575;356;861;21814;;1
IMAGES;2014;780000311;780001236;VASC;2;2;1601;31;18;277;;1
IMAGES;2014;780000329;780110052;IRM;1;1;406;;;5562;16;0
IMAGES;2014;780000329;780110052;RADIO;2;2;4645;;;23712;385;0
IMAGES;2014;780000329;780110052;SCAN;2;2;2617;;;14529;102;0
IMAGES;2014;780000337;780001236;CAM;1;1;80;19;;2582;;1
IMAGES;2014;780000337;780001236;MAMM;1;1;;;;412;;
IMAGES;2014;780000337;780001236;RADIO;3;3;1490;186;43;7026;;1
IMAGES;2014;780000337;780001236;SCAN;2;2;5264;504;5485;9773;;1
IMAGES;2014;780000352;780110094;RADIO;2;2;2291;;;658;;0
IMAGES;2014;780000378;780130027;RADIO;1;1;568;;;15677;;0
IMAGES;2014;780000386;780021788;RADIO;1;1;610;;;;;0
IMAGES;2014;780001657;780530010;RADIO;1;1;253;;;;;
IMAGES;2014;780008298;750043994;RADIO;1;1;462;;;;;0
IMAGES;2014;780022646;920002615;IRM;1;1;139;24;;;;0
IMAGES;2014;780022646;920002615;SCAN;1;1;1440;77;;;;0
IMAGES;2014;780140018;750005068;RADIO;1;1;1387;310;;;;
IMAGES;2014;780150017;750005068;RADIO;1;1;917;;;;;0
IMAGES;2014;780150066;780808614;IRM;1;1;191;;;6810;;0
IMAGES;2014;780150066;780808614;RADIO;1;1;8311;;;;;0
IMAGES;2014;780150066;780808614;SCAN;1;1;2472;;;5413;;0
IMAGES;2014;780300075;780000485;RADIO;1;1;2907;;;;;0
IMAGES;2014;780300075;780000485;VASC;2;2;2429;;;;;1
IMAGES;2014;780300208;780000576;SCAN;1;;;;;;;
IMAGES;2014;780300323;780003679;IRM;1;;;;;;;
IMAGES;2014;780300323;780003679;SCAN;1;;;;;;;
IMAGES;2014;780300364;780003679;MAMM;1;;;;;;;
IMAGES;2014;780300364;780003679;RADIO;1;;;;;;;
IMAGES;2014;780300406;780018032;CAM;1;1;79;;;;;0
IMAGES;2014;780300406;780018032;IRM;1;1;205;;;;;0
IMAGES;2014;780300406;780018032;LITHO;1;1;63;;;;;1
IMAGES;2014;780300406;780018032;SCAN;1;1;1050;;;;;0
IMAGES;2014;780300406;780018032;VASC;2;2;3334;;;;;1
IMAGES;2014;780300414;780000675;CAM;1;0;;;;;;
IMAGES;2014;780300414;780000675;IRM;1;0;;;;;;
IMAGES;2014;780300414;780000675;LITHO;1;0;;;;;;
IMAGES;2014;780300414;780000675;RADIO;13;0;;;;;;
IMAGES;2014;780300414;780000675;SCAN;2;0;;;;;;
IMAGES;2014;780300414;780000675;VASC;1;0;;;;;;
IMAGES;2014;780300422;780002259;IRM;2;2;141;;195;13159;;0
IMAGES;2014;780300422;780002259;MAMM;1;0;;;;;;
IMAGES;2014;780300422;780002259;RADIO;2;0;;;;;;0
IMAGES;2014;780300422;780002259;SCAN;2;2;852;;380;13913;32;0
IMAGES;2014;780300455;780000717;IRM;1;1;15;;26;8005;0;0
IMAGES;2014;780300455;780000717;SCAN;1;1;94;;244;12407;2;0
IMAGES;2014;780630026;750803900;RADIO;1;1;378;;;23;;
IMAGES;2014;780800256;780110078;CAM;2;2;497;;;2386;0;0
IMAGES;2014;780800256;780110078;IRM;1;1;2856;;;3605;31;0
IMAGES;2014;780800256;780110078;MAMM;1;1;;;;870;;
IMAGES;2014;780800256;780110078;RADIO;10;10;42954;;;55126;;1
IMAGES;2014;780800256;780110078;SCAN;2;2;13745;;;8461;336;1
IMAGES;2014;780800256;780110078;VASC;1;1;1835;;;120;;1
IMAGES;2014;780825816;780003638;RADIO;1;1;186;;100;79;;0
IMAGES;2014;790000087;790000012;IRM;1;1;1059;;;11707;;0
IMAGES;2014;790000087;790000012;MAMM;1;1;;;;1556;;
IMAGES;2014;790000087;790000012;RADIO;6;6;18635;;;52390;606;1
IMAGES;2014;790000087;790000012;SCAN;2;2;9761;;;24953;164;1
IMAGES;2014;790000087;790000012;VASC;1;1;1710;;;;4;1
IMAGES;2014;790000095;790006654;IRM;0;0;6;;;477;;0
IMAGES;2014;790000095;790006654;MAMM;1;1;;;;1124;;
IMAGES;2014;790000095;790006654;RADIO;5;5;6728;92;0;19843;289;0
IMAGES;2014;790000095;790006654;SCAN;1;1;1267;289;0;2937;8;0
IMAGES;2014;790000103;790006654;RADIO;3;3;3022;29;;7819;173;0
IMAGES;2014;790000681;790002497;RADIO;1;1;558;;;;;0
IMAGES;2014;790003537;790006654;IRM;1;1;12;2;;758;1;0
IMAGES;2014;790003537;790006654;MAMM;1;1;;;;345;;
IMAGES;2014;790003537;790006654;RADIO;5;5;5368;149;;13225;119;0
IMAGES;2014;790003537;790006654;SCAN;1;1;1715;333;;3247;13;0
IMAGES;2014;790009948;790001242;IRM;1;;;;;;;
IMAGES;2014;790009948;790001242;SCAN;1;;;;;;;
IMAGES;2014;800000143;800000028;IRM;1;1;111;0;0;2405;0;0
IMAGES;2014;800000143;800000028;LITHO;1;1;72;0;0;0;0;0
IMAGES;2014;800000143;800000028;MAMM;1;1;;;;584;;
IMAGES;2014;800000143;800000028;RADIO;6;6;16772;0;0;24114;330;0
IMAGES;2014;800000143;800000028;SCAN;1;1;4628;0;0;4870;73;0
IMAGES;2014;800000184;800000036;RADIO;3;3;429;;;4919;;0
IMAGES;2014;800000192;800000044;IRM;;;1818;;;2948;;1
IMAGES;2014;800000192;800000044;RADIO;2;2;16141;;;41452;;1
IMAGES;2014;800000192;800000044;SCAN;1;1;5806;;;13084;;1
IMAGES;2014;800000192;800000044;VASC;;;1356;;;462;;0
IMAGES;2014;800000200;800000051;RADIO;2;;;;;5653;;
IMAGES;2014;800000226;800000069;RADIO;2;2;2173;;;7898;98;0
IMAGES;2014;800000226;800000069;SCAN;1;1;1065;;;1785;5;0
IMAGES;2014;800000275;800000077;RADIO;1;;;;;;;
IMAGES;2014;800000390;800000085;RADIO;1;1;605;;;11422;130;0
IMAGES;2014;800000390;800000085;SCAN;1;1;609;;;3958;11;0
IMAGES;2014;800000432;800000093;MAMM;1;1;;;;409;;
IMAGES;2014;800000432;800000093;RADIO;2;2;5815;162;5;10552;172;0
IMAGES;2014;800000432;800000093;SCAN;1;1;1803;52;53;5295;24;0
IMAGES;2014;800000507;800000135;RADIO;1;1;592;102;;372;0;0
IMAGES;2014;800000614;800000044;RADIO;1;1;304;;;51;;0
IMAGES;2014;800002610;800000044;MAMM;2;2;;;;;;
IMAGES;2014;800002610;800000044;RADIO;1;;;;;;;
IMAGES;2014;800006124;800000044;CAM;3;3;1647;;181;4688;0;0
IMAGES;2014;800006124;800000044;IRM;3;3;1291;;;5061;75;1
IMAGES;2014;800006124;800000044;LITHO;1;1;30;;;;;1
IMAGES;2014;800006124;800000044;MAMM;2;2;;;;1271;;
IMAGES;2014;800006124;800000044;RADIO;11;11;22137;;;24174;785;1
IMAGES;2014;800006124;800000044;SCAN;4;4;8486;;;13016;250;1
IMAGES;2014;800006124;800000044;TOMO;1;1;320;;63;1846;0;0
IMAGES;2014;800006124;800000044;VASC;5;5;2197;;;111;15;0
IMAGES;2014;800006124;800000044;dtIRM2;1;1;272;;;575;;0
IMAGES;2014;800009920;800003071;RADIO;3;;;;;;;
IMAGES;2014;800009920;800003071;VASC;1;1;13;;;;;
IMAGES;2014;800013179;800013138;RADIO;1;;;;;;;
IMAGES;2014;800015729;800015679;RADIO;1;1;16718;;;;;0
IMAGES;2014;800015729;800015679;VASC;2;2;2167;;;;;1
IMAGES;2014;810000224;810000471;IRM;1;;;;;;;
IMAGES;2014;810000224;810000471;SCAN;1;1;8346;;;8483;;
IMAGES;2014;810000232;810099903;RADIO;1;;;;;;;0
IMAGES;2014;810000448;810099945;MAMM;1;1;;;;1474;;
IMAGES;2014;810000448;810099945;RADIO;3;3;419;;;7829;;
IMAGES;2014;810000505;810000331;CAM;2;2;502;;;5458;2;1
IMAGES;2014;810000505;810000331;IRM;1;1;503;;;2239;2;0
IMAGES;2014;810000505;810000331;MAMM;1;1;;;;542;;
IMAGES;2014;810000505;810000331;RADIO;4;4;15328;;;25990;553;0
IMAGES;2014;810000505;810000331;SCAN;1;1;8710;;;8020;211;0
IMAGES;2014;810000513;810000349;RADIO;1;1;758;134;;;;
IMAGES;2014;810000521;810000380;IRM;1;0;327;;;;;0
IMAGES;2014;810000521;810000380;RADIO;5;5;10352;373;23;40696;752;1
IMAGES;2014;810000521;810000380;SCAN;1;1;4503;129;9;9702;55;1
IMAGES;2014;810000562;810000455;MAMM;1;1;;;;798;;
IMAGES;2014;810000562;810000455;RADIO;2;2;2607;117;98;12799;144;0
IMAGES;2014;810000562;810000455;SCAN;1;1;1527;39;249;3931;14;0
IMAGES;2014;820000032;820000016;IRM;1;1;825;18;10;4660;8;0
IMAGES;2014;820000032;820000016;MAMM;1;1;;;;1086;;
IMAGES;2014;820000032;820000016;RADIO;3;3;15551;191;5;25251;627;1
IMAGES;2014;820000032;820000016;SCAN;1;1;6243;75;22;5944;202;1
IMAGES;2014;820000057;820000131;CAM;2;;;;;;;
IMAGES;2014;820000057;820000131;IRM;1;;;;;;;
IMAGES;2014;820000057;820000131;LITHO;1;;;;;;;
IMAGES;2014;820000057;820000131;MAMM;1;;;;;;;
IMAGES;2014;820000057;820000131;RADIO;5;;;;;;;
IMAGES;2014;820000057;820000131;SCAN;1;;;;;;;
IMAGES;2014;820000057;820000131;VASC;1;;;;;;;
IMAGES;2014;820000057;820000131;dtIRM1;1;;;;;;;
IMAGES;2014;820000883;820004950;MAMM;1;1;;;;2325;;
IMAGES;2014;820000883;820004950;RADIO;2;2;3325;0;0;21940;229;1
IMAGES;2014;820000883;820004950;SCAN;1;1;1979;0;0;4535;55;1
IMAGES;2014;820002350;820000578;RADIO;1;1;1172;0;0;4;0;0
IMAGES;2014;830000279;830100517;RADIO;2;2;5921;100;;12276;286;0
IMAGES;2014;830000279;830100517;SCAN;1;1;4030;33;5476;2050;72;0
IMAGES;2014;830000287;830100525;IRM;1;1;566;2;6;2544;1;0
IMAGES;2014;830000287;830100525;RADIO;3;3;12886;65;50;16137;598;1
IMAGES;2014;830000287;830100525;SCAN;1;1;4957;24;16;4241;52;1
IMAGES;2014;830000295;830100533;IRM;1;1;166;0;0;5045;;0
IMAGES;2014;830000295;830100533;MAMM;1;1;;;;1436;;
IMAGES;2014;830000295;830100533;RADIO;3;3;3973;72;;19521;225;0
IMAGES;2014;830000295;830100533;SCAN;1;1;2493;8;;12545;168;0
IMAGES;2014;830000303;830100541;RADIO;1;1;5412;;65;;;1
IMAGES;2014;830000311;830100566;CAM;2;2;259;4;;5675;0;0
IMAGES;2014;830000311;830100566;IRM;1;1;539;1;;6516;0;0
IMAGES;2014;830000311;830100566;MAMM;1;1;;;;416;;
IMAGES;2014;830000311;830100566;RADIO;3;3;6860;86;;23043;537;0
IMAGES;2014;830000311;830100566;SCAN;1;1;2885;27;;9787;87;0
IMAGES;2014;830000311;830100566;VASC;1;1;2042;0;;3;5;1
IMAGES;2014;830000337;830100590;RADIO;1;;;;;;;
IMAGES;2014;830000337;830100590;SCAN;1;0;;;;;;
IMAGES;2014;830000345;830100616;CAM;3;3;1190;62;;10949;;0
IMAGES;2014;830000345;830100616;IRM;1;1;1470;82;;4980;67;0
IMAGES;2014;830000345;830100616;MAMM;1;1;;;;1068;;
IMAGES;2014;830000345;830100616;RADIO;4;4;19532;191;;32141;1259;1
IMAGES;2014;830000345;830100616;SCAN;2;2;5524;171;;14512;235;1
IMAGES;2014;830000345;830100616;TOMO;1;1;50;13;;2712;;0
IMAGES;2014;830000345;830100616;VASC;3;3;2918;18;;261;7;1
IMAGES;2014;830016556;830000451;RADIO;1;1;250;;;;;
IMAGES;2014;830100012;750712184;RADIO;1;1;730;0;0;0;0;0
