BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2016;670000397;670017755;M1030;5;1;6.43;1;0
BLOCS_P;2016;670000397;670017755;M200H;;13;3.81;0;1
BLOCS_P;2016;670000397;670017755;N2200;5;5;7.89;0;0
BLOCS_P;2016;670000397;670017755;N2310;10;2;11.27;1;0
BLOCS_P;2016;670000397;670017755;N2320;11;1;11.51;1;0
BLOCS_P;2016;670000397;670017755;N2510;1;1;1.6;0;0
BLOCS_P;2016;670000397;670017755;NAUT;3;3;5.53;0;0
BLOCS_P;2016;670009109;670780055;M1030;;9;6.85;1;0
BLOCS_P;2016;670009109;670780055;M200H;15;;3.83;1;1
BLOCS_P;2016;670009109;670780055;N2200;10;3;5.92;0;0
BLOCS_P;2016;670009109;670780055;N2310;11;3;10.71;0;0
BLOCS_P;2016;670009109;670780055;N2320;3;1;1.6;0;0
BLOCS_P;2016;670009109;670780055;N2510;7;1;3.8;0;0
BLOCS_P;2016;670009109;670780055;NAUT;7;3;5.35;0;0
BLOCS_P;2016;670013325;670013317;M100H;;8;2;0;0
BLOCS_P;2016;670013325;670013317;M1030;;3;1.7;0;0
BLOCS_P;2016;670013325;670013317;N2200;3;5;6;0;0
BLOCS_P;2016;670013325;670013317;N2510;;1;0.2;0;0
BLOCS_P;2016;670013341;670013333;M100H;0;5;1;;
BLOCS_P;2016;670013341;670013333;M1030;;1;0.6;;
BLOCS_P;2016;670014430;670001734;M100H;9;;9;;1
BLOCS_P;2016;670014430;670001734;N2200;3;;3;;1
BLOCS_P;2016;670014430;670001734;N4130;2;4;5.2;;1
BLOCS_P;2016;670014430;670001734;N4160;1;;1;;1
BLOCS_P;2016;670014430;670001734;NAUT;3;1;3.8;;
BLOCS_P;2016;670016237;670016211;M100H;;23;23;;1
BLOCS_P;2016;670016237;670016211;M1030;;8;8;;1
BLOCS_P;2016;670016237;670016211;M200H;;41;41;;1
BLOCS_P;2016;670016237;670016211;N2200;17;7;21.9;0;1
BLOCS_P;2016;670016237;670016211;N2320;5;2;6.3;0;1
BLOCS_P;2016;670016237;670016211;N4160;1;;1;0;0
BLOCS_P;2016;670016237;670016211;NAUT;14;3;16.2;0;0
BLOCS_P;2016;670017862;670017847;M100H;;18;18;0;1
BLOCS_P;2016;670017862;670017847;M1030;;9;9;0;1
BLOCS_P;2016;670017862;670017847;M200H;;40;40;0;1
BLOCS_P;2016;670017862;670017847;N2200;17;3;15.4;0;1
BLOCS_P;2016;670017862;670017847;N2320;2;;2;0;1
BLOCS_P;2016;670017862;670017847;N2510;1;;1;0;0
BLOCS_P;2016;670017862;670017847;N4160;1;;1;0;0
BLOCS_P;2016;670017862;670017847;NAUT;5;1;5.8;0;0
BLOCS_P;2016;670780113;670780055;M1030;6;;6;1;0
BLOCS_P;2016;670780113;670780055;M200H;12;3;2.3;1;1
BLOCS_P;2016;670780113;670780055;N2200;5;1;5.48;1;0
BLOCS_P;2016;670780113;670780055;N2310;9;1;6.19;1;0
BLOCS_P;2016;670780113;670780055;N2320;6;0;5.71;1;0
BLOCS_P;2016;670780113;670780055;N2510;3;0;1;0;0
BLOCS_P;2016;670780113;670780055;NAUT;6;0;4.79;0;0
BLOCS_P;2016;670780170;670000116;M100H;;26;5.2;;
BLOCS_P;2016;670780170;670000116;M1030;7;2;8;;
BLOCS_P;2016;670780170;670000116;M200H;2;26;7.2;0;1
BLOCS_P;2016;670780170;670000116;N2200;26;2;25.91;;1
BLOCS_P;2016;670780170;670000116;N2510;1;1;1.93;;
BLOCS_P;2016;670780170;670000116;N4160;1;;1;;
BLOCS_P;2016;670780170;670000116;NAUT;22;2;21.87;;
BLOCS_P;2016;670780188;670014604;M100H;0;4;2;0;0
BLOCS_P;2016;670780188;670014604;M1030;6;2;7.91;0;0
BLOCS_P;2016;670780188;670014604;M200H;3;0;3;0;0
BLOCS_P;2016;670780188;670014604;N2200;16;4;17.68;;
BLOCS_P;2016;670780188;670014604;N2310;5;2;9.37;;
BLOCS_P;2016;670780188;670014604;N2320;6;2;6.93;;
BLOCS_P;2016;670780188;670014604;N2510;7;0;5.54;;
BLOCS_P;2016;670780188;670014604;N4160;1;0;1;;
BLOCS_P;2016;670780188;670014604;NAUT;4;1;4.66;;
BLOCS_P;2016;670780212;670014604;M100H;;;;0;1
BLOCS_P;2016;670780212;670014604;M1030;10;1;10.84;1;1
BLOCS_P;2016;670780212;670014604;M200H;;;;1;1
BLOCS_P;2016;670780212;670014604;N2200;18;16;33.12;;
BLOCS_P;2016;670780212;670014604;N2310;11;5;15;;
BLOCS_P;2016;670780212;670014604;N2320;5;2;8.9;;
BLOCS_P;2016;670780212;670014604;N2510;2;1;2.81;;
BLOCS_P;2016;670780212;670014604;N4160;2;;2;;
BLOCS_P;2016;670780212;670014604;NAUT;4;2;5.2;;
BLOCS_P;2016;670780378;670000785;M100H;14;19;23.5;;0
BLOCS_P;2016;670780378;670000785;M1030;5;;5;0;1
BLOCS_P;2016;670780378;670000785;M200H;12;7;15.5;;1
BLOCS_P;2016;670780378;670000785;N2200;8;10;15.38;0;1
BLOCS_P;2016;670780378;670000785;N2310;3;1;3.8;0;0
BLOCS_P;2016;670780378;670000785;N2320;5;1;5.24;0;1
BLOCS_P;2016;670780378;670000785;N2510;1;0;1;0;1
BLOCS_P;2016;670780378;670000785;NAUT;5;1;5.64;0;0
BLOCS_P;2016;670780386;670000199;N2200;1;;1;;
BLOCS_P;2016;670780386;670000199;N2320;12;4;14.5;;
BLOCS_P;2016;670780386;670000199;N2510;4;2;5.3;;
BLOCS_P;2016;670780386;670000199;NAUT;3;1;4.8;;
BLOCS_P;2016;670783273;670780055;M100H;11;7;3.15;0;1
BLOCS_P;2016;670783273;670780055;M1030;45;4;42.23;1;1
BLOCS_P;2016;670783273;670780055;M200H;46;3;13.27;1;1
BLOCS_P;2016;670783273;670780055;N2200;79;28;105.08;1;1
BLOCS_P;2016;670783273;670780055;N2310;44;22;61.25;1;1
BLOCS_P;2016;670783273;670780055;N2320;27;14;35.72;1;1
BLOCS_P;2016;670783273;670780055;N2510;33;2;31.64;0;0
BLOCS_P;2016;670783273;670780055;N4130;5;0;5.01;1;1
BLOCS_P;2016;670783273;670780055;N4160;0;0;0.22;0;1
BLOCS_P;2016;670783273;670780055;NAUT;35;6;45.34;0;0
BLOCS_P;2016;670798636;670014604;M1030;1;1;3;;
BLOCS_P;2016;670798636;670014604;N2200;6;1;6.17;;
BLOCS_P;2016;670798636;670014604;N2310;;1;0.8;;
BLOCS_P;2016;670798636;670014604;N4160;1;;0.83;;
BLOCS_P;2016;670798636;670014604;NAUT;;1;0.1;;
BLOCS_P;2016;680000320;680000643;N2200;18;11;23.2;;
BLOCS_P;2016;680000320;680000643;N2310;7;4;9.68;;
BLOCS_P;2016;680000320;680000643;N2320;7;4;8.8;;
BLOCS_P;2016;680000320;680000643;N2510;3;;3;;
BLOCS_P;2016;680000320;680000643;N4160;3;;3;;
BLOCS_P;2016;680000320;680000643;NAUT;10;;10;;
BLOCS_P;2016;680000494;680000643;N2200;53;10;56.7;;
BLOCS_P;2016;680000494;680000643;N2310;13;6;17.1;;
BLOCS_P;2016;680000494;680000643;N2320;7;4;8.8;;
BLOCS_P;2016;680000494;680000643;N2510;10;2;11.76;;
BLOCS_P;2016;680000494;680000643;N4130;14;3;16.15;;
BLOCS_P;2016;680000494;680000643;N4160;6;;6;;
BLOCS_P;2016;680000494;680000643;NAUT;12;;12;;
BLOCS_P;2016;680000544;680000395;M100H;1;1;1.68;0;0
BLOCS_P;2016;680000544;680000395;M1030;3;1;3.11;0;1
BLOCS_P;2016;680000544;680000395;M200H;4;1;4.48;0;1
BLOCS_P;2016;680000544;680000395;N2200;1;1;2.74;0;0
BLOCS_P;2016;680000544;680000395;N2310;6;3;8.72;1;0
BLOCS_P;2016;680000544;680000395;N2320;2;4;5.95;0;1
BLOCS_P;2016;680000544;680000395;N2510;2;;2;0;0
BLOCS_P;2016;680000544;680000395;N4160;2;;2;0;0
BLOCS_P;2016;680000544;680000395;NAUT;;1;0.3;0;0
BLOCS_P;2016;680000601;680020336;M100H;0;1;0.15;0;1
BLOCS_P;2016;680000601;680020336;M1030;4;0;3.8;0;1
BLOCS_P;2016;680000601;680020336;M200H;4;1;2.4;0;1
BLOCS_P;2016;680000601;680020336;N2200;6;1;5.97;;
BLOCS_P;2016;680000601;680020336;N2310;6;2;7.36;1;0
BLOCS_P;2016;680000601;680020336;N2320;8;;8;;
BLOCS_P;2016;680000601;680020336;N4160;1;;1;;
BLOCS_P;2016;680000601;680020336;NAUT;2;1;2.08;;
BLOCS_P;2016;680000627;680020336;M1030;3;1;2.67;1;0
BLOCS_P;2016;680000627;680020336;M200H;11;2;1.5;1;1
BLOCS_P;2016;680000627;680020336;N2200;6;3;7.89;;
BLOCS_P;2016;680000627;680020336;N2310;6;4;9.24;;
BLOCS_P;2016;680000627;680020336;N2320;5;2;6.58;;
BLOCS_P;2016;680000627;680020336;N2510;5;;4.13;;
BLOCS_P;2016;680000627;680020336;NAUT;3;2;4.7;;
BLOCS_P;2016;680000684;680000973;M100H;;;;0;1
BLOCS_P;2016;680000684;680000973;M1030;19;2;11.9;1;0
BLOCS_P;2016;680000684;680000973;M200H;32;1;19.9;0;1
BLOCS_P;2016;680000684;680000973;N2200;39;14;47.37;;
BLOCS_P;2016;680000684;680000973;N2310;31;23;46.24;;
BLOCS_P;2016;680000684;680000973;N2320;25;16;35.77;;
BLOCS_P;2016;680000684;680000973;N2510;10;4;12.88;;
BLOCS_P;2016;680000684;680000973;N4160;4;;4;;
BLOCS_P;2016;680000684;680000973;NAUT;20;1;19.58;;
BLOCS_P;2016;680000700;680001005;M1030;;3;0.97;0;0
BLOCS_P;2016;680000700;680001005;M200H;;13;2.05;0;0
BLOCS_P;2016;680000700;680001005;N2200;3;4;5.6;;0
BLOCS_P;2016;680000700;680001005;N2310;;4;1.71;;0
BLOCS_P;2016;680000700;680001005;N2510;1;;0.91;;0
BLOCS_P;2016;680000700;680001005;N4160;1;;1;;
BLOCS_P;2016;680000700;680001005;NAUT;;1;0.42;;
BLOCS_P;2016;680001195;680000643;M100H;17;21;22.34;0;1
BLOCS_P;2016;680001195;680000643;M1030;6;2;7;0;1
BLOCS_P;2016;680001195;680000643;M200H;7;32;11.76;0;1
BLOCS_P;2016;680001195;680000643;N2200;17;11;23.58;1;1
BLOCS_P;2016;680001195;680000643;N2310;9;7;13.11;1;1
BLOCS_P;2016;680001195;680000643;N2320;14;;14;1;1
BLOCS_P;2016;680001195;680000643;N4130;18;8;21.31;0;1
BLOCS_P;2016;680001195;680000643;N4160;3;;3;0;1
BLOCS_P;2016;680001195;680000643;NAUT;7;6;11.04;0;0
BLOCS_P;2016;680001245;680000973;M100H;1;;0.1;1;0
BLOCS_P;2016;680001245;680000973;M1030;7;0;7;1;0
BLOCS_P;2016;680001245;680000973;M200H;3;1;3.3;0;1
BLOCS_P;2016;680001245;680000973;N2200;8;1;8.37;;
BLOCS_P;2016;680001245;680000973;N2310;10;4;11.36;;
BLOCS_P;2016;680001245;680000973;N2320;1;9;8.3;;
BLOCS_P;2016;680001245;680000973;N2510;0;2;1.3;;
BLOCS_P;2016;680001245;680000973;NAUT;11;3;12.09;;
BLOCS_P;2016;680004546;680020336;M100H;30;13;9.97;;
BLOCS_P;2016;680004546;680020336;M1030;14;3;12.1;0;1
BLOCS_P;2016;680004546;680020336;M200H;30;7;9.48;1;1
BLOCS_P;2016;680004546;680020336;N2200;33;7;37.05;;
BLOCS_P;2016;680004546;680020336;N2310;23;16;34.33;;
BLOCS_P;2016;680004546;680020336;N2320;22;9;28.71;;
BLOCS_P;2016;680004546;680020336;N2510;20;4;23.48;;
BLOCS_P;2016;680004546;680020336;N4160;2;;2.68;;
BLOCS_P;2016;680004546;680020336;NAUT;17;3;20.84;;
BLOCS_P;2016;680020088;680020062;M100H;0;4;1.01;0;1
BLOCS_P;2016;680020088;680020062;M1030;2;1;2.5;0;1
BLOCS_P;2016;680020088;680020062;M200H;;15;3.5;0;1
BLOCS_P;2016;680020088;680020062;N2200;6;3;7.56;0;1
BLOCS_P;2016;680020088;680020062;N2310;2;0;2;0;0
BLOCS_P;2016;680020088;680020062;N2320;3;0;3;0;1
BLOCS_P;2016;680020088;680020062;N2510;2;1;2.8;0;1
BLOCS_P;2016;680020088;680020062;N4160;0;1;0.8;0;1
BLOCS_P;2016;680020088;680020062;NAUT;2;0;2;0;0
BLOCS_P;2016;690000013;690780036;M100H;;1;0.42;0;0
BLOCS_P;2016;690000013;690780036;M200H;1;3;0.86;0;1
BLOCS_P;2016;690000013;690780036;N2310;2;2;3.61;0;1
BLOCS_P;2016;690000013;690780036;N2320;1;1;1.75;0;1
BLOCS_P;2016;690000013;690780036;N2510;3;1;3.4;0;0
BLOCS_P;2016;690000013;690780036;NAUT;;3;0.06;0;0
BLOCS_P;2016;690000021;690780044;M100H;1;4;3.33;1;1
BLOCS_P;2016;690000021;690780044;M1030;;4;2.4;1;1
BLOCS_P;2016;690000021;690780044;N2310;2;;2;;
BLOCS_P;2016;690000021;690780044;N2320;1;2;2.09;;
BLOCS_P;2016;690000021;690780044;N2510;1;1;1.11;;
BLOCS_P;2016;690000427;750721334;M1030;2;2;3.59;;1
BLOCS_P;2016;690000427;750721334;M200H;5;2;5.77;0;1
BLOCS_P;2016;690000427;750721334;N2200;9;;8.41;0;0
BLOCS_P;2016;690000427;750721334;N2310;2;;3.36;0;0
BLOCS_P;2016;690000427;750721334;N2320;;;0.36;0;0
BLOCS_P;2016;690000427;750721334;N2510;3;;3.45;0;0
BLOCS_P;2016;690000427;750721334;N4160;1;;1;0;0
BLOCS_P;2016;690000427;750721334;NAUT;3;;1.5;0;0
BLOCS_P;2016;690000575;690782222;M1030;2;10;9.5;1;0
BLOCS_P;2016;690000575;690782222;M200H;1;31;10;1;0
BLOCS_P;2016;690000575;690782222;N2200;12;21;26.55;1;0
BLOCS_P;2016;690000575;690782222;N2310;14;8;19.46;1;0
BLOCS_P;2016;690000575;690782222;N2320;4;2;5.66;1;0
BLOCS_P;2016;690000575;690782222;N2510;7;3;9.45;0;0
BLOCS_P;2016;690000575;690782222;N4160;1;;1;;
BLOCS_P;2016;690000575;690782222;NAUT;3;;3;0;0
BLOCS_P;2016;690000625;690782271;M1030;;10;1.11;0;0
BLOCS_P;2016;690000625;690782271;M200H;;8;0.69;0;0
BLOCS_P;2016;690000625;690782271;N2200;2;;0.89;0;0
BLOCS_P;2016;690000625;690782271;N2310;3;;1.63;0;0
BLOCS_P;2016;690000625;690782271;N2320;2;;1.54;0;0
BLOCS_P;2016;690000625;690782271;N2510;2;1;2.55;0;0
BLOCS_P;2016;690000625;690782271;N4160;1;;0.4;0;0
BLOCS_P;2016;690000625;690782271;NAUT;;1;0.8;0;0
BLOCS_P;2016;690000880;690783220;M100H;7;4;3.72;0;0
BLOCS_P;2016;690000880;690783220;M1030;11;4;11.82;0;1
BLOCS_P;2016;690000880;690783220;M200H;20;12;18.39;0;1
BLOCS_P;2016;690000880;690783220;N2200;12;4;12.35;0;0
BLOCS_P;2016;690000880;690783220;N2310;12;8;14.25;0;1
BLOCS_P;2016;690000880;690783220;N2320;10;6;13.79;0;1
BLOCS_P;2016;690000880;690783220;N4130;10;;5.66;0;0
BLOCS_P;2016;690000880;690783220;N4160;1;3;0.98;0;0
BLOCS_P;2016;690000880;690783220;NAUT;26;6;26.13;0;0
BLOCS_P;2016;690007539;690781810;M100H;;1;0.87;0;0
BLOCS_P;2016;690007539;690781810;M1030;21;7;24.34;1;0
BLOCS_P;2016;690007539;690781810;M200H;3;8;9.45;1;1
BLOCS_P;2016;690007539;690781810;N2200;42;8;44.17;0;0
BLOCS_P;2016;690007539;690781810;N2310;45;5;45.52;0;0
BLOCS_P;2016;690007539;690781810;N2320;20;4;21.49;0;1
BLOCS_P;2016;690007539;690781810;N2510;46;4;39.44;0;0
BLOCS_P;2016;690007539;690781810;NAUT;47;12;45.71;0;0
BLOCS_P;2016;690022959;690000732;M100H;;2;;0;0
BLOCS_P;2016;690022959;690000732;M1030;;8;;1;0
BLOCS_P;2016;690022959;690000732;M200H;;39;;0;1
BLOCS_P;2016;690022959;690000732;N2200;13;2;13.9;0;1
BLOCS_P;2016;690022959;690000732;N2320;1;;0.8;0;0
BLOCS_P;2016;690022959;690000732;N4160;1;;1;0;0
BLOCS_P;2016;690023239;690000146;M100H;1;;1;0;1
BLOCS_P;2016;690023239;690000146;M1030;9;6;11.95;0;1
BLOCS_P;2016;690023239;690000146;M200H;36;36;54;0;1
BLOCS_P;2016;690023239;690000146;N2200;25;7;27.14;0;1
BLOCS_P;2016;690023239;690000146;N2310;11;;10.87;0;0
BLOCS_P;2016;690023239;690000146;N2320;2;0;1.96;0;0
BLOCS_P;2016;690023239;690000146;N4160;1;;1;0;1
BLOCS_P;2016;690023239;690000146;NAUT;4;2;5.09;0;0
BLOCS_P;2016;690023411;690000252;M100H;72;;72;0;0
BLOCS_P;2016;690023411;690000252;M1030;22;;22;0;1
BLOCS_P;2016;690023411;690000252;M200H;51;;51;0;1
BLOCS_P;2016;690023411;690000252;N2200;28;13;36.83;;
BLOCS_P;2016;690023411;690000252;N2320;1;;1;;
BLOCS_P;2016;690023411;690000252;N2510;1;2;1.95;;
BLOCS_P;2016;690023411;690000252;N4160;3;;3;;
BLOCS_P;2016;690029186;690027099;M100H;0;6;6;0;1
BLOCS_P;2016;690029186;690027099;M1030;0;3;0.8;0;0
BLOCS_P;2016;690029186;690027099;N2200;2;2;3.39;0;0
BLOCS_P;2016;690029186;690027099;N2510;0;2;1.28;0;0
BLOCS_P;2016;690780093;750821092;M1030;5;;4;0;1
BLOCS_P;2016;690780093;750821092;N2200;10;;9.08;0;0
BLOCS_P;2016;690780093;750821092;N2310;;;;0;1
BLOCS_P;2016;690780093;750821092;N2320;8;;8;0;1
BLOCS_P;2016;690780093;750821092;N2510;2;;2;0;0
BLOCS_P;2016;690780093;750821092;N4160;2;;0.55;0;0
BLOCS_P;2016;690780093;750821092;NAUT;8;;5.17;0;0
BLOCS_P;2016;690780200;690000112;M1030;1;2;2;0;1
BLOCS_P;2016;690780200;690000112;M200H;5;10;10;0;1
BLOCS_P;2016;690780200;690000112;N2200;2;3;4.9;0;0
BLOCS_P;2016;690780200;690000112;N2310;2;;2;0;0
BLOCS_P;2016;690780200;690000112;N4160;;1;0.5;0;0
BLOCS_P;2016;690780226;690039870;M1030;5;;2.5;1;1
BLOCS_P;2016;690780226;690039870;M200H;16;;8;1;1
BLOCS_P;2016;690780226;690039870;N2200;2;;2;0;0
BLOCS_P;2016;690780226;690039870;N4160;1;;1;0;0
BLOCS_P;2016;690780259;690030457;M1030;2;5;7;;
BLOCS_P;2016;690780259;690030457;M200H;13;24;36;;
BLOCS_P;2016;690780259;690030457;N2200;14;6;17.65;;
BLOCS_P;2016;690780259;690030457;N2320;2;;2;;
BLOCS_P;2016;690780259;690030457;N4160;1;;1;;
BLOCS_P;2016;690780259;690030457;NAUT;7;;7;;
BLOCS_P;2016;690780358;690000195;M100H;10;;10;0;0
BLOCS_P;2016;690780358;690000195;M1030;14;;14;1;0
BLOCS_P;2016;690780358;690000195;M200H;65;;65;0;0
BLOCS_P;2016;690780358;690000195;N2200;34;15;42.39;0;1
BLOCS_P;2016;690780358;690000195;N2320;;2;1.32;0;0
BLOCS_P;2016;690780358;690000195;N2510;3;;2.99;0;0
BLOCS_P;2016;690780358;690000195;N4160;2;;2;0;0
BLOCS_P;2016;690780358;690000195;NAUT;7;;6.97;0;0
BLOCS_P;2016;690780366;690000203;M100H;;6;1.2;;1
BLOCS_P;2016;690780366;690000203;M1030;9;;9;;1
BLOCS_P;2016;690780366;690000203;M200H;24;5;27;;1
BLOCS_P;2016;690780366;690000203;N2200;20;2;21.35;;1
BLOCS_P;2016;690780366;690000203;N2320;2;;2;;1
BLOCS_P;2016;690780366;690000203;N2510;4;;4;;
BLOCS_P;2016;690780366;690000203;N4160;1;;1;;
BLOCS_P;2016;690780366;690000203;NAUT;9;;9;;1
BLOCS_P;2016;690780382;690006598;M100H;1;3;1.3;0;1
BLOCS_P;2016;690780382;690006598;M1030;5;0;5;0;1
BLOCS_P;2016;690780382;690006598;M200H;7;11;9;0;1
BLOCS_P;2016;690780382;690006598;N2200;9;1;9.8;0;1
BLOCS_P;2016;690780382;690006598;N2310;1;0;1;0;0
BLOCS_P;2016;690780382;690006598;N2320;1;0;1;0;1
BLOCS_P;2016;690780382;690006598;N2510;4;1;4.8;0;0
BLOCS_P;2016;690780382;690006598;N4160;1;0;1;0;0
BLOCS_P;2016;690780382;690006598;NAUT;3;0;3;0;0
BLOCS_P;2016;690780390;690000229;M100H;3;6;4.5;1;1
BLOCS_P;2016;690780390;690000229;M1030;8;;8;1;0
BLOCS_P;2016;690780390;690000229;M200H;9;20;16.25;0;1
BLOCS_P;2016;690780390;690000229;N2200;7;13;14.7;0;1
BLOCS_P;2016;690780390;690000229;N2310;4;2;5.06;;
BLOCS_P;2016;690780390;690000229;N2510;1;;1;;
BLOCS_P;2016;690780390;690000229;N4160;1;;0.95;0;0
BLOCS_P;2016;690780390;690000229;NAUT;8;;6.53;0;0
BLOCS_P;2016;690780416;690031190;M100H;0;4;2;0;1
BLOCS_P;2016;690780416;690031190;M1030;10;0;10;0;1
BLOCS_P;2016;690780416;690031190;M200H;18;1;20.35;0;1
BLOCS_P;2016;690780416;690031190;N2200;15;7;19.75;0;1
BLOCS_P;2016;690780416;690031190;N2310;0;2;1;0;0
BLOCS_P;2016;690780416;690031190;N2320;2;1;2.94;0;0
BLOCS_P;2016;690780416;690031190;N4160;1;;1;0;0
BLOCS_P;2016;690780416;690031190;NAUT;11;1;11.5;0;0
BLOCS_P;2016;690780549;750043994;M100H;;2;0.22;0;0
BLOCS_P;2016;690780549;750043994;M1030;;8;0.22;0;0
BLOCS_P;2016;690780549;750043994;N2200;;4;1.02;0;0
BLOCS_P;2016;690780549;750043994;N2510;;1;0.22;0;0
BLOCS_P;2016;690780648;690036900;M100H;30;31;61;;
BLOCS_P;2016;690780648;690036900;M1030;20;;20;;
BLOCS_P;2016;690780648;690036900;M200H;26;18;44;;
BLOCS_P;2016;690780648;690036900;N2200;20;31;38.74;;
BLOCS_P;2016;690780648;690036900;N2320;3;;3;;
BLOCS_P;2016;690780648;690036900;N2510;3;3;3;;
BLOCS_P;2016;690780648;690036900;N4160;1;;1;;
BLOCS_P;2016;690780648;690036900;NAUT;15;4;13.85;;
BLOCS_P;2016;690780655;690000377;M100H;3;4;5;;
BLOCS_P;2016;690780655;690000377;M1030;1;5;2.5;;
BLOCS_P;2016;690780655;690000377;M200H;12;10;17;;
BLOCS_P;2016;690780655;690000377;N2200;13;4;16.1;;
BLOCS_P;2016;690780655;690000377;N2320;1;;1;;
BLOCS_P;2016;690780655;690000377;N2510;4;;4;;
BLOCS_P;2016;690780655;690000377;N4160;1;;1;;
BLOCS_P;2016;690780655;690000377;NAUT;8;;8;;
BLOCS_P;2016;690780663;690000385;M100H;3;2;3.9;;1
BLOCS_P;2016;690780663;690000385;M1030;8;;8;;1
BLOCS_P;2016;690780663;690000385;M200H;18;12;25.5;;1
BLOCS_P;2016;690780663;690000385;N2200;18;13;27;;1
BLOCS_P;2016;690780663;690000385;N2320;2;2;1.4;;1
BLOCS_P;2016;690780663;690000385;N2510;0;1;0.8;;
BLOCS_P;2016;690780663;690000385;N4160;1;;1;;
BLOCS_P;2016;690780663;690000385;NAUT;15;3;15.2;;
BLOCS_P;2016;690781836;690006598;M100H;12;17;19.86;0;1
BLOCS_P;2016;690781836;690006598;M1030;3;3;5.47;0;1
BLOCS_P;2016;690781836;690006598;M200H;4;14;10.75;0;1
BLOCS_P;2016;690781836;690006598;N2200;8;2;10.32;0;0
BLOCS_P;2016;690781836;690006598;N2310;5;;4.44;0;1
BLOCS_P;2016;690781836;690006598;N2320;3;3;4.26;0;1
BLOCS_P;2016;690781836;690006598;N2510;3;1;2.79;0;0
BLOCS_P;2016;690781836;690006598;N4130;;;;0;1
BLOCS_P;2016;690781836;690006598;N4160;1;;1;0;0
BLOCS_P;2016;690781836;690006598;NAUT;10;;8.48;0;1
BLOCS_P;2016;690782834;690000724;M100H;12;;0;1;0
BLOCS_P;2016;690782834;690000724;M1030;20;;0;0;1
BLOCS_P;2016;690782834;690000724;M200H;;52;0;0;1
BLOCS_P;2016;690782834;690000724;N2200;24;19;35;0;1
BLOCS_P;2016;690782834;690000724;N2310;3;;3;0;0
BLOCS_P;2016;690782834;690000724;N2320;6;1;7;0;1
BLOCS_P;2016;690782834;690000724;N2510;4;1;4.5;;0
BLOCS_P;2016;690782834;690000724;N4160;2;;2;0;0
BLOCS_P;2016;690782834;690000724;NAUT;2;1;2.8;;0
BLOCS_P;2016;690783154;690781810;M100H;3;17;4.94;0;0
BLOCS_P;2016;690783154;690781810;M1030;27;9;33.36;1;1
BLOCS_P;2016;690783154;690781810;M200H;10;26;17.09;1;1
BLOCS_P;2016;690783154;690781810;N2200;56;17;68.51;1;1
BLOCS_P;2016;690783154;690781810;N2310;62;13;67.59;1;1
BLOCS_P;2016;690783154;690781810;N2320;26;4;30.01;1;1
BLOCS_P;2016;690783154;690781810;N2510;44;2;45.45;1;1
BLOCS_P;2016;690783154;690781810;NAUT;14;4;19.15;0;0
BLOCS_P;2016;690784137;690781810;M100H;3;9;5.93;1;0
BLOCS_P;2016;690784137;690781810;M1030;27;10;27.41;1;0
BLOCS_P;2016;690784137;690781810;M200H;14;38;20.24;1;1
BLOCS_P;2016;690784137;690781810;N2200;65;21;72.84;1;
BLOCS_P;2016;690784137;690781810;N2310;57;18;69.84;1;
BLOCS_P;2016;690784137;690781810;N2320;29;15;40.14;1;
BLOCS_P;2016;690784137;690781810;N2510;61;4;60.36;1;
BLOCS_P;2016;690784137;690781810;NAUT;38;9;39.67;1;
BLOCS_P;2016;690784152;690781810;M100H;;5;3.91;0;0
BLOCS_P;2016;690784152;690781810;M1030;29;9;30.71;0;1
BLOCS_P;2016;690784152;690781810;M200H;7;21;12.28;0;1
BLOCS_P;2016;690784152;690781810;N2200;32;8;36.71;0;1
BLOCS_P;2016;690784152;690781810;N2310;45;9;48.27;0;1
BLOCS_P;2016;690784152;690781810;N2320;27;4;30.24;0;1
BLOCS_P;2016;690784152;690781810;N2510;50;4;50.73;0;1
BLOCS_P;2016;690784152;690781810;NAUT;55;11;56.44;0;0
BLOCS_P;2016;690784178;690781810;M100H;;;0.24;1;0
BLOCS_P;2016;690784178;690781810;M1030;10;5;12.71;1;0
BLOCS_P;2016;690784178;690781810;M200H;3;5;5.51;1;0
BLOCS_P;2016;690784178;690781810;N2200;18;3;20.23;0;1
BLOCS_P;2016;690784178;690781810;N2310;16;6;21.9;0;0
BLOCS_P;2016;690784178;690781810;N2320;10;1;10.36;0;1
BLOCS_P;2016;690784178;690781810;N2510;20;1;21.76;0;1
BLOCS_P;2016;690784178;690781810;NAUT;8;;7.68;0;1
BLOCS_P;2016;690784186;690781810;M100H;1;;1.15;0;1
BLOCS_P;2016;690784186;690781810;M1030;15;5;13.58;0;1
BLOCS_P;2016;690784186;690781810;M200H;1;3;4.78;0;1
BLOCS_P;2016;690784186;690781810;N2200;27;4;29.78;0;1
BLOCS_P;2016;690784186;690781810;N2310;15;8;21.79;0;1
BLOCS_P;2016;690784186;690781810;N2320;8;;7.49;0;1
BLOCS_P;2016;690784186;690781810;N2510;15;2;15.36;0;1
BLOCS_P;2016;690784186;690781810;NAUT;7;;7.73;0;1
BLOCS_P;2016;690793468;690002068;M100H;20;23;;0;1
BLOCS_P;2016;690793468;690002068;M1030;10;2;11;0;1
