BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2013;840000285;840000608;M200H;21;7;24.5;;1
BLOCS_P;2013;840000285;840000608;N2200;15;7;19.59;1;0
BLOCS_P;2013;840000285;840000608;N2320;4;0;4;0;0
BLOCS_P;2013;840000285;840000608;N2510;7;3;9.45;0;0
BLOCS_P;2013;840000285;840000608;N4160;2;0;2;0;1
BLOCS_P;2013;840000285;840000608;NAUT;9;0;9;1;0
BLOCS_P;2013;840000285;840000608;N9999;35;10;42.04;;
BLOCS_P;2013;840000327;840000640;M1030;2;;2;0;1
BLOCS_P;2013;840000327;840000640;M200H;5;;5;0;1
BLOCS_P;2013;840000327;840000640;N2200;4;1;4.8;0;1
BLOCS_P;2013;840000327;840000640;N2510;1;0;1;0;0
BLOCS_P;2013;840000327;840000640;N4160;1;0;1;0;1
BLOCS_P;2013;840000327;840000640;NAUT;4;0;4;0;0
BLOCS_P;2013;840000327;840000640;N9999;9;1;9.8;;
BLOCS_P;2013;840000343;840000012;M100H;2;;1.5;0;1
BLOCS_P;2013;840000343;840000012;M1030;;3;1.23;1;
BLOCS_P;2013;840000343;840000012;M200H;;2;1;0;1
BLOCS_P;2013;840000343;840000012;N2200;3;1;4;0;1
BLOCS_P;2013;840000343;840000012;N2310;4;;4;0;1
BLOCS_P;2013;840000343;840000012;N2320;1;2;3;0;1
BLOCS_P;2013;840000343;840000012;N2510;3;1;3.8;0;0
BLOCS_P;2013;840000343;840000012;N4130;3;1;3.8;0;1
BLOCS_P;2013;840000343;840000012;N4160;;1;0.5;0;0
BLOCS_P;2013;840000343;840000012;N9999;14;5;18.6;;
BLOCS_P;2013;840000350;840000657;M100H;;1;0.5;;
BLOCS_P;2013;840000350;840000657;N2200;;2;1.2;0;0
BLOCS_P;2013;840000350;840000657;N2510;;1;0.4;0;0
BLOCS_P;2013;840000350;840000657;NAUT;;2;0.2;0;0
BLOCS_P;2013;840000350;840000657;N9999;;5;1.8;;
BLOCS_P;2013;840000392;840000046;M1030;2;3;2.46;1;
BLOCS_P;2013;840000392;840000046;N2200;3;1;3.67;0;1
BLOCS_P;2013;840000392;840000046;N2310;4;;3.35;0;1
BLOCS_P;2013;840000392;840000046;N2320;1;;1;0;1
BLOCS_P;2013;840000392;840000046;NAUT;1;1;0.7;0;0
BLOCS_P;2013;840000392;840000046;N9999;9;2;8.72;;
BLOCS_P;2013;840000400;840000673;M100H;1;18;7;;1
BLOCS_P;2013;840000400;840000673;M1030;6;;6;;1
BLOCS_P;2013;840000400;840000673;M200H;7;22;12;;1
BLOCS_P;2013;840000400;840000673;N2200;9;;9;;1
BLOCS_P;2013;840000400;840000673;N2310;;1;0.5;;
BLOCS_P;2013;840000400;840000673;N2320;;1;0.37;;
BLOCS_P;2013;840000400;840000673;N4160;1;1;1;;
BLOCS_P;2013;840000400;840000673;NAUT;9;1;9.51;;
BLOCS_P;2013;840000400;840000673;N9999;18;3;19.38;;
BLOCS_P;2013;840000418;840004659;M200H;2;1;2.5;0;1
BLOCS_P;2013;840000418;840004659;N2200;2;;2;0;1
BLOCS_P;2013;840000418;840004659;N2310;3;2;4.65;0;1
BLOCS_P;2013;840000418;840004659;N2320;4;1;4.8;0;1
BLOCS_P;2013;840000418;840004659;N2510;1;2;2.3;0;1
BLOCS_P;2013;840000418;840004659;N9999;10;5;13.75;;
BLOCS_P;2013;840000467;840003651;N2200;2;2;3.83;;
BLOCS_P;2013;840000467;840003651;N2310;;1;1;;
BLOCS_P;2013;840000467;840003651;N2510;1;2;2.91;;
BLOCS_P;2013;840000467;840003651;NAUT;;1;1;;
BLOCS_P;2013;840000467;840003651;N9999;3;6;8.74;;
BLOCS_P;2013;840000483;840000087;M100H;2;4;3.4;0;1
BLOCS_P;2013;840000483;840000087;M1030;1;5;4.97;1;0
BLOCS_P;2013;840000483;840000087;M200H;7;3;8.62;0;1
BLOCS_P;2013;840000483;840000087;N2200;10;4;10.7;0;0
BLOCS_P;2013;840000483;840000087;N2310;8;1;8.55;0;1
BLOCS_P;2013;840000483;840000087;N2320;4;3;6.1;0;1
BLOCS_P;2013;840000483;840000087;N2510;1;1;1.11;0;0
BLOCS_P;2013;840000483;840000087;N4160;1;;1;0;0
BLOCS_P;2013;840000483;840000087;NAUT;4;1;3.9;0;0
BLOCS_P;2013;840000483;840000087;N9999;27;10;30.36;;
BLOCS_P;2013;840000491;130041916;N2200;1;0;0.92;0;0
BLOCS_P;2013;840000491;130041916;N2310;1;1;0.86;0;0
BLOCS_P;2013;840000491;130041916;N2320;1;0;0.92;0;0
BLOCS_P;2013;840000491;130041916;N4160;2;0;0.17;0;0
BLOCS_P;2013;840000491;130041916;NAUT;1;0;1;0;0
BLOCS_P;2013;840000491;130041916;N9999;4;1;3.7;;
BLOCS_P;2013;840001861;840006597;M100H;15;2;4.86;0;1
BLOCS_P;2013;840001861;840006597;M1030;16;4;16.28;;
BLOCS_P;2013;840001861;840006597;M200H;4;1;0.97;1;0
BLOCS_P;2013;840001861;840006597;N2200;14;3;14.7;1;
BLOCS_P;2013;840001861;840006597;N2310;31;14;39.06;1;
BLOCS_P;2013;840001861;840006597;N2320;15;10;21.7;1;
BLOCS_P;2013;840001861;840006597;N2510;39;6;32.44;1;
BLOCS_P;2013;840001861;840006597;N4160;3;1;2.96;0;
BLOCS_P;2013;840001861;840006597;NAUT;44;23;23.09;1;
BLOCS_P;2013;840001861;840006597;N9999;143;56;130.99;;
BLOCS_P;2013;840013270;840003651;M1030;;;;0;1
BLOCS_P;2013;840013270;840003651;M200H;;;;0;1
BLOCS_P;2013;840013270;840003651;N2200;5;5;9.56;;1
BLOCS_P;2013;840013270;840003651;N2310;;;;;1
BLOCS_P;2013;840013270;840003651;N2320;;;;;1
BLOCS_P;2013;840013270;840003651;N2510;1;2;2.3;;1
BLOCS_P;2013;840013270;840003651;N4130;;;;;1
BLOCS_P;2013;840013270;840003651;N4160;;;;;1
BLOCS_P;2013;840013270;840003651;NAUT;1;;1;;1
BLOCS_P;2013;840013270;840003651;N9999;7;7;12.86;;
BLOCS_P;2013;840013312;840003685;M100H;10;;10;0;0
BLOCS_P;2013;840013312;840003685;M1030;4;;4;0;0
BLOCS_P;2013;840013312;840003685;M200H;8;;8;0;0
BLOCS_P;2013;840013312;840003685;N2200;31;0;17.3;0;0
BLOCS_P;2013;840013312;840003685;N2310;5;0;1.11;0;0
BLOCS_P;2013;840013312;840003685;N2320;2;0;0.3;0;0
BLOCS_P;2013;840013312;840003685;N2510;8;1;7.39;0;0
BLOCS_P;2013;840013312;840003685;N4130;7;1;5;0;0
BLOCS_P;2013;840013312;840003685;N4160;1;0;1;0;0
BLOCS_P;2013;840013312;840003685;NAUT;4;0;3.59;0;0
BLOCS_P;2013;840013312;840003685;N9999;57;2;34.69;;
BLOCS_P;2013;840013445;840014658;M100H;13;;13;;
BLOCS_P;2013;840013445;840014658;M1030;6;;6;;
BLOCS_P;2013;840013445;840014658;M200H;39;;39;;
BLOCS_P;2013;840013445;840014658;N2200;28;;22;;
BLOCS_P;2013;840013445;840014658;N2320;23;;20;;
BLOCS_P;2013;840013445;840014658;N2510;35;;28;;
BLOCS_P;2013;840013445;840014658;N4160;4;;4;;
BLOCS_P;2013;840013445;840014658;N9999;86;;70;;
BLOCS_P;2013;840017172;840017164;M100H;11;9;13.8;0;0
BLOCS_P;2013;840017172;840017164;M1030;5;1;5.5;0;1
BLOCS_P;2013;840017172;840017164;M200H;0;15;4.8;0;1
BLOCS_P;2013;840017172;840017164;N2200;16;11;19.35;0;1
BLOCS_P;2013;840017172;840017164;N2310;1;2;2.75;0;0
BLOCS_P;2013;840017172;840017164;N2320;1;0;1;0;1
BLOCS_P;2013;840017172;840017164;N2510;1;4;2.5;0;0
BLOCS_P;2013;840017172;840017164;N4160;2;0;2;0;0
BLOCS_P;2013;840017172;840017164;N9999;19;17;25.6;;
BLOCS_P;2013;840018337;840006597;M200H;;5;3.3;;
BLOCS_P;2013;840018337;840006597;N2200;2;2;3.5;;
BLOCS_P;2013;840018337;840006597;N2310;1;1;1.6;;
BLOCS_P;2013;840018337;840006597;N2320;1;;1;;
BLOCS_P;2013;840018337;840006597;N2510;5;1;5.5;;
BLOCS_P;2013;840018337;840006597;NAUT;2;2;3.6;;
BLOCS_P;2013;840018337;840006597;N9999;11;6;15.2;;
BLOCS_P;2013;850000118;850013244;M100H;5;37;23.5;0;1
BLOCS_P;2013;850000118;850013244;M1030;10;;10;0;1
BLOCS_P;2013;850000118;850013244;M200H;17;7;20.5;0;1
BLOCS_P;2013;850000118;850013244;N2200;16;7;21.47;;1
BLOCS_P;2013;850000118;850013244;N2320;1;3;3.27;;1
BLOCS_P;2013;850000118;850013244;N2510;1;;1;;
BLOCS_P;2013;850000118;850013244;N4160;2;;2;0;1
BLOCS_P;2013;850000118;850013244;N9999;18;10;25.74;;
BLOCS_P;2013;850000126;850022948;M100H;;;;0;1
BLOCS_P;2013;850000126;850022948;M1030;5;;5;0;1
BLOCS_P;2013;850000126;850022948;M200H;10;;10;0;1
BLOCS_P;2013;850000126;850022948;N2200;20;;20;0;1
BLOCS_P;2013;850000126;850022948;N2310;;1;0.8;0;0
BLOCS_P;2013;850000126;850022948;N2320;1;;1;0;1
BLOCS_P;2013;850000126;850022948;N2510;;1;0.9;;
BLOCS_P;2013;850000126;850022948;N4160;1;;1;0;0
BLOCS_P;2013;850000126;850022948;N9999;21;2;22.7;;
BLOCS_P;2013;850000134;850013269;M1030;3;;3;0;1
BLOCS_P;2013;850000134;850013269;M200H;23;7;25.5;0;1
BLOCS_P;2013;850000134;850013269;N2200;15;;13.7;0;1
BLOCS_P;2013;850000134;850013269;N2310;13;;3.08;0;1
BLOCS_P;2013;850000134;850013269;N2320;1;;1;0;1
BLOCS_P;2013;850000134;850013269;N2510;1;;1;0;0
BLOCS_P;2013;850000134;850013269;N4160;1;;1;0;
BLOCS_P;2013;850000134;850013269;NAUT;3;;3;0;0
BLOCS_P;2013;850000134;850013269;N9999;33;;21.78;;
BLOCS_P;2013;850000142;850000019;M100H;;5;0.63;0;1
BLOCS_P;2013;850000142;850000019;M1030;3;20;13.36;1;0
BLOCS_P;2013;850000142;850000019;M200H;;25;12.21;0;1
BLOCS_P;2013;850000142;850000019;N2200;8;32;30.8;;0
BLOCS_P;2013;850000142;850000019;N2310;14;27;33.51;;0
BLOCS_P;2013;850000142;850000019;N2320;;27;24.65;;0
BLOCS_P;2013;850000142;850000019;N2510;1;32;26.07;;0
BLOCS_P;2013;850000142;850000019;N4130;1;4;3.98;;0
BLOCS_P;2013;850000142;850000019;NAUT;1;11;8.5;;0
BLOCS_P;2013;850000142;850000019;N9999;25;133;127.51;;
BLOCS_P;2013;850000175;850009010;M100H;0;3;0.48;;
BLOCS_P;2013;850000175;850009010;M1030;0;6;4.26;;
BLOCS_P;2013;850000175;850009010;M200H;0;7;2.11;;
BLOCS_P;2013;850000175;850009010;N2200;11;6;15.04;0;1
BLOCS_P;2013;850000175;850009010;N2310;7;;7;0;1
BLOCS_P;2013;850000175;850009010;N2320;9;;9;0;1
BLOCS_P;2013;850000175;850009010;N2510;7;1;7.5;0;1
BLOCS_P;2013;850000175;850009010;NAUT;3;1;3.35;0;1
BLOCS_P;2013;850000175;850009010;N9999;37;8;41.89;;
BLOCS_P;2013;850000209;850000019;M100H;;1;0.15;0;0
BLOCS_P;2013;850000209;850000019;M1030;;2;0.22;0;0
BLOCS_P;2013;850000209;850000019;M200H;;1;0.07;0;0
BLOCS_P;2013;850000209;850000019;N2200;;2;1.48;0;0
BLOCS_P;2013;850000209;850000019;N2310;;1;0.74;0;0
BLOCS_P;2013;850000209;850000019;N2510;1;2;2.3;0;0
BLOCS_P;2013;850000209;850000019;N4160;;1;0.3;0;0
BLOCS_P;2013;850000209;850000019;N9999;1;5;4.52;;
BLOCS_P;2013;850000241;850000084;M100H;0;5;2.11;0;1
BLOCS_P;2013;850000241;850000084;M1030;5;0;5;0;1
BLOCS_P;2013;850000241;850000084;N2200;5;0;5;0;0
BLOCS_P;2013;850000241;850000084;N2310;7;0;7;0;1
BLOCS_P;2013;850000241;850000084;N2510;1;0;0.68;0;0
BLOCS_P;2013;850000241;850000084;N4160;1;0;0.5;0;0
BLOCS_P;2013;850000241;850000084;N9999;13;0;12.68;;
BLOCS_P;2013;850009630;850000035;M1030;2;;2;1;0
BLOCS_P;2013;850009630;850000035;M200H;5;;5;0;1
BLOCS_P;2013;850009630;850000035;N2310;6;0;5.31;1;0
BLOCS_P;2013;850009630;850000035;N9999;6;0;5.31;;
BLOCS_P;2013;860000025;860780063;M100H;3;;0.49;0;1
BLOCS_P;2013;860000025;860780063;M1030;5;;1.91;1;0
BLOCS_P;2013;860000025;860780063;M200H;8;2;3.6;0;1
BLOCS_P;2013;860000025;860780063;N2200;7;3;9.38;0;0
BLOCS_P;2013;860000025;860780063;N2310;7;4;10.32;0;1
BLOCS_P;2013;860000025;860780063;N2320;9;5;13.18;0;1
BLOCS_P;2013;860000025;860780063;N2510;7;;7.54;0;1
BLOCS_P;2013;860000025;860780063;NAUT;4;3;4.17;0;0
BLOCS_P;2013;860000025;860780063;N9999;34;15;44.59;;
BLOCS_P;2013;860000058;860780097;M1030;2;;1;0;1
BLOCS_P;2013;860000058;860780097;M200H;2;2;1.1;0;1
BLOCS_P;2013;860000058;860780097;N2200;2;;2;0;0
BLOCS_P;2013;860000058;860780097;N2310;2;1;2.5;0;0
BLOCS_P;2013;860000058;860780097;N2320;4;;4;0;0
BLOCS_P;2013;860000058;860780097;N2510;2;;2;0;0
BLOCS_P;2013;860000058;860780097;N9999;10;1;10.5;;
BLOCS_P;2013;860000223;860013077;M100H;10;0;3;0;1
BLOCS_P;2013;860000223;860013077;M1030;33;4;27.2;1;0
BLOCS_P;2013;860000223;860013077;M200H;75;8;47.75;0;1
BLOCS_P;2013;860000223;860013077;N2200;69;29;85.41;1;1
BLOCS_P;2013;860000223;860013077;N2310;39;7;42.18;1;1
BLOCS_P;2013;860000223;860013077;N2320;13;4;14.8;1;1
BLOCS_P;2013;860000223;860013077;N2510;71;7;79.54;1;1
BLOCS_P;2013;860000223;860013077;N4130;1;;0.33;0;0
BLOCS_P;2013;860000223;860013077;N4160;7;;7.07;0;0
BLOCS_P;2013;860000223;860013077;NAUT;10;4;12.28;1;0
BLOCS_P;2013;860000223;860013077;N9999;203;51;234.54;;
BLOCS_P;2013;860009208;860009158;M100H;1;4;0.5;0;0
BLOCS_P;2013;860009208;860009158;N2200;4;9;0.5;0;0
BLOCS_P;2013;860009208;860009158;N9999;4;9;0.5;;
BLOCS_P;2013;860010321;860010313;M100H;14;;14;0;1
BLOCS_P;2013;860010321;860010313;M1030;10;;10;0;1
BLOCS_P;2013;860010321;860010313;M200H;32;;32;0;1
BLOCS_P;2013;860010321;860010313;N2200;22;8;27.22;0;1
BLOCS_P;2013;860010321;860010313;N2320;;;;0;1
BLOCS_P;2013;860010321;860010313;N2510;2;;2;0;0
BLOCS_P;2013;860010321;860010313;N4160;;1;0.5;0;0
BLOCS_P;2013;860010321;860010313;NAUT;4;;4;0;0
BLOCS_P;2013;860010321;860010313;N9999;28;8;33.22;;
BLOCS_P;2013;860780311;860010750;M100H;5;1;6;0;1
BLOCS_P;2013;860780311;860010750;M1030;4;;4;0;1
BLOCS_P;2013;860780311;860010750;M200H;15;1;16;0;1
BLOCS_P;2013;860780311;860010750;N2200;19;;16.78;0;1
BLOCS_P;2013;860780311;860010750;N4160;1;;1;0;0
BLOCS_P;2013;860780311;860010750;N9999;19;;16.78;;
BLOCS_P;2013;860780568;860000140;M1030;3;;3;0;1
BLOCS_P;2013;860780568;860000140;M200H;8;;8;0;1
BLOCS_P;2013;860780568;860000140;N2200;10;1;10.5;0;1
BLOCS_P;2013;860780568;860000140;N2310;2;;2;0;0
BLOCS_P;2013;860780568;860000140;N4160;1;;1;0;0
BLOCS_P;2013;860780568;860000140;NAUT;1;1;1.8;0;0
BLOCS_P;2013;860780568;860000140;N9999;13;2;14.3;;
BLOCS_P;2013;870000064;870000015;M100H;;4;0.46;;1
BLOCS_P;2013;870000064;870000015;M1030;43;2;22.21;1;
BLOCS_P;2013;870000064;870000015;M200H;61;2;15.28;1;1
BLOCS_P;2013;870000064;870000015;N2200;60;9;64.66;0;1
BLOCS_P;2013;870000064;870000015;N2310;39;9;42.69;0;1
BLOCS_P;2013;870000064;870000015;N2320;33;10;35.25;0;1
BLOCS_P;2013;870000064;870000015;N2510;33;8;35.54;0;1
BLOCS_P;2013;870000064;870000015;NAUT;29;1;26.61;0;0
BLOCS_P;2013;870000064;870000015;N9999;194;37;204.75;;
BLOCS_P;2013;870000098;870000023;M100H;23;11;1.22;0;1
BLOCS_P;2013;870000098;870000023;M1030;4;2;2.84;0;1
BLOCS_P;2013;870000098;870000023;M200H;5;3;2.74;0;1
BLOCS_P;2013;870000098;870000023;N2200;9;;7.74;0;1
BLOCS_P;2013;870000098;870000023;N2310;8;8;8.86;1;
BLOCS_P;2013;870000098;870000023;N2320;6;;5.67;0;1
BLOCS_P;2013;870000098;870000023;N2510;2;;2;;1
BLOCS_P;2013;870000098;870000023;N4160;;1;0.75;0;
BLOCS_P;2013;870000098;870000023;NAUT;;2;0.94;0;0
BLOCS_P;2013;870000098;870000023;N9999;25;10;25.21;;
BLOCS_P;2013;870000270;870000031;M1030;;1;0.5;0;0
BLOCS_P;2013;870000270;870000031;N2200;;1;0.8;0;0
BLOCS_P;2013;870000270;870000031;N2310;;1;0.4;0;0
BLOCS_P;2013;870000270;870000031;N2510;1;;1;0;0
BLOCS_P;2013;870000270;870000031;N4160;;1;0.5;0;0
BLOCS_P;2013;870000270;870000031;N9999;1;2;2.2;;
BLOCS_P;2013;870000288;870017415;M100H;7;;7;0;1
BLOCS_P;2013;870000288;870017415;M1030;12;;12;0;1
BLOCS_P;2013;870000288;870017415;M200H;32;;32;0;1
BLOCS_P;2013;870000288;870017415;N2200;42;7;47.64;0;1
BLOCS_P;2013;870000288;870017415;N2310;7;;6.8;0;0
BLOCS_P;2013;870000288;870017415;N2320;7;2;7.77;0;1
BLOCS_P;2013;870000288;870017415;N2510;7;;7;0;0
BLOCS_P;2013;870000288;870017415;N4160;6;;4;0;0
BLOCS_P;2013;870000288;870017415;NAUT;8;;8;0;0
BLOCS_P;2013;870000288;870017415;N9999;71;9;77.21;;
BLOCS_P;2013;870000411;870017415;M100H;3;;3;0;0
BLOCS_P;2013;870000411;870017415;M1030;5;1;4;0;0
BLOCS_P;2013;870000411;870017415;M200H;9;;9;0;0
BLOCS_P;2013;870000411;870017415;N2200;13;7;18.27;;
BLOCS_P;2013;870000411;870017415;N2310;4;1;4.01;;
BLOCS_P;2013;870000411;870017415;N2320;4;1;3.56;;1
BLOCS_P;2013;870000411;870017415;N2510;2;;1.92;;
BLOCS_P;2013;870000411;870017415;N4160;2;;2;;
BLOCS_P;2013;870000411;870017415;NAUT;5;;5.25;;
BLOCS_P;2013;870000411;870017415;N9999;28;9;33.01;;
BLOCS_P;2013;870002060;870017415;M100H;13;;13;0;0
BLOCS_P;2013;870002060;870017415;M1030;4;2;5;0;0
BLOCS_P;2013;870002060;870017415;M200H;17;;17;0;0
BLOCS_P;2013;870002060;870017415;N2200;11;3;13.01;0;1
BLOCS_P;2013;870002060;870017415;N4130;;1;0.06;0;0
BLOCS_P;2013;870002060;870017415;N4160;2;;2;0;0
BLOCS_P;2013;870002060;870017415;NAUT;11;;11;0;1
BLOCS_P;2013;870002060;870017415;N9999;22;4;24.07;;
BLOCS_P;2013;870014859;870000015;M100H;2;0;0.13;0;0
BLOCS_P;2013;870014859;870000015;M1030;11;1;7.62;;1
BLOCS_P;2013;870014859;870000015;M200H;9;0;0.95;;1
BLOCS_P;2013;870014859;870000015;N2200;5;3;6.41;0;1
BLOCS_P;2013;870014859;870000015;N2310;17;1;13.86;0;1
BLOCS_P;2013;870014859;870000015;N2320;4;;3.65;0;1
BLOCS_P;2013;870014859;870000015;N2510;10;2;9.47;0;1
BLOCS_P;2013;870014859;870000015;N4130;;;;0;1
BLOCS_P;2013;870014859;870000015;N4160;;;;0;1
BLOCS_P;2013;870014859;870000015;NAUT;9;;8.11;0;1
BLOCS_P;2013;870014859;870000015;N9999;45;6;41.5;;
BLOCS_P;2013;880000021;880007059;M100H;;8;1.5;0;1
BLOCS_P;2013;880000021;880007059;M1030;1;9;5.5;1;1
BLOCS_P;2013;880000021;880007059;M200H;9;8;10.5;0;1
BLOCS_P;2013;880000021;880007059;N2200;8;6;11.41;0;1
BLOCS_P;2013;880000021;880007059;N2310;2;8;4.82;0;1
BLOCS_P;2013;880000021;880007059;N2320;6;2;7.56;0;1
BLOCS_P;2013;880000021;880007059;N2510;5;1;5.6;0;1
BLOCS_P;2013;880000021;880007059;NAUT;;7;2.41;0;0
BLOCS_P;2013;880000021;880007059;N9999;21;24;31.8;;
BLOCS_P;2013;880000047;880780077;M100H;5;;1.8;;1
BLOCS_P;2013;880000047;880780077;M1030;5;1;3;;1
BLOCS_P;2013;880000047;880780077;M200H;9;2;3.2;;1
BLOCS_P;2013;880000047;880780077;N2310;6;2;5;;1
BLOCS_P;2013;880000047;880780077;N2320;12;4;12;;1
BLOCS_P;2013;880000047;880780077;N4160;1;;0.6;;0
BLOCS_P;2013;880000047;880780077;N9999;18;6;17;;
BLOCS_P;2013;880000054;880007299;M1030;4;1;3.86;1;0
BLOCS_P;2013;880000054;880007299;M200H;6;;6;1;1
BLOCS_P;2013;880000054;880007299;N2200;7;3;7.64;0;1
BLOCS_P;2013;880000054;880007299;N2310;2;7;8.43;0;1
BLOCS_P;2013;880000054;880007299;N2320;3;1;3.75;0;1
BLOCS_P;2013;880000054;880007299;NAUT;1;2;0.93;0;0
BLOCS_P;2013;880000054;880007299;N9999;13;13;20.75;;
BLOCS_P;2013;880000062;880780093;M100H;;16;1.92;0;1
BLOCS_P;2013;880000062;880780093;M1030;;8;7.05;1;0
BLOCS_P;2013;880000062;880780093;M200H;;11;3.88;0;1
BLOCS_P;2013;880000062;880780093;N2200;12;5;14.9;0;1
BLOCS_P;2013;880000062;880780093;N2310;13;1;12.45;0;1
BLOCS_P;2013;880000062;880780093;N2320;6;1;6.63;0;1
BLOCS_P;2013;880000062;880780093;N2510;1;0;0.98;0;0
BLOCS_P;2013;880000062;880780093;NAUT;7;3;9.04;;0
BLOCS_P;2013;880000062;880780093;N9999;39;10;44;;
BLOCS_P;2013;880000070;880007299;M100H;;1;0.1;0;0
BLOCS_P;2013;880000070;880007299;N2200;;2;1.69;0;1
BLOCS_P;2013;880000070;880007299;NAUT;;1;0.57;0;0
BLOCS_P;2013;880000070;880007299;N9999;;3;2.26;;
BLOCS_P;2013;880780135;880780150;N2200;7;3;8.62;1;0
BLOCS_P;2013;880780135;880780150;N2310;;1;0.64;1;0
BLOCS_P;2013;880780135;880780150;N2320;1;;1;1;0
BLOCS_P;2013;880780135;880780150;N2510;1;;1;1;0
BLOCS_P;2013;880780135;880780150;N9999;9;4;11.26;;
BLOCS_P;2013;880788591;880780150;N2200;37;10;36.74;;1
BLOCS_P;2013;880788591;880780150;N2310;7;3;8.41;;0
BLOCS_P;2013;880788591;880780150;N2320;3;1;3.06;;1
BLOCS_P;2013;880788591;880780150;N2510;4;1;4.8;;0
BLOCS_P;2013;880788591;880780150;N4160;1;0;1;;1
BLOCS_P;2013;880788591;880780150;NAUT;12;0;10.9;;0
BLOCS_P;2013;880788591;880780150;N9999;63;15;63.91;;
BLOCS_P;2013;890000169;890000151;M100H;3;1;3.5;0;1
BLOCS_P;2013;890000169;890000151;M1030;5;0;5;0;1
BLOCS_P;2013;890000169;890000151;M200H;17;5;19.5;0;1
BLOCS_P;2013;890000169;890000151;N2200;12;4;16.04;0;1
BLOCS_P;2013;890000169;890000151;N2310;1;0;1.01;0;0
BLOCS_P;2013;890000169;890000151;N2320;2;0;1.45;0;1
BLOCS_P;2013;890000169;890000151;N2510;3;0;3.39;0;0
BLOCS_P;2013;890000169;890000151;N4160;1;0;0.59;0;1
BLOCS_P;2013;890000169;890000151;N9999;18;4;21.89;;
BLOCS_P;2013;890002389;890000730;M100H;5;;5;;1
BLOCS_P;2013;890002389;890000730;M1030;4;;4;;1
BLOCS_P;2013;890002389;890000730;M200H;15;1;15.8;;1
BLOCS_P;2013;890002389;890000730;N2200;15;5;18.29;0;1
BLOCS_P;2013;890002389;890000730;N2320;2;1;2.69;0;1
BLOCS_P;2013;890002389;890000730;N2510;6;;6;0;1
BLOCS_P;2013;890002389;890000730;N4160;1;;1;0;0
BLOCS_P;2013;890002389;890000730;NAUT;12;2;12.95;0;1
BLOCS_P;2013;890002389;890000730;N9999;35;8;39.93;;
BLOCS_P;2013;890975527;890000037;M1030;11;;9.25;1;1
BLOCS_P;2013;890975527;890000037;M200H;11;5;13.6;0;1
BLOCS_P;2013;890975527;890000037;N2200;22;3;23.6;;
BLOCS_P;2013;890975527;890000037;N2310;20;3;22.4;;
BLOCS_P;2013;890975527;890000037;N2320;6;3;8.4;;
BLOCS_P;2013;890975527;890000037;N2510;2;;2;;
BLOCS_P;2013;890975527;890000037;N4160;1;;1;;
BLOCS_P;2013;890975527;890000037;NAUT;17;2;18.6;;
BLOCS_P;2013;890975527;890000037;N9999;67;11;75;;
BLOCS_P;2013;890975535;890000409;M100H;;1;0.6;0;0
BLOCS_P;2013;890975535;890000409;N2200;;1;0.4;0;0
BLOCS_P;2013;890975535;890000409;N4160;1;;0.08;0;0
BLOCS_P;2013;890975535;890000409;NAUT;1;;0.15;0;0
BLOCS_P;2013;890975535;890000409;N9999;1;1;0.55;;
BLOCS_P;2013;890975543;890000417;M100H;1;;0.12;0;0
BLOCS_P;2013;890975543;890000417;N2200;;1;0.86;0;0
BLOCS_P;2013;890975543;890000417;N2510;1;;1;0;0
BLOCS_P;2013;890975543;890000417;N9999;1;1;1.86;;
BLOCS_P;2013;890975550;890970569;M100H;4;1;0.86;0;1
BLOCS_P;2013;890975550;890970569;M1030;9;;5.28;1;0
BLOCS_P;2013;890975550;890970569;M200H;7;6;2.7;0;1
BLOCS_P;2013;890975550;890970569;N2200;10;4;12.22;0;1
BLOCS_P;2013;890975550;890970569;N2310;11;7;15.55;0;1
BLOCS_P;2013;890975550;890970569;N2320;5;4;9.68;0;1
BLOCS_P;2013;890975550;890970569;N2510;0;0;0;0;1
BLOCS_P;2013;890975550;890970569;N4160;1;0;1;0;1
BLOCS_P;2013;890975550;890970569;NAUT;12;0;12.13;0;0
BLOCS_P;2013;890975550;890970569;N9999;38;15;49.58;;
BLOCS_P;2013;890975568;890000433;M1030;;1;0.34;;
BLOCS_P;2013;890975568;890000433;N2200;1;;0.2;;
BLOCS_P;2013;890975568;890000433;N9999;1;;0.2;;
BLOCS_P;2013;900000035;900000019;M100H;3;1;3.2;1;0
BLOCS_P;2013;900000035;900000019;M1030;3;3;4.5;1;1
BLOCS_P;2013;900000035;900000019;M200H;12;4;13.1;1;0
BLOCS_P;2013;900000035;900000019;N2200;14;5;17.48;1;1
BLOCS_P;2013;900000035;900000019;N2310;;1;0.34;0;0
BLOCS_P;2013;900000035;900000019;N2320;2;2;3.03;1;1
BLOCS_P;2013;900000035;900000019;N2510;2;;2;0;0
BLOCS_P;2013;900000035;900000019;N4160;1;;1;0;0
BLOCS_P;2013;900000035;900000019;N9999;18;8;22.85;;
BLOCS_P;2013;900000167;900000365;M100H;6;5;5.55;0;1
BLOCS_P;2013;900000167;900000365;M1030;11;;11.6;1;0
BLOCS_P;2013;900000167;900000365;M200H;20;12;23.7;0;1
BLOCS_P;2013;900000167;900000365;N2200;27;13;37.44;0;1
BLOCS_P;2013;900000167;900000365;N2310;15;4;16.74;1;0
