origin_id,destination_id,origin_city,destination_city,latitude,longitude,distance,duration
190010000,192010000,Affieux (commune non irisée),Saint-Exupéry-les-Roches (commune non irisée),45.517646,1.76851499999998,75461.3,4325.9
190010000,192040000,Affieux (commune non irisée),Saint-Fréjoux (commune non irisée),45.517646,1.76851499999998,74558.9,4327.5
190010000,192050000,Affieux (commune non irisée),Saint-Geniez-ô-Merle (commune non irisée),45.517646,1.76851499999998,77030.2,5397.3
190010000,192060000,Affieux (commune non irisée),Saint-Germain-Lavolps (commune non irisée),45.517646,1.76851499999998,54670.6,3523.2
190010000,192070000,Affieux (commune non irisée),Saint-Germain-les-Vergnes (commune non irisée),45.517646,1.76851499999998,39702.8,2733.7
190010000,192080000,Affieux (commune non irisée),Saint-Hilaire-Foissac (commune non irisée),45.517646,1.76851499999998,46101.3,3178.8
190010000,192090000,Affieux (commune non irisée),Saint-Hilaire-les-Courbes (commune non irisée),45.517646,1.76851499999998,14487.0,990.1
190010000,192100000,Affieux (commune non irisée),Saint-Hilaire-Luc (commune non irisée),45.517646,1.76851499999998,54689.2,3774.3
190010000,192110000,Affieux (commune non irisée),Saint-Hilaire-Peyroux (commune non irisée),45.517646,1.76851499999998,46174.1,3287.2
190010000,192120000,Affieux (commune non irisée),Saint-Hilaire-Taurieux (commune non irisée),45.517646,1.76851499999998,66148.5,4530.5
190010000,192130000,Affieux (commune non irisée),Saint-Jal (commune non irisée),45.517646,1.76851499999998,24192.1,1729.0
190010000,192140000,Affieux (commune non irisée),Saint-Julien-aux-Bois (commune non irisée),45.517646,1.76851499999998,77789.9,5314.9
190010000,192150000,Affieux (commune non irisée),Saint-Julien-le-Pèlerin (commune non irisée),45.517646,1.76851499999998,87015.3,5608.1
190010000,192160000,Affieux (commune non irisée),Saint-Julien-le-Vendômois (commune non irisée),45.517646,1.76851499999998,49985.3,3543.4
190010000,192170000,Affieux (commune non irisée),Saint-Julien-Maumont (commune non irisée),45.517646,1.76851499999998,73925.6,4770.4
